Name,Org,Pos,Current Level,Age,Top 100,Org Rk,Hit,Game,Raw,Spd,FV,PA,OBP,SLG,ISO,BB%,K%,wRC+,playerId
"TJ Friedl","CIN","CF","MLB","26.9638888",,30,"50 / 50","30 / 30","40 / 40","70 / 70","40",257,0.367588932,0.488687782,0.208144796,0.108949416,0.194552529,126.25270658071688,"19522"
"Simon Muzziotti","PHI","CF","","23.5944444",,21,"45 / 50","30 / 40","45 / 50","60 / 60","40",204,0.338235294,0.418079096,0.163841808,0.117647058,0.200980392,106.09756567675524,"19553"
"Otto Lopez","TOR","2B","MLB","23.8333333",,12,"55 / 60","20 / 30","40 / 45","60 / 60","40",429,0.355971896,0.381333333,0.106666667,0.102564102,0.153846153,99.82380642546501,"19608"
"Luis Barrera","OAK","CF","ST","26.7111111",,32,"40 / 45","30 / 30","50 / 50","70 / 70","40",348,0.328530259,0.435897435,0.173076923,0.083333333,0.195402298,88.3992764064239,"19615"
"Zach Reks","TEX","DH","","28.7194444",,37,"40 / 40","50 / 50","55 / 55","45 / 45","35+",151,0.430463576,0.592307692,0.253846154,0.105960264,0.251655629,155.62920691605044,"19667"
"Esteban Quiroz","CHC","2B","","30.4555555",,48,"55 / 55","35 / 35","45 / 45","40 / 40","35+",171,0.391812865,0.358208955,0.119402985,0.169590643,0.222222222,108.09517929399208,"19780"
"Cody Thomas","OAK","RF","AAA","27.8138888",,29,"30 / 35","45 / 55","60 / 60","55 / 55","40",59,0.27118644,0.333333333,0.137254902,0.084745762,0.288135593,53.5401018053734,"19828"
"Rene Pinto","TBR","C","MLB","25.7472222",,20,"35 / 40","40 / 45","50 / 50","20 / 20","40+",324,0.308641975,0.496666666,0.24,0.067901234,0.283950617,106.86437874119969,"19859"
"Greg Deichmann","CHC","RF","","27.1694444",,50,"35 / 40","45 / 50","70 / 70","45 / 45","35+",293,0.26460481,0.324626865,0.115671642,0.068259385,0.324232081,55.229899007708326,"19872"
"Emmanuel Rivera","KCR","3B","MLB","26.0888888",,27,"50 / 50","45 / 45","50 / 50","30 / 30","40",118,0.33898305,0.452830188,0.188679245,0.101694915,0.194915254,108.5656178046495,"19890"
"Connor Wong","BOS","C","MLB","26.2",,25,"30 / 35","40 / 45","50 / 50","50 / 50","40",362,0.350828729,0.486322188,0.197568389,0.077348066,0.223756906,120.77683640373668,"19896"
"Diego A. Castillo","PIT","2B","","24.7583333",,17,"60 / 60","40 / 40","40 / 40","40 / 40","40+",189,0.343915343,0.467455621,0.195266272,0.084656084,0.227513227,112.21902047859695,"19906"
"Cristian Pache","OAK","CF","MLB","23.7",82,3,"35 / 40","40 / 45","50 / 55","60 / 60","50",212,0.301886792,0.378238341,0.134715025,0.066037735,0.231132075,69.36352345954568,"19948"
"Khalil Lee","NYM","RF","","24.0972222",,15,"30 / 40","35 / 50","55 / 60","55 / 55","40",461,0.328260869,0.364102564,0.153846154,0.112798264,0.331887201,90.42670482279716,"19952"
"Josh Lowe","TBR","CF","MLB","24.4972222",,10,"35 / 40","45 / 55","60 / 60","60 / 60","45",376,0.388297872,0.529230769,0.224615385,0.117021276,0.324468085,140.9381890251965,"19953"
"Mickey Moniak","PHI","CF","MLB","24.2166666",,24,"50 / 50","30 / 35","45 / 45","55 / 55","40",175,0.365714285,0.685185185,0.358024692,0.051428571,0.222857142,165.54740124418532,"19956"
"Colton Welker","COL","3B","","24.8111111",,25,"55 / 60","35 / 40","50 / 50","30 / 30","40",56,0.446428571,0.5,0.152173914,0.142857142,0.142857142,143.7291226702535,"19961"
"Eguy Rosario","SDP","3B","MLB","22.9333333",,11,"40 / 45","30 / 40","45 / 45","40 / 40","40",582,0.363166953,0.498031496,0.212598426,0.10137457,0.194158075,112.42547635872208,"19964"
"Jared Oliva","PIT","CF","MLB","26.6777777",,34,"40 / 40","40 / 45","55 / 55","60 / 60","40",364,0.321428571,0.418674698,0.156626506,0.071428571,0.222527472,95.46556663050319,"19968"
"Miles Mastrobuoni","TBR","SS","MLB","26.7527777",,39,"55 / 55","30 / 30","30 / 30","50 / 50","40",588,0.37755102,0.475915221,0.175337187,0.110544217,0.164965986,127.40448715318352,"20017"
"J.J. Matijevic","HOU","1B","AAA","26.7138888",,20,"40 / 40","50 / 55","60 / 60","40 / 40","35+",294,0.363945578,0.542635658,0.263565891,0.112244897,0.244897959,119.11008250684415,"20165"
"Miguel Vargas","LAD","3B","MLB","22.7055555",,10,"50 / 60","35 / 45","45 / 50","40 / 40","45",538,0.407063197,0.514412416,0.210643015,0.139405204,0.148698884,131.21344491746265,"20178"
"Kevin Smith","OAK","SS","","26.075",,22,"30 / 35","45 / 50","55 / 55","55 / 55","40",413,0.334951456,0.470430107,0.196236559,0.07748184,0.2905569,97.58979602542276,"20242"
"Mario Feliciano","MIL","C","AA","23.6972222",,27,"45 / 45","35 / 40","50 / 55","30 / 30","35+",317,0.325949367,0.388316151,0.113402062,0.056782334,0.167192429,90.70324958790849,"20263"
"Stuart Fairchild","CIN","CF","MLB","26.3722222",,31,"40 / 45","35 / 45","50 / 50","55 / 55","40",229,0.35371179,0.482233502,0.223350254,0.087336244,0.266375545,114.58560569306631,"20321"
"Luis Gonzalez","SFG","RF","AAA","26.8916666",,19,"60 / 60","30 / 30","45 / 45","55 / 55","40",117,0.427350427,0.577319587,0.24742268,0.153846153,0.213675213,150.20032646646925,"20332"
"Royce Lewis","MIN","SS","MLB","23.1555555",72,2,"30 / 40","40 / 60","60 / 70","60 / 50","50",161,0.391304347,0.510791366,0.208633093,0.111801242,0.217391304,139.57263609464954,"20437"
"Brewer Hicklen","KCR","LF","MLB","26.4777777",,33,"30 / 35","40 / 45","55 / 55","70 / 70","40",574,0.349040139,0.507099391,0.257606491,0.104529616,0.357142857,123.6296546949636,"20450"
"Seth Beer","ARI","DH","","25.8694444",,18,"35 / 40","50 / 55","60 / 60","20 / 20","40",437,0.368421052,0.448753462,0.1966759,0.102974828,0.178489702,106.59551383406757,"20493"
"Drew Waters","KCR","CF","MLB","23.5861111",,13,"30 / 35","40 / 45","55 / 55","60 / 60","40+",370,0.348648648,0.469512195,0.198170732,0.102702702,0.278378378,115.90194734949598,"20505"
"Nolan Jones","CLE","RF","MLB","24.2333333",106,5,"30 / 35","50 / 60","70 / 70","40 / 40","50",248,0.368421052,0.462616822,0.186915888,0.125,0.258064516,122.00497239716341,"20529"
"Vidal Brujan","TBR","2B","MLB","24.4777777",59,3,"50 / 65","30 / 45","45 / 50","70 / 70","50",302,0.360927152,0.423220973,0.142322097,0.09602649,0.165562913,111.26714386809651,"20536"
"Jose Miranda","MIN","3B","MLB","24.0888888",91,3,"50 / 55","45 / 50","55 / 55","40 / 40","50",111,0.297297297,0.414141414,0.161616162,0.063063063,0.135135135,82.64697279387354,"20538"
"Elehuris Montero","COL","3B","","23.9555555",,6,"30 / 50","35 / 50","55 / 60","30 / 30","45",322,0.386292834,0.5323741,0.226618705,0.090062111,0.211180124,127.56915037017917,"20543"
"Kody Clemens","DET","2B","MLB","26.2111111",,21,"30 / 35","40 / 50","60 / 60","40 / 40","40",279,0.327338129,0.533333333,0.25882353,0.075268817,0.261648745,120.04460597902418,"20572"
"Ivan Herrera","STL","C","MLB","22.1666666",41,2,"50 / 60","40 / 45","50 / 50","50 / 40","50",286,0.374125874,0.390041493,0.124481328,0.139860139,0.188811188,109.76381844219733,"20599"
"Alejo Lopez","CIN","2B","AAA","26.2388888",,40,"60 / 60","20 / 20","30 / 30","45 / 45","35+",192,0.317708333,0.347058823,0.1,0.088541666,0.125,79.07564732707579,"21127"
"Mark Kolozsvary","CIN","C","","26.9083333",,39,"30 / 35","35 / 40","45 / 45","40 / 40","35+",162,0.3,0.276119402,0.111940298,0.104938271,0.314814814,63.1701694834294,"21304"
"Brandon Lockridge","NYY","CF","MLB","25.3805555",,39,"30 / 40","30 / 35","45 / 45","80 / 80","35+",468,0.299145299,0.379146919,0.1492891,0.076923076,0.273504273,85.73248955869678,"21496"
"Joey Bart","SFG","C","MLB","25.6277777",121,4,"30 / 30","45 / 50","60 / 60","30 / 30","50",56,0.392857142,0.58,0.26,0.089285714,0.25,144.72645789367976,"21524"
"Nick Fortes","MIA","C","MLB","25.7222222",,12,"50 / 55","30 / 35","40 / 40","40 / 40","40+",126,0.333333333,0.369369369,0.117117117,0.087301587,0.134920634,90.44923651161774,"21538"
"Matt Vierling","PHI","CF","MLB","25.875",,5,"50 / 50","40 / 40","55 / 55","50 / 50","45",136,0.330882352,0.429752066,0.173553719,0.095588235,0.19117647,99.63381079295657,"21558"
"Alfonso Rivas III","CHC","1B","","25.8833333",,39,"50 / 55","40 / 40","50 / 50","40 / 40","35+",142,0.387323943,0.443548387,0.137096775,0.112676056,0.274647887,122.80227120208497,"21560"
"Romy Gonzalez","CHW","SS","MLB","25.9027777",,5,"30 / 30","40 / 45","55 / 55","55 / 55","45",183,0.306010928,0.441717791,0.214723926,0.092896174,0.300546448,94.26981605800353,"21562"
"Kyle Isbel","KCR","CF","MLB","25.4111111",,7,"50 / 55","40 / 45","50 / 50","50 / 50","45",59,0.372881355,0.666666666,0.392156863,0.118644067,0.186440677,158.79073001197622,"21614"
"Jake McCarthy","ARI","CF","MLB","25.0027777",,25,"40 / 45","35 / 40","50 / 50","60 / 60","40",203,0.445544554,0.577142857,0.217142857,0.103448275,0.182266009,159.19832752779686,"21622"
"Griffin Conine","MIA","RF","MLB","25.0555555",,22,"20 / 20","50 / 60","80 / 80","45 / 40","40",498,0.337349397,0.442307692,0.225961539,0.148594377,0.369477911,104.37078714769939,"21626"
"Ford Proctor","TBR","C","","25.6583333",,12,"50 / 60","30 / 35","40 / 40","45 / 45","45",474,0.355932203,0.368686868,0.131313131,0.149789029,0.286919831,94.96618645545884,"21634"
"Jeremy Pena","HOU","SS","MLB","24.8583333",26,1,"40 / 45","50 / 55","55 / 55","60 / 60","55",21,0.38095238,0.7,0.35,0.047619047,0.238095238,170.2280601229,"21636"
"Miguel Amaya","CHC","C","MLB","23.3944444",,11,"40 / 50","30 / 40","50 / 50","40 / 30","45",160,0.36875,0.45522388,0.194029851,0.13125,0.25625,120.94431131416327,"21693"
"Oswaldo Cabrera","NYY","2B","MLB","23.4166666",,13,"40 / 45","45 / 50","50 / 50","40 / 40","45",237,0.344680851,0.507246376,0.241545893,0.097046413,0.257383966,122.9522137906649,"21707"
"Oneil Cruz","PIT","SS","MLB","23.825",7,1,"30 / 40","40 / 70","80 / 80","60 / 45","60",262,0.335877862,0.442477876,0.203539823,0.114503816,0.225190839,105.58650197799278,"21711"
"Esteury Ruiz","SDP","CF","MLB","23.4611111",,25,"30 / 35","40 / 40","50 / 50","70 / 70","35+",543,0.447565543,0.525114155,0.194063927,0.121546961,0.173112338,155.51708671246487,"21780"
"Jonathan Aranda","TBR","2B","MLB","24.1888888",,18,"55 / 60","40 / 45","50 / 50","20 / 20","45",478,0.393305439,0.516908212,0.200483092,0.098326359,0.211297071,140.73923839234996,"21837"
"Bo Naylor","CLE","C","MLB","22.4444444",,28,"30 / 35","30 / 45","55 / 60","50 / 40","40",515,0.392233009,0.495238095,0.230952381,0.1592233,0.238834951,139.24372901167618,"21865"
"Jerar Encarnacion","MIA","DH","MLB","24.775",,30,"35 / 35","45 / 50","60 / 60","30 / 30","35+",440,0.361363636,0.511508951,0.217391304,0.095454545,0.284090909,127.6826546081672,"21871"
"Christopher Morel","CHC","3B","MLB","23.1027777",,8,"30 / 35","40 / 50","55 / 60","60 / 60","45",126,0.368,0.544642857,0.25,0.079365079,0.246031746,138.75454290882695,"21897"
"Rodolfo Castro","PIT","2B","MLB","23.1944444",,35,"30 / 30","40 / 45","60 / 60","55 / 55","40",329,0.334346504,0.435087719,0.189473684,0.100303951,0.279635258,103.58962417560427,"21987"
"Nick Pratto","KCR","1B","MLB","23.8194444",53,3,"35 / 40","55 / 70","60 / 60","40 / 40","50",396,0.378787878,0.459119496,0.226415094,0.164141414,0.31060606,124.68138069427452,"22117"
"Payton Henry","MIA","C","MLB","25.1027777",,19,"30 / 35","40 / 45","60 / 60","30 / 30","40",127,0.354330708,0.379629629,0.12037037,0.086614173,0.307086614,101.27685378089176,"22164"
"Ryan Vilade","COL","LF","MLB","23.4527777",,40,"50 / 55","40 / 50","55 / 55","40 / 40","35+",456,0.342857142,0.356234096,0.106870229,0.118421052,0.168859649,80.99354035537549,"22165"
"Cal Mitchell","PIT","RF","AAA","23.3972222",,37,"45 / 50","35 / 40","45 / 50","40 / 40","40",270,0.385185185,0.53877551,0.204081633,0.062962962,0.159259259,142.08894169402558,"22169"
"Mark Vientos","NYM","1B","MLB","22.6388888",,6,"30 / 35","50 / 60","70 / 70","40 / 35","45",432,0.356481481,0.514360313,0.234986945,0.101851851,0.287037037,127.28976186818048,"22184"
"Brice Turang","MIL","SS","MLB","22.6944444",,5,"40 / 40","30 / 35","50 / 50","55 / 55","45",618,0.3592233,0.409174311,0.124770642,0.108414239,0.200647249,106.94432441999615,"22186"
"MJ Melendez","KCR","C","MLB","23.6722222",24,2,"30 / 40","55 / 60","60 / 60","45 / 40","55",110,0.318181818,0.357894736,0.147368421,0.136363636,0.236363636,82.459190137864,"22197"
"Jeter Downs","BOS","2B","","24.0111111",,13,"35 / 40","40 / 45","50 / 50","40 / 40","40+",347,0.317002881,0.402730375,0.208191126,0.118155619,0.302593659,92.93373780446686,"22202"
"Sam Huff","TEX","C","MLB","24.5472222",,8,"35 / 40","55 / 55","70 / 70","20 / 20","45",276,0.333333333,0.528225806,0.27016129,0.09057971,0.311594202,107.16432775864337,"22209"
"Luis Campusano","SDP","C","MLB","23.8388888",32,2,"40 / 45","40 / 50","55 / 60","40 / 40","55",378,0.357142857,0.482142857,0.193452381,0.089947089,0.187830687,107.89216082168582,"22217"
"Jack Suwinski","PIT","DH","MLB","24.0055555",,30,"35 / 40","45 / 50","55 / 55","30 / 30","40",194,0.329896907,0.5,0.241379311,0.087628865,0.335051546,118.05746489556095,"22244"
"Joe Perez","HOU","3B","AA","22.9694444",,8,"30 / 40","45 / 55","60 / 60","40 / 40","40+",349,0.361031518,0.419047619,0.126984127,0.094555873,0.237822349,103.13913522070621,"22254"
"Nolan Gorman","STL","3B","MLB","22.225",58,3,"35 / 40","50 / 60","65 / 70","40 / 40","50",204,0.31372549,0.545454545,0.28342246,0.06862745,0.372549019,119.36395593443103,"22263"
"Xavier Edwards","TBR","2B","MLB","22.9777777",119,6,"50 / 70","20 / 30","40 / 40","80 / 80","50",400,0.328244274,0.3495702,0.103151862,0.1075,0.1875,83.79634049402337,"22266"
"Samad Taylor","TOR","2B","AAA","24.0555555",,34,"30 / 40","35 / 40","30 / 30","60 / 60","35+",283,0.340425531,0.441295546,0.178137652,0.098939929,0.219081272,105.47369199677793,"22274"
"Jake Burger","CHW","1B","MLB","26.3083333",,19,"40 / 40","45 / 45","60 / 60","30 / 30","40",189,0.349206349,0.421686746,0.162650602,0.1005291,0.206349206,106.54406152516373,"22275"
"Nick Allen","OAK","SS","MLB","23.8138888",,7,"45 / 50","20 / 30","30 / 30","60 / 60","45",221,0.387096774,0.405405405,0.124324324,0.135746606,0.167420814,106.7655037861404,"22277"
"Buddy Kennedy","ARI","3B","MLB","23.8222222",,32,"45 / 45","40 / 45","50 / 50","50 / 50","40",407,0.356265356,0.387755102,0.131195336,0.132678132,0.199017199,90.57684285308335,"22505"
"Triston Casas","BOS","1B","MLB","22.5444444",19,1,"50 / 55","50 / 60","60 / 60","30 / 20","55",337,0.388724035,0.496428571,0.217857143,0.148367952,0.210682492,132.6605085729257,"22514"
"Heliot Ramos","SFG","RF","MLB","22.9",,8,"40 / 45","45 / 55","55 / 55","55 / 50","45",485,0.311340206,0.356321839,0.124137931,0.088659793,0.239175257,68.49636775700986,"22515"
"Tyler Freeman","CLE","2B","MLB","23.1944444",118,7,"50 / 70","20 / 30","40 / 45","55 / 50","50",343,0.371345029,0.363636363,0.084175084,0.072886297,0.09329446,104.40815836713739,"22532"
"Lawrence Butler","OAK","1B","MLB","22.0583333",,16,"30 / 35","35 / 60","60 / 70","50 / 45","40+",345,0.350724637,0.453947368,0.190789474,0.118840579,0.318840579,123.38725298778819,"22542"
"Michael Siani","CIN","CF","MLB","23.0416666",,24,"40 / 50","20 / 30","40 / 45","60 / 60","40",573,0.347902097,0.406060606,0.151515152,0.115183246,0.167539267,101.66467004078913,"22557"
"Gabriel Arias","CLE","SS","MLB","22.4277777",99,4,"30 / 35","40 / 50","55 / 60","45 / 45","50",356,0.325842696,0.412698412,0.158730159,0.078651685,0.241573033,95.9282505152859,"22563"
"Jordan Diaz","OAK","3B","AAA","21.9666666",,15,"35 / 60","30 / 40","45 / 50","30 / 30","40+",529,0.364839319,0.513184584,0.188640974,0.052930056,0.143667296,120.90274381490181,"22650"
"Gabriel Moreno","TOR","C","MLB","22.4638888",8,1,"55 / 60","40 / 45","50 / 50","50 / 50","60",268,0.384328358,0.418410041,0.10460251,0.089552238,0.167910447,118.69864196235041,"22664"
"Maikel Garcia","KCR","SS","MLB","22.4111111",,11,"45 / 55","30 / 30","30 / 35","50 / 50","40+",570,0.360424028,0.427145708,0.139720559,0.103508771,0.180701754,106.09528413033429,"22715"
"Geraldo Perdomo","ARI","SS","MLB","22.775",89,5,"45 / 55","30 / 40","30 / 40","60 / 60","50",34,0.352941176,0.46875,0.15625,0.058823529,0.176470588,112.33244032886745,"22799"
"Oswald Peraza","NYY","SS","MLB","22.1277777",42,2,"50 / 55","40 / 50","50 / 50","60 / 60","50",439,0.326484018,0.440506329,0.184810127,0.079726651,0.232346241,102.84302370207914,"22823"
"Alexander Canario","CHC","RF","MLB","22.2333333",,12,"30 / 40","35 / 60","55 / 60","50 / 45","45",545,0.34375,0.563291139,0.310126583,0.110091743,0.275229357,134.152791605128,"22842"
"Wenceel Perez","DET","SS","MLB","22.7527777",,24,"35 / 55","30 / 30","40 / 40","60 / 60","40",407,0.368550368,0.533707865,0.238764045,0.103194103,0.149877149,143.2225749107553,"22857"
"Tucupita Marcano","PIT","2B","MLB","22.875",,55,"55 / 60","20 / 30","30 / 30","60 / 60","35+",249,0.383064516,0.449760765,0.162679426,0.140562248,0.172690763,125.35377092468498,"22871"
"Lenyn Sosa","CHW","2B","MLB","22.5166666",,14,"45 / 55","30 / 40","40 / 45","40 / 30","40",543,0.366482504,0.505112474,0.194274029,0.071823204,0.158379373,128.10464510674032,"22896"
"Israel Pineda","WSN","C","","22.3277777",,22,"30 / 40","35 / 45","45 / 50","30 / 20","40",400,0.325,0.458333333,0.2,0.09,0.2375,110.70562827645213,"22906"
"Yainer Diaz","HOU","C","MLB","23.8611111",,4,"40 / 45","40 / 50","60 / 60","20 / 20","45",486,0.355967078,0.541573033,0.235955056,0.069958847,0.16255144,120.94612664760304,"23003"
"Canaan Smith-Njigba","PIT","LF","","23.2527777",,32,"30 / 45","35 / 45","60 / 60","45 / 45","40",233,0.379310344,0.40609137,0.137055838,0.150214592,0.240343347,114.58735770490367,"23264"
"Jacob Amaya","LAD","SS","MLB","23.9111111",,15,"45 / 50","30 / 30","40 / 40","55 / 55","45",573,0.368237347,0.424116424,0.164241165,0.143106457,0.197207678,103.5710416241273,"23296"
"Ryan Noda","LAD","1B","MLB","26.3361111",,34,"45 / 45","50 / 50","55 / 55","30 / 30","40",583,0.392795883,0.471458773,0.213530655,0.157804459,0.279588336,118.81521233447265,"23312"
"Nelson Velazquez","CHC","RF","MLB","23.5972222",,13,"30 / 35","40 / 50","60 / 60","50 / 40","45",239,0.322175732,0.509523809,0.276190476,0.112970711,0.368200836,114.30562981907444,"23359"
"Brayan Rocchio","CLE","SS","MLB","21.55",48,2,"50 / 60","30 / 40","40 / 45","60 / 60","50",598,0.336134453,0.417938931,0.158396947,0.090301003,0.173913043,105.20536886892151,"23690"
"Jose Tena","CLE","SS","MLB","21.3638888",,12,"40 / 45","30 / 45","45 / 50","45 / 45","45",584,0.303602058,0.413919413,0.148351648,0.049657534,0.243150684,93.15111275934987,"23691"
"Everson Pereira","NYY","CF","MLB","21.3083333",,8,"30 / 40","35 / 60","55 / 60","55 / 55","45+",452,0.347345132,0.46419753,0.190123456,0.095132743,0.280973451,119.8516026599653,"23695"
"Julio Rodriguez","SEA","CF","MLB","21.5888888",3,1,"45 / 55","55 / 70","60 / 70","60 / 50","65",39,0.487179487,0.794117647,0.382352942,0.128205128,0.23076923,222.17761901378444,"23697"
"Ronny Mauricio","NYM","SS","MLB","21.325",73,3,"30 / 35","40 / 55","55 / 60","50 / 50","50",545,0.293577981,0.467836257,0.210526316,0.044036697,0.233027522,102.974405364419,"23698"
"Ezequiel Duran","TEX","3B","MLB","23.1916666",76,4,"35 / 40","45 / 55","60 / 60","45 / 45","50",369,0.346883468,0.567647058,0.261764706,0.059620596,0.224932249,122.90914666719507,"23733"
"Wilyer Abreu","HOU","LF","MLB","23.1027777",,21,"35 / 40","45 / 50","55 / 55","50 / 50","35+",584,0.397260273,0.435064935,0.188311689,0.195205479,0.267123287,123.32913810927646,"23772"
"Leo Jimenez","TOR","SS","MLB","21.2055555",,4,"55 / 70","30 / 30","35 / 35","50 / 50","45",307,0.335504885,0.372549019,0.149019608,0.09446254,0.205211726,101.38207013815233,"23782"
"Jordyn Adams","LAA","CF","MLB","22.7861111",,11,"30 / 35","30 / 45","60 / 60","80 / 80","40+",487,0.315463917,0.330232558,0.093023256,0.086242299,0.256673511,79.54577286848465,"23788"
"Blaze Alexander","ARI","SS","MLB","23.1388888",,43,"30 / 30","30 / 40","50 / 55","45 / 40","35+",412,0.387804878,0.539106145,0.237430168,0.092233009,0.252427184,135.3298869962278,"23789"
"Alek Thomas","ARI","LF","MLB","22.2583333",27,2,"50 / 55","40 / 55","50 / 55","60 / 60","55",160,0.375,0.492957746,0.190140845,0.09375,0.16875,117.55821863904858,"23792"
"Jordan Groshans","TOR","3B","AAA","22.725",,5,"45 / 55","40 / 45","45 / 50","50 / 50","45",439,0.355353075,0.329815303,0.068601583,0.125284738,0.161731207,91.12644839353148,"23794"
"Parker Meadows","DET","CF","MLB","22.7472222",,27,"20 / 30","30 / 50","55 / 60","60 / 60","40",560,0.348837209,0.478527607,0.204498978,0.1,0.192857142,123.24196896218338,"23800"
"Ji Hwan Bae","PIT","2B","MLB","23.0138888",,11,"50 / 70","20 / 30","35 / 40","65 / 60","45",478,0.358490566,0.424528301,0.139150943,0.10041841,0.171548117,109.63621762322063,"23818"
"Jorge Barrosa","ARI","CF","MLB","21.4555555",,30,"35 / 60","20 / 30","30 / 35","55 / 55","40",567,0.366548042,0.436475409,0.161885246,0.118165784,0.160493827,109.50302270552613,"23968"
"Osleivis Basabe","TBR","2B","MLB","21.8833333",,25,"35 / 55","30 / 40","40 / 45","60 / 60","40+",499,0.386317907,0.464285714,0.138392857,0.08016032,0.118236472,129.84358955196646,"23985"
"Curtis Mead","TBR","LF","MLB","21.7638888",54,2,"35 / 60","30 / 50","50 / 55","45 / 40","50",343,0.387755102,0.527210884,0.227891157,0.104956268,0.189504373,140.24479853421587,"23986"
"Ezequiel Tovar","COL","SS","MLB","21",46,1,"35 / 60","30 / 35","30 / 40","45 / 45","50",338,0.396449704,0.57704918,0.242622951,0.079881656,0.198224852,160.40204493389732,"24064"
"Jhonkensy Noel","CLE","1B","MLB","21.0444444",,16,"30 / 40","35 / 60","60 / 70","30 / 20","40+",554,0.308664259,0.48472505,0.256619144,0.088447653,0.274368231,112.52060783029094,"24257"
"Ceddanne Rafaela","BOS","CF","MLB","21.8694444",,9,"30 / 45","30 / 45","45 / 50","60 / 60","45",535,0.34082397,0.540485829,0.240890688,0.04859813,0.213084112,133.53261475623162,"24262"
"Liover Peguero","PIT","SS","MLB","21.5861111",98,4,"35 / 60","35 / 45","45 / 50","60 / 55","50",529,0.302281368,0.382892057,0.126272913,0.054820415,0.215500945,86.18178088187345,"24273"
"Johan Rojas","PHI","CF","MLB","21.9638888",,4,"35 / 55","30 / 45","50 / 60","70 / 70","45+",564,0.306451612,0.3503937,0.108267716,0.074468085,0.180851063,81.55322795227156,"24336"
"Jose Rodriguez","CHW","SS","AA","21.2166666",,2,"50 / 60","30 / 40","50 / 55","55 / 55","45",499,0.338028169,0.424175824,0.145054945,0.076152304,0.140280561,100.81694701700884,"24388"
"Terrin Vavra","BAL","2B","","25.2194444",,11,"50 / 60","30 / 35","35 / 35","55 / 55","45",239,0.432773109,0.441025641,0.128205129,0.146443514,0.171548117,141.65093975658493,"24400"
"Travis Swaggerty","PIT","CF","MLB","24.95",,13,"40 / 50","30 / 50","60 / 60","65 / 65","45",461,0.345652173,0.396508728,0.144638404,0.123644251,0.260303687,100.4703943969196,"24491"
"Richie Palacios","CLE","DH","MLB","25.2083333",,32,"50 / 60","30 / 35","40 / 40","60 / 60","40",218,0.373271889,0.449735449,0.169312169,0.119266055,0.211009174,119.81399548963326,"24589"
"Jonathan Ornelas","TEX","SS","MLB","22.1805555",,18,"45 / 50","30 / 35","45 / 45","60 / 60","40",587,0.36068376,0.433145009,0.131826742,0.076660988,0.207836456,103.58839869665344,"24597"
