Name,Org,Pos,Current Level,Age,Top 100,Org Rk,Hit,Game,Raw,Spd,FV,PA,OBP,SLG,ISO,BB%,K%,wRC+,playerId
"Lucius Fox","TBR","SS","","22.7",,27,"40 / 50","30 / 30","40 / 40","60 / 60","40",17,0.352941176,0.266666666,0,0.117647058,0.352941176,78.98058787802327,"18899"
"Leody Taveras","TEX","CF","MLB","21.5",,6,"35 / 55","30 / 35","50 / 50","60 / 60","45+",27,0.407407407,0.391304347,0.086956521,0.148148148,0.185185185,124.34554727472162,"18900"
"Yusniel Diaz","BAL","RF","","24.1861111",,6,"45 / 55","40 / 50","50 / 50","50 / 50","45",24,0.416666666,0.5,0.2,0.166666666,0.291666666,147.0607103717294,"18905"
"Estevan Florial","NYY","CF","","23.0527777",,8,"30 / 35","40 / 55","60 / 60","70 / 70","45",22,0.181818181,0.409090909,0.227272728,0,0.363636363,46.26118901070209,"19151"
"Corey Ray","MIL","CF","","25.7",,9,"30 / 35","40 / 45","60 / 60","70 / 70","40+",22,0.136363636,0.2,0.15,0.045454545,0.409090909,-11.382966750984808,"19170"
"Zack Collins","CHW","C","","25.8555555",,7,"40 / 45","45 / 55","65 / 65","20 / 20","40+",31,0.548387096,0.681818181,0.318181818,0.29032258,0.225806451,225.8712795448694,"19181"
"Trent Giambrone","CHC","2B","","26.5",,21,"40 / 40","45 / 45","50 / 50","55 / 55","40",30,0.5,0.625,0.166666667,0.133333333,0.333333333,194.48554370730534,"19250"
"Jake Fraley","SEA","LF","MLB","24.8",,15,"50 / 50","35 / 40","45 / 45","55 / 55","40",30,0.3,0.538461538,0.307692308,0.1,0.266666666,112.85321347719545,"19260"
"Randy Arozarena","TBR","CF","MLB","25.7888888",107,7,"50 / 55","35 / 40","45 / 45","55 / 60","50",29,0.586206896,0.55,0.15,0.310344827,0.068965517,215.5252046804915,"19290"
"Nick Solak","TEX","2B","MLB","25.2",109,2,"55 / 55","45 / 50","50 / 50","50 / 50","50",46,0.304347826,0.375,0.175,0.108695652,0.282608695,85.32073849599318,"19294"
"Eli White","TEX","2B","MLB","26.4666666",,37,"50 / 55","30 / 35","45 / 45","60 / 60","40",22,0.454545454,0.75,0.35,0.045454545,0.318181818,217.498109884963,"19346"
"DJ Peters","LAD","CF","","25.0055555",,20,"30 / 35","45 / 55","70 / 70","60 / 50","40",23,0.217391304,0.333333333,0.190476191,0.086956521,0.391304347,44.27595302041553,"19348"
"Sean Murphy","OAK","C","MLB","26.1777777",62,3,"50 / 55","40 / 45","60 / 60","20 / 20","50",14,0.428571428,0.636363636,0.363636364,0.142857142,0.285714285,180.2409825403568,"19352"
"Luke Raley","LAD","1B","MLB","26.2361111",,43,"35 / 40","40 / 45","60 / 60","55 / 50","35+",30,0.266666666,0.428571428,0.214285714,0,0.333333333,81.9361061345065,"19354"
"Austin Hays","BAL","CF","","25.4416666",,7,"45 / 50","45 / 50","60 / 60","55 / 55","45",40,0.3,0.294117647,0.088235295,0.1,0.2,64.98731357099729,"19363"
"Zach McKinstry","LAD","2B","MLB","25.625",,28,"50 / 50","35 / 40","45 / 45","55 / 55","40",31,0.451612903,0.862068965,0.448275862,0.032258064,0.193548387,241.45676215292747,"19392"
"Yonny Hernandez","TEX","SS","MLB","22.6111111",,28,"45 / 60","20 / 30","30 / 30","60 / 60","40",2,0.5,0,0,0.5,0,119.24473491098783,"19432"
"Jake Rogers","DET","C","MLB","25.6555555",,19,"30 / 40","40 / 50","50 / 50","40 / 40","40",8,0.5,1.285714285,0.857142857,0.125,0.25,341.4447957851031,"19452"
"Kyle Lewis","SEA","RF","","24.7",,8,"35 / 40","55 / 60","70 / 70","50 / 45","45",32,0.25,0.48275862,0.310344827,0.09375,0.21875,88.12457893297477,"19508"
"Andrew Knizner","STL","C","MLB","25.8638888",,6,"50 / 55","35 / 40","50 / 50","30 / 30","45",30,0.233333333,0.346153846,0.192307693,0.1,0.2,49.44277698903456,"19514"
"Andrew Young","ARI","2B","","26.5944444",,15,"45 / 50","45 / 55","55 / 55","40 / 40","40+",22,0.363636363,0.523809523,0.19047619,0.045454545,0.318181818,136.6441021993671,"19521"
"TJ Friedl","CIN","CF","MLB","25.3333333",,17,"45 / 55","30 / 35","40 / 40","70 / 70","40",8,0.75,0.8,0.2,0.375,0.125,309.38508816275254,"19522"
"Jaylin Davis","SFG","RF","AAA","25.4",,11,"40 / 40","50 / 55","65 / 65","60 / 60","40+",34,0.323529411,0.5,0.266666667,0.117647058,0.5,116.017745068291,"19552"
"Simon Muzziotti","PHI","CF","","21.9638888",,6,"35 / 60","30 / 35","40 / 45","60 / 60","45",9,0.444444444,0.375,0,0.111111111,0.333333333,133.28521225610967,"19553"
"Zack Short","CHC","SS","AAA","25",,20,"35 / 40","45 / 45","45 / 45","45 / 45","40",28,0.392857142,0.333333333,0.142857143,0.25,0.321428571,111.82269117739945,"19562"
"Chas McCormick","HOU","RF","MLB","25.6527777",,31,"50 / 50","45 / 50","55 / 55","50 / 50","40",27,0.148148148,0.346153846,0.230769231,0.037037037,0.185185185,21.379281637978238,"19599"
"Bryan De La Cruz","HOU","RF","MLB","23.9944444",,39,"45 / 50","35 / 40","50 / 50","50 / 50","35+",16,0.3125,0.733333333,0.466666667,0.0625,0.375,165.0631761146236,"19600"
"Otto Lopez","TOR","SS","MLB","22.2027777",,24,"35 / 55","20 / 30","40 / 45","60 / 60","40",6,0.333333333,0.666666666,0.333333333,0,0,158.79272613661323,"19608"
"Keibert Ruiz","LAD","C","MLB","22.4",88,5,"55 / 70","30 / 35","50 / 50","20 / 20","50",11,0.09090909,0.09090909,0,0,0.363636363,-60.21019209611405,"19610"
"Luis Barrera","OAK","RF","ST","25.0805555",,34,"40 / 45","30 / 35","50 / 50","70 / 70","35+",29,0.310344827,0.37037037,0.074074074,0.034482758,0.172413793,79.19116285243636,"19615"
"Brent Rooker","MIN","1B","MLB","26.1194444",,17,"35 / 40","50 / 60","65 / 65","40 / 40","40",25,0.4,0.333333333,0.047619048,0.12,0.24,111.47468879300227,"19627"
"Sheldon Neuse","OAK","3B","","26.0111111",,9,"35 / 40","35 / 55","60 / 60","40 / 40","40+",30,0.3,0.23076923,0,0.1,0.166666666,50.125727890619174,"19635"
"Daniel Johnson","CLE","RF","","25.425",,6,"45 / 50","40 / 45","55 / 55","70 / 70","45+",18,0.388888888,0.5,0.1875,0.111111111,0.166666666,138.10420848800212,"19643"
"Zach Reks","LAD","DH","","27.0888888",,42,"45 / 45","45 / 50","55 / 55","45 / 45","35+",27,0.555555555,0.684210526,0.315789474,0.296296296,0.222222222,228.12152231387893,"19667"
"Edward Olivares","SDP","CF","","24.7722222",,29,"45 / 50","40 / 45","50 / 50","55 / 55","40",23,0.391304347,0.681818181,0.318181818,0.04347826,0.173913043,180.40765248885734,"19698"
"Ronnie Dawson","HOU","CF","AAA","25.5694444",,24,"30 / 35","45 / 50","55 / 55","55 / 55","40",21,0.19047619,0.25,0.1,0.047619047,0.428571428,13.285831216860231,"19710"
"Rylan Bannon","BAL","3B","","24.6444444",,17,"50 / 55","40 / 45","45 / 45","50 / 50","40",15,0.466666666,0.666666666,0.333333333,0.2,0.4,198.37415526882438,"19768"
"Esteban Quiroz","TBR","2B","","28.1",,39,"55 / 55","35 / 40","45 / 45","40 / 40","35+",19,0.263157894,0.1875,0,0.052631578,0.368421052,28.961893912895388,"19780"
"Cody Thomas","LAD","RF","AAA","26.1833333",,25,"30 / 35","45 / 55","60 / 60","55 / 55","40",24,0.333333333,1.09090909,0.772727272,0.041666666,0.291666666,242.710864169214,"19828"
"Caleb Hamilton","MIN","C","","25.8583333",,41,"30 / 35","35 / 40","50 / 50","50 / 50","35+",8,0.375,0.714285714,0.428571429,0.125,0.25,179.6663406188896,"19842"
"Abraham Toro","HOU","3B","","23.9833333",,3,"50 / 55","45 / 50","55 / 55","60 / 60","45+",28,0.178571428,0.25,0.071428572,0,0.071428571,7.609164883308167,"19844"
"Riley Adams","TOR","C","MLB","24.4666666",,27,"30 / 40","40 / 50","60 / 60","30 / 30","40",11,0.272727272,0.727272727,0.454545455,0,0.454545454,152.7325701175182,"19864"
"Greg Deichmann","OAK","RF","","25.5388888",,30,"30 / 45","40 / 50","65 / 65","50 / 45","35+",26,0.346153846,0.52173913,0.260869565,0.115384615,0.423076923,129.84302803109327,"19872"
"Drew Ellis","ARI","3B","","25.0361111",,31,"35 / 45","45 / 55","60 / 60","40 / 30","40",10,0.5,0.714285714,0.428571429,0.2,0.1,216.03807225264921,"19873"
"Tristan Gray","TBR","1B","AAA","24",,34,"45 / 50","40 / 45","45 / 45","40 / 40","40",13,0.384615384,0.454545454,0.181818182,0.153846153,0.23076923,128.8080266443905,"19877"
"Pavin Smith","ARI","1B","MLB","24.8555555",,25,"45 / 55","40 / 45","50 / 50","40 / 40","40",23,0.434782608,0.428571428,0.047619048,0.086956521,0.173913043,140.59418236106947,"19892"
"Connor Wong","BOS","C","MLB","24.5694444",,16,"30 / 35","40 / 45","50 / 50","50 / 50","40",13,0.461538461,0.9,0.6,0.153846153,0.153846153,239.57330213401454,"19896"
"Gavin Sheets","CHW","1B","","24.6416666",,20,"45 / 50","45 / 50","70 / 70","30 / 30","40",25,0.32,0.2,0,0.16,0.32,54.64433408339988,"19901"
"Anderson Tejeda","TEX","SS","ST","21.9",,5,"30 / 40","35 / 55","55 / 60","55 / 55","45+",18,0.611111111,0.785714285,0.285714285,0.166666666,0.055555555,270.8217154863404,"19909"
"Jesus Sanchez","MIA","RF","MLB","23.1861111",96,5,"30 / 50","30 / 55","60 / 65","50 / 50","50",14,0.571428571,1.153846153,0.615384615,0.071428571,0.142857142,345.0716234191256,"19913"
"Daulton Varsho","ARI","C","MLB","24.45",59,2,"45 / 55","40 / 45","50 / 50","60 / 60","50",15,0.333333333,0.307692307,0.076923077,0.133333333,0.266666666,81.07499514253378,"19918"
"Ryan McKenna","BAL","CF","","23.8333333",,8,"40 / 50","30 / 35","45 / 45","70 / 70","45",16,0.25,0.142857142,0,0.125,0.25,17.88788545267608,"19928"
"Cristian Pache","ATL","CF","MLB","21.2",20,1,"35 / 45","30 / 45","50 / 55","65 / 65","60",28,0.285714285,0.576923076,0.307692307,0.035714285,0.392857142,115.84323902389409,"19948"
"Andres Gimenez","NYM","SS","MLB","22.2777777",103,2,"45 / 55","30 / 40","40 / 45","60 / 55","50",31,0.29032258,0.392857142,0.178571428,0.096774193,0.064516129,82.67445495620244,"19950"
"Khalil Lee","KCR","RF","","22.4666666",,8,"30 / 40","35 / 45","55 / 60","55 / 50","45",35,0.228571428,0.303030303,0.121212122,0.057142857,0.342857142,40.35710380273946,"19952"
"Gavin Lux","LAD","2B","MLB","23.0583333",2,1,"60 / 70","60 / 70","65 / 65","55 / 55","70",35,0.285714285,0.303030303,0.060606061,0.057142857,0.257142857,59.47121745877943,"19955"
"Mickey Moniak","PHI","CF","MLB","22.5861111",,7,"45 / 55","30 / 45","45 / 50","55 / 55","45",22,0.5,0.588235294,0.235294118,0.227272727,0.136363636,192.93854852347692,"19956"
"Blake Rutherford","CHW","LF","MLB","23.6166666",,15,"40 / 45","45 / 50","50 / 50","50 / 50","40",13,0.153846153,0.23076923,0.076923077,0,0.23076923,-5.580676098159783,"19957"
"Carter Kieboom","WSN","SS","MLB","23.2805555",21,1,"45 / 55","45 / 55","55 / 60","40 / 40","60",43,0.348837209,0.257142857,0.057142857,0.162790697,0.232558139,79.61644790519622,"19958"
"Taylor Trammell","SDP","LF","MLB","22.5",69,5,"45 / 55","40 / 45","55 / 55","70 / 70","50",26,0.423076923,0.583333333,0.208333333,0.076923076,0.269230769,168.52733811215234,"19960"
"Colton Welker","COL","3B","","23.1805555",,7,"45 / 55","40 / 45","50 / 50","35 / 30","45",23,0.565217391,0.5625,0.125,0.260869565,0.04347826,206.1473860448755,"19961"
"Bobby Dalbec","BOS","3B","AAA","25.4583333",,4,"35 / 35","50 / 55","70 / 70","40 / 40","45",25,0.32,0.454545454,0.227272727,0.08,0.28,107.10381028126372,"19966"
"Jared Oliva","PIT","CF","MLB","25.0472222",,9,"40 / 50","40 / 45","55 / 55","60 / 60","45+",31,0.29032258,0.321428571,0.107142857,0.064516129,0.29032258,68.3545359302657,"19968"
"Isaac Paredes","DET","3B","MLB","21.8222222",120,5,"55 / 60","40 / 45","50 / 50","30 / 20","50",6,0.166666666,0,0,0.166666666,0.166666666,-35.84185194389571,"20036"
"Jorge Ona","SDP","LF","","23.9555555",,30,"35 / 40","45 / 50","60 / 60","55 / 55","40",8,0.375,0.714285714,0.428571429,0,0.25,182.0789365174833,"20040"
"Luis Robert Jr.","CHW","CF","MLB","23.3638888",7,1,"35 / 45","50 / 60","65 / 65","70 / 70","60",42,0.38095238,0.564102564,0.230769231,0.071428571,0.238095238,150.31948698684963,"20043"
"Brian Miller","MIA","CF","","25.3166666",,31,"45 / 55","20 / 30","45 / 45","55 / 55","40",12,0.25,0.363636363,0.181818182,0.083333333,0.166666666,59.54535648905371,"20047"
"Evan White","SEA","1B","AAA","24.6333333",64,4,"50 / 55","45 / 50","55 / 55","60 / 55","50",27,0.37037037,0.458333333,0.125,0.074074074,0.259259259,120.12384703007541,"20078"
"Dylan Carlson","STL","LF","MLB","22.1416666",39,2,"40 / 55","40 / 55","50 / 55","50 / 40","55",40,0.45,0.46875,0.15625,0.175,0.125,154.75256430803364,"20126"
"Miguel Vargas","LAD","3B","MLB","21.075",,11,"35 / 60","30 / 50","50 / 55","45 / 40","45",2,0.5,0.5,0,0,0,179.0770976423915,"20178"
"Brandon Marsh","LAA","CF","MLB","22.9888888",36,2,"45 / 55","40 / 50","55 / 60","60 / 55","55",5,0.4,0,0,0.4,0.6,72.71875885452276,"20202"
"Jo Adell","LAA","LF","MLB","21.6833333",4,1,"35 / 45","50 / 70","70 / 70","60 / 50","65",27,0.296296296,0.346153846,0.076923077,0,0.481481481,73.36486155230676,"20220"
"Gilberto Celestino","MIN","CF","","21.8361111",,9,"35 / 55","30 / 35","40 / 40","60 / 60","45",24,0.208333333,0.347826086,0.173913043,0.041666666,0.25,42.692770815042785,"20233"
"Kevin Smith","TOR","SS","","24.4444444",,18,"30 / 35","45 / 50","55 / 55","55 / 55","40",30,0.233333333,0.269230769,0.115384616,0.1,0.366666666,34.774200665530294,"20242"
"Mario Feliciano","MIL","C","AA","21.5",,2,"35 / 55","30 / 45","50 / 55","30 / 30","45+",14,0.357142857,0.5,0.166666667,0.071428571,0.142857142,120.05599474775327,"20263"
"Jonathan Arauz","BOS","2B","","22.3638888",,22,"45 / 55","20 / 30","40 / 45","45 / 45","40",32,0.28125,0.344827586,0.137931035,0.09375,0.21875,69.30980718045451,"20275"
"Stuart Fairchild","CIN","CF","MLB","24.7416666",,11,"45 / 55","35 / 45","50 / 50","55 / 55","40+",28,0.25,0.260869565,0.173913044,0.178571428,0.285714285,45.081285295691565,"20321"
"Alex Kirilloff","MIN","1B","","23.0972222",58,3,"45 / 60","45 / 55","60 / 60","30 / 30","50",22,0.454545454,0.809523809,0.380952381,0.045454545,0.136363636,232.58779564725617,"20325"
"Luis Gonzalez","CHW","RF","AAA","25.2611111",,16,"50 / 55","30 / 35","45 / 45","55 / 55","40",23,0.52173913,0.526315789,0.105263158,0.173913043,0.086956521,191.12151495349096,"20332"
"Ernie Clement","CLE","SS","MLB","24.7277777",,37,"50 / 60","30 / 35","40 / 40","70 / 70","40",26,0.307692307,0.32,0.04,0,0,71.6395107225856,"20352"
"Luis Garcia Jr.","WSN","2B","MLB","20.5777777",87,2,"40 / 60","30 / 45","50 / 55","40 / 40","50",28,0.444444444,0.52,0.12,0.071428571,0.142857142,163.98772635851918,"20391"
"Royce Lewis","MIN","CF","MLB","21.525",13,1,"30 / 50","40 / 60","60 / 65","60 / 50","60",25,0.2,0.48,0.28,0,0.28,69.60836939818988,"20437"
"Brewer Hicklen","KCR","LF","MLB","24.8472222",,28,"35 / 40","40 / 45","55 / 55","70 / 70","40",3,0.666666666,1.333333333,0.666666667,0,0.333333333,430.97059764456407,"20450"
"Jazz Chisholm Jr.","MIA","SS","MLB","22.8694444",33,1,"30 / 40","45 / 55","55 / 55","55 / 55","55",21,0.428571428,0.5,0.25,0.238095238,0.238095238,153.61052275874488,"20454"
"Seth Beer","ARI","1B","","24.2388888",,16,"35 / 40","40 / 55","60 / 60","20 / 20","40+",20,0.3,0.176470588,0,0.15,0.2,44.1424916174788,"20493"
"William Contreras","ATL","C","MLB","22.1",118,6,"35 / 50","35 / 50","50 / 55","45 / 40","50",7,0.285714285,0.166666666,0,0.142857142,0.285714285,36.641175570392306,"20503"
"Drew Waters","ATL","CF","MLB","21.1",43,2,"40 / 60","40 / 50","55 / 60","60 / 60","55",30,0.233333333,0.214285714,0.035714286,0.066666666,0.466666666,22.83989062076201,"20505"
"Nick Madrigal","CHW","2B","","23.7472222",41,4,"60 / 70","30 / 30","45 / 45","70 / 60","55",33,0.212121212,0.1875,0,0,0.121212121,7.648413535273037,"20521"
"Nolan Jones","CLE","3B","MLB","22.6027777",54,1,"30 / 40","55 / 60","70 / 70","30 / 30","50",19,0.421052631,0.083333333,0,0.368421052,0.47368421,88.81184462761054,"20529"
