Name,Org,Pos,Current Level,Age,Top 100,Org Rk,FB,SL,CB,CH,CMD,FV,IP,K%,BB%,GB%,ERA,xFIP,playerId
"A.J. Puk","OAK","SIRP","MLB","27.2666666",,21,"50 / 55","60 / 60","50 / 55","55 / 60","40 / 40","40",9.2,0.17777778,0.15555556,0.433333333,6.517239236095285,6.134583935490086,"19343"
"Daulton Jefferies","OAK","SP","AAA","26.9972222",,6,"45 / 45","50 / 50","","60 / 60","60 / 60","45",14,0.20588235,0.01470588,0.5,9.642857142857142,4.341491032072476,"19345"
"Lucas Erceg","MIL","SIRP","MLB","27.25",,12,"60 / 65","55 / 70","","","30 / 40","40+",64,0.24324324,0.12837838,0.613636363,4.359375113679564,4.065862694760378,"19360"
"Ronel Blanco","HOU","SIRP","MLB","28.9194444",,26,"60 / 60","50 / 50","40 / 40","30 / 30","30 / 30","35+",49.2,0.32019704,0.10344828,0.448275862,3.261744632414273,4.00109029485306,"19407"
"Jason Foley","DET","SIRP","MLB","26.75",,20,"60 / 60","45 / 45","","","40 / 40","40",10,0.25581395,0.11627907,0.481481481,4.5,4.38419708609581,"19531"
"Jimmy Lambert","CHW","SP","","27.7027777",,9,"45 / 45","50 / 55","45 / 45","50 / 50","45 / 45","40",13.2,0.18461538,0.07692308,0.361702127,8.560973618443741,5.668750714124581,"19541"
"Forrest Whitley","HOU","MIRP","MLB","24.8777777",,9,"60 / 60","55 / 55","60 / 60","60 / 60","30 / 35","40",40,0.24193548,0.14516129,0.49074074,6.525,5.538682251796127,"19586"
"Guillo Zuniga","LAD","SIRP","AAA","23.8083333",,45,"70 / 70","55 / 55","","40 / 40","30 / 30","35+",57,0.27559055,0.12992126,0.376712328,5.368420895447035,4.892004387743949,"19588"
"Connor Seabold","BOS","SP","","26.5194444",,8,"40 / 40","50 / 50","45 / 45","55 / 60","55 / 60","45",86.2,0.24383562,0.06027397,0.37759336,3.842308143299765,4.427947208193874,"19695"
"Reiver Sanmartin","CIN","SP","AAA","26.2944444",,32,"30 / 30","45 / 45","","50 / 50","60 / 60","35+",22.1,0.29473684,0.04210526,0.466666666,6.044776979813217,3.1298752099791596,"19754"
"Bryan Baker","BAL","SIRP","MLB","27.6638888",,36,"60 / 60","40 / 40","","45 / 50","30 / 30","35+",4,0.28571429,0.07142857,0.333333333,2.25,5.038871829211712,"19804"
"Alex Wells","BAL","SP","","25.4277777",,31,"30 / 30","45 / 45","50 / 50","40 / 45","55 / 70","40",17,0.18055556,0.04166667,0.296296296,4.764705815529742,4.908820524461053,"19845"
"Tucker Davidson","ATL","MIRP","","26.35",,12,"45 / 45","60 / 60","55 / 55","40 / 40","40 / 40","40",85.1,0.28571429,0.06593407,0.449781659,4.535156520316393,3.2458321879216916,"19871"
"Alex Faedo","DET","SP","MLB","26.7194444",,16,"45 / 45","60 / 60","","40 / 45","55 / 60","40",16.2,0.32307692,0.06153846,0.384615384,1.6199996910095804,3.19450567264042,"19874"
"Ryder Ryan","TEX","SIRP","","27.2222222",,44,"55 / 55","","","","40 / 40","35+",60,0.25283019,0.11320755,0.587096774,3.600000103712085,4.330809023527093,"19891"
"Clarke Schmidt","NYY","SP","MLB","26.4472222",,6,"60 / 60","","70 / 70","40 / 45","45 / 45","45+",42.1,0.32386364,0.0625,0.49,3.401575058582265,2.9102800884546323,"19899"
"Joey Wentz","DET","SP","MLB","24.8194444",,8,"45 / 45","50 / 50","45 / 50","55 / 60","45 / 55","45",54.1,0.26484018,0.10502283,0.414814814,2.9815953711382503,4.124386488335517,"19962"
"Ronald Bolanos","KCR","SP","","25.9388888",,28,"45 / 45","55 / 55","50 / 50","45 / 45","40 / 45","40",44.1,0.17475728,0.10194175,0.468531468,6.4962393554572575,5.336568247126239,"20041"
"Jesus Cruz","ATL","SIRP","AAA","27.2944444",,25,"55 / 55","55 / 55","","50 / 50","30 / 35","35+",27.2,0.32231405,0.1322314,0.333333333,4.2289151767460496,4.498739110255653,"20042"
"Calvin Faucher","TBR","SIRP","MLB","26.8583333",,35,"50 / 50","","70 / 70","","35 / 40","40",44.1,0.275,0.11,0.438016528,4.060150677989753,4.214140409500558,"20116"
"Adam Oller","OAK","SP","AAA","27.7888888",,17,"60 / 60","40 / 40","50 / 50","55 / 55","50 / 55","40",38,0.24117647,0.11176471,0.375,4.7368421052631575,5.333919911397027,"20132"
"Kyle Muller","ATL","SIRP","","24.8166666",,5,"70 / 70","60 / 60","55 / 55","45 / 45","30 / 35","45",141,0.29020979,0.07517483,0.456090651,3.6382982168547655,3.55826793825127,"20167"
"Brendan McKay","TBR","SP","","26.6194444",,43,"30 / 40","","50 / 50","50 / 55","55 / 70","35+",15.1,0.21538462,0.09230769,0.279069767,2.934781346181933,4.656397613643941,"20186"
"Mike Baumann","BAL","SIRP","","26.8916666",,22,"55 / 60","70 / 70","45 / 45","40 / 45","40 / 40","40",64.1,0.3,0.09642857,0.563636363,4.476684159031021,3.3497225742274033,"20206"
"Jake Walsh","STL","SIRP","","27.0305555",,24,"60 / 60","","50 / 55","30 / 35","35 / 40","35+",19,0.33333333,0.08641975,0.29787234,3.3157894320765364,3.742414850737407,"20227"
"Zach Logue","OAK","SP","","26.2722222",,18,"40 / 40","45 / 45","","60 / 60","60 / 60","40",82,0.15174129,0.10199005,0.326388888,8.121952565563296,7.218569880336901,"20231"
"Deivi Garcia","NYY","SP","AAA","23.2",,11,"45 / 45","50 / 55","55 / 55","45 / 55","40 / 50","45",69,0.25080386,0.10289389,0.34054054,6.521739310713486,5.166263134454753,"20276"
"Cory Abbott","WSN","SP","","26.8638888",,19,"40 / 40","55 / 55","50 / 50","45 / 45","55 / 55","40",36.1,0.24096386,0.12650602,0.356435643,4.95412887381885,5.346854572079981,"20277"
"Jhonathan Diaz","LAA","SP","MLB","25.8833333",,27,"40 / 40","55 / 60","50 / 50","50 / 50","50 / 50","35+",49,0.22222222,0.09259259,0.485507246,4.959183673469388,5.049925292389734,"20298"
"Alec Bettinger","MIL","SP","","27.05",,25,"45 / 45","","50 / 55","","50 / 55","35+",34.2,0.12883436,0.12883436,0.381355932,6.490383663121199,6.3881808736467285,"20312"
"Riley O'Brien","SEA","SIRP","MLB","27.4861111",,25,"40 / 40","","55 / 60","","45 / 50","35+",43.2,0.23831776,0.14485981,0.552845528,7.213739617763884,5.093219317684983,"20348"
"Zack Kelly","BOS","SIRP","MLB","27.4111111",,37,"60 / 60","","","55 / 60","30 / 35","35+",52.2,0.33031674,0.12669683,0.46491228,2.5632908916916772,3.600428217044218,"20349"
"Steven Wilson","SDP","SIRP","MLB","27.9361111",,9,"70 / 70","50 / 50","","30 / 30","40 / 45","40+",8,0.37931034,0.06896552,0.333333333,1.125,4.166866496950388,"20353"
"Isaac Mattson","BAL","SIRP","MLB","27.0472222",,46,"55 / 55","40 / 40","45 / 50","40 / 40","45 / 45","35+",17.2,0.1627907,0.23255814,0.333333333,6.622640317765665,8.238496904848349,"20385"
"Jovani Moran","MIN","SIRP","MLB","25.2694444",,35,"45 / 45","45 / 45","","70 / 70","40 / 40","35+",28,0.37878788,0.13636364,0.459016393,6.75,3.258335295745305,"20422"
"Ryan Walker","SFG","SIRP","MLB","26.6805555",,43,"55 / 55","50 / 55","","","30 / 35","35+",53.2,0.26748971,0.11111111,0.525179856,3.6894406318287793,4.23428729706731,"20423"
"Kyle Nelson","ARI","MIRP","MLB","26.0638888",,37,"40 / 45","50 / 60","","","40 / 40","35+",7,0.35483871,0.16129032,0.5,0,3.7627627651014754,"20515"
"Kutter Crawford","BOS","SP","MLB","26.3333333",,23,"50 / 50","","55 / 55","","50 / 55","40",29.1,0.2519084,0.05343511,0.375,4.602273226030656,3.7065665599491235,"20531"
"Edwin Uceta","ARI","SP","MLB","24.5611111",,26,"40 / 40","","50 / 50","45 / 50","45 / 55","40",50,0.3271028,0.14018692,0.376146788,4.86,5.220340994894505,"20539"
"Bowden Francis","TOR","SP","MLB","26.275",,11,"45 / 45","55 / 55","45 / 45","45 / 50","50 / 55","40",100.1,0.24183007,0.09586057,0.282229965,6.458472088200875,5.43208597533306,"20548"
"Felix Bautista","BAL","SIRP","MLB","27.1138888",,34,"70 / 70","","","","30 / 35","35+",3.2,0.38888889,0.27777778,0,4.909086333822937,6.800838497526284,"20666"
"Cristopher Sanchez","PHI","MIRP","MLB","25.6361111",,28,"50 / 55","45 / 45","45 / 45","50 / 55","40 / 40","35+",64.1,0.24528302,0.08301887,0.596385542,2.937824066464444,3.713435845141685,"20778"
"Elvin Rodriguez","DET","SP","MLB","24.3361111",,19,"40 / 45","","50 / 50","50 / 55","40 / 50","40",102.2,0.20394737,0.08114035,0.404388714,4.821428970774195,4.9405346370854355,"20962"
"Eduard Bazardo","BOS","SIRP","MLB","26.9166666",,24,"50 / 50","","70 / 70","","30 / 35","40",58.1,0.23938224,0.07335907,0.420454545,3.394286010243967,4.004021059044478,"20997"
"Francisco Perez","WSN","SIRP","AAA","25.0305555",,24,"55 / 55","50 / 50","","45 / 50","50 / 55","35+",49.2,0.28193833,0.16299559,0.333333333,6.161073194560293,5.242907420829218,"21018"
"Oliver Ortega","LAA","SIRP","AAA","25.8305555",,32,"55 / 55","","50 / 50","","40 / 40","35+",31.2,0.20714286,0.05714286,0.427083333,4.831578462341865,5.053779069995975,"21025"
"Jhoan Duran","MIN","SP","MLB","24.5638888",,6,"60 / 60","","50 / 50","","40 / 45","45+",7,0.43478261,0.04347826,0.75,0,1.8301583818026954,"21029"
"Seth Martinez","HOU","MIRP","MLB","27.9222222",,13,"40 / 40","60 / 60","","45 / 45","55 / 55","40",20.1,0.24050633,0.07594937,0.528301886,2.6557381201162684,4.7714187861700585,"21045"
"Luis Gil","NYY","SIRP","MLB","24.1611111",,12,"60 / 70","55 / 60","","30 / 40","35 / 40","45",29,0.2826087,0.13043478,0.25,7.448275862068965,4.979224037657545,"21052"
"Thomas Szapucki","NYM","MIRP","","26.1361111",,16,"50 / 50","","60 / 60","45 / 45","45 / 45","40",72.1,0.33663366,0.10561056,0.43902439,3.1105992150460176,3.6734582787440457,"21065"
"Dauri Moreta","CIN","SIRP","MLB","26.2944444",,45,"60 / 60","45 / 50","","40 / 45","50 / 50","35+",32.1,0.23571429,0.09285714,0.307692307,3.8969075996268754,4.927400071480828,"21101"
"Miguel Yajure","PIT","SP","","24.25",,14,"50 / 55","","50 / 50","50 / 55","50 / 60","45",56.2,0.20948617,0.09090909,0.389534883,6.0352935759336965,5.06429385358657,"21111"
"Alexis Diaz","CIN","SIRP","MLB","25.8416666",,33,"55 / 55","50 / 55","","","40 / 45","35+",4.2,0.2173913,0.17391304,0.416666666,7.714280459349183,7.176060249904905,"21132"
"Angel Felipe","SDP","SIRP","AAA","24.9194444",,35,"60 / 60","55 / 60","","","20 / 20","35+",63.1,0.29929577,0.14084507,0.527027027,4.405263254632582,4.278631605288512,"21163"
"Dany Jimenez","OAK","SIRP","","26.6055555",,42,"55 / 55","50 / 55","","","30 / 30","35+",8,0.37931034,0.13793103,0.5,1.125,4.025630271807313,"21170"
"J.P. France","HOU","MIRP","MLB","27.325",,30,"45 / 45","50 / 50","50 / 50","40 / 40","50 / 50","35+",114.2,0.27777778,0.11309524,0.343333333,4.238372469025764,5.177603499889933,"21212"
"Daniel Robert","TEX","SIRP","MLB","27.9194444",,43,"55 / 55","60 / 60","","","35 / 40","35+",42,0.29787234,0.14361702,0.303921568,5.785714055810665,5.3226948550812025,"21229"
"Jake Bird","COL","SIRP","MLB","26.6583333",,26,"55 / 55","40 / 40","","","50 / 50","40",30.1,0.304,0.088,0.666666666,4.153846589166682,3.5070391187125898,"21267"
"Andre Jackson","LAD","SP","","26.25",,16,"50 / 50","","45 / 50","50 / 60","50 / 55","45",80.1,0.21485411,0.16710875,0.457777777,5.377593829155223,6.114414985550219,"21298"
"Jacob Latz","TEX","SP","MLB","26.3138888",,32,"40 / 40","45 / 45","","55 / 55","50 / 55","35+",55,0.24505929,0.12648221,0.303225806,5.7272727272727275,5.638962057232857,"21306"
"Bryce Montes de Oca","NYM","SIRP","AAA","26.2722222",,25,"70 / 70","60 / 60","","","30 / 30","35+",51.1,0.34632035,0.16450216,0.490566037,3.331169037457815,4.2567876140939935,"21319"
"Parker Mushinski","HOU","SIRP","AAA","26.6916666",,17,"45 / 45","55 / 55","60 / 60","30 / 30","50 / 50","35+",44.2,0.25,0.10638298,0.5625,2.619402686799156,4.731897784208652,"21324"
"Glenn Otto","TEX","SP","MLB","26.3888888",,12,"50 / 50","60 / 60","50 / 50","45 / 45","45 / 45","45",16,0.21126761,0.11267606,0.466666666,5.0625,5.1279951896441505,"21366"
"Joe Ryan","MIN","MIRP","MLB","26.1555555",,5,"70 / 70","50 / 50","40 / 40","45 / 50","50 / 60","45+",8,0.33333333,0.03333333,0.166666666,0,3.730560277402401,"21390"
"Ryan Feltner","COL","MIRP","MLB","25.9138888",,17,"50 / 50","50 / 50","50 / 50","40 / 45","45 / 45","40",53.2,0.26956522,0.07826087,0.409722222,3.8571424915818406,4.885634694385381,"21446"
"Davis Martin","CHW","SP","MLB","25.575",,22,"55 / 55","40 / 45","50 / 50","30 / 30","40 / 45","35+",77,0.29552239,0.07462687,0.409756097,5.142857142857143,3.532744869318876,"21448"
"Konnor Pilkington","CLE","SP","AAA","24.8861111",,39,"30 / 30","40 / 40","40 / 40","50 / 50","55 / 55","35+",64.1,0.22222222,0.09375,0.368421052,6.15543962369222,4.832793003773554,"21453"
"Cole Sands","MIN","MIRP","MLB","25.0388888",,15,"55 / 55","","70 / 70","45 / 50","40 / 45","40+",64.2,0.2557377,0.08852459,0.396825396,6.123710858554576,4.265512372655992,"21461"
"Sean Hjelle","SFG","SP","MLB","25.2333333",,30,"45 / 45","45 / 45","","45 / 50","45 / 55","40",100,0.18461538,0.08571429,0.57051282,4.86,5.148084530532361,"21481"
"Jake Irvin","WSN","SP","MLB","25.4527777",,9,"50 / 50","55 / 60","","40 / 50","50 / 60","40",103.1,0.25235849,0.06603774,0.419354838,3.8322582531471623,4.077274061652041,"21504"
"Thaddeus Ward","BOS","MIRP","AAA","25.5416666",,20,"45 / 50","50 / 55","45 / 45","40 / 45","40 / 45","40+",51.1,0.30985915,0.08920188,0.529411764,2.2792210050529387,3.4454144551341246,"21513"
"James McArthur","PHI","SIRP","MLB","25.6388888",,17,"50 / 55","","50 / 55","40 / 40","40 / 45","40",59.2,0.23809524,0.1025641,0.450867052,4.977653346196108,4.5879323035362445,"21527"
"Reiss Knehr","SDP","MIRP","","25.7444444",,10,"45 / 45","","50 / 50","50 / 55","40 / 45","40+",89.2,0.23114355,0.13625304,0.4,6.825279584724918,5.538371575097276,"21541"
"Tristan Beck","SFG","SP","MLB","26.1027777",,21,"50 / 50","","55 / 55","55 / 55","40 / 50","40",111.1,0.23868313,0.07407407,0.426791277,5.2544912580154906,4.699702042523052,"21584"
"Luis Medina","NYY","MIRP","MLB","23.2444444",71,4,"65 / 70","","60 / 70","45 / 55","30 / 40","50",92.2,0.25415677,0.14726841,0.495833333,5.2446041366315015,4.640911049019586,"21649"
"Elvis Peguero","LAA","SIRP","MLB","25.3638888",,33,"60 / 60","55 / 60","","","35 / 50","35+",45.1,0.27027027,0.07027027,0.577586206,2.779412076547519,3.9776249578407175,"21652"
"Kervin Castro","SFG","SIRP","AAA","23.4833333",,28,"60 / 60","","50 / 55","","30 / 40","40",50.1,0.25892857,0.16071429,0.357723577,4.112583197039997,5.472453833716725,"21656"
"Edward Cabrera","MIA","SP","MLB","24.3",115,5,"60 / 60","50 / 60","","45 / 55","45 / 50","50",41.2,0.35625,0.10625,0.458823529,2.591999802246109,3.2343538066031567,"21690"
"Jose Marte","LAA","SIRP","","26.1305555",,31,"70 / 70","55 / 60","","","30 / 30","35+",39.1,0.30681818,0.14204545,0.478260869,5.033897247303717,4.9780034981584285,"21761"
"Braxton Garrett","MIA","SP","MLB","24.9888888",,20,"40 / 45","60 / 60","45 / 45","50 / 50","55 / 60","40",37,0.21935484,0.07096774,0.523364485,3.40540555901037,4.106556429904766,"21844"
"Cole Ragans","TEX","SP","MLB","24.6361111",,20,"45 / 45","","40 / 40","60 / 60","55 / 60","40",97.1,0.29573935,0.0802005,0.435146443,3.1438358346289528,4.28515497987841,"21846"
"Riley Pint","COL","SIRP","","24.7361111",,33,"70 / 70","60 / 60","","55 / 55","20 / 30","35+",45.2,0.29145729,0.15577889,0.565656565,4.532846210469021,4.245909463395133,"21858"
"Jordan Balazovic","MIN","SP","MLB","23.8722222",,9,"55 / 55","50 / 55","55 / 55","40 / 45","45 / 55","45",72.2,0.21629213,0.10393258,0.423728813,7.678900157529521,4.661909694337316,"21866"
"Gregory Santos","SFG","SIRP","MLB","22.925",,6,"60 / 60","70 / 70","","45 / 45","40 / 45","45",35,0.23717949,0.12820513,0.510638297,4.628571428571429,5.413657351051058,"21894"
"Yerry Rodriguez","TEX","SIRP","MLB","24.7944444",,25,"55 / 60","50 / 60","","30 / 35","40 / 40","40",59,0.27238806,0.11940299,0.45625,4.271186440677966,4.893885418318086,"21955"
"Luis Frias","ARI","SIRP","MLB","24.1888888",,12,"55 / 55","45 / 45","45 / 45","","30 / 40","45",49.1,0.35,0.12272727,0.38938053,3.831081476065298,4.258569888504376,"21997"
"Kyle Tyler","SDP","SP","MLB","25.5944444",,29,"50 / 50","45 / 50","45 / 45","45 / 45","50 / 50","35+",25.1,0.2920354,0.19469027,0.508771929,5.6842090462717545,5.412214424109714,"22092"
"Jose Soriano","LAA","SIRP","MLB","23.7805555",,42,"60 / 60","","50 / 55","30 / 40","30 / 40","35+",13,0.32692308,0.07692308,0.517241379,2.076923076923077,3.1777343445099318,"22100"
"Cole Winn","TEX","SP","MLB","22.6833333",57,3,"50 / 55","55 / 55","55 / 55","55 / 60","45 / 55","50",123.2,0.21686747,0.14974182,0.39832869,6.477089481577047,6.109568926224414,"22113"
"Hagen Danner","TOR","SIRP","MLB","23.8361111",,15,"60 / 60","50 / 55","","","35 / 40","40",5.2,0.13333333,0.1,0.52173913,6.352937345276078,5.961812833989383,"22116"
"Max Kranick","PIT","SP","MLB","25.0277777",,44,"50 / 55","45 / 50","","40 / 45","45 / 45","40",8.2,0.19444444,0.05555556,0.333333333,3.1153834726687677,4.456330705512298,"22175"
"Hunter Greene","CIN","SP","MLB","22.9861111",34,1,"80 / 80","55 / 60","","40 / 45","50 / 60","55",16,0.35616438,0.06849315,0.35,5.0625,3.4295314883813264,"22182"
"Tobias Myers","CLE","SP","MLB","23.9888888",,38,"45 / 45","","45 / 50","50 / 50","50 / 50","35+",80.1,0.15136476,0.13647643,0.315412186,8.066390360693333,6.63974038048539,"22191"
"Hans Crouse","PHI","MIRP","MLB","23.8777777",,8,"55 / 55","50 / 60","","45 / 50","40 / 45","45",13,0.20289855,0.10144928,0.270833333,14.538461338486195,6.021348478631621,"22192"
"MacKenzie Gore","SDP","SP","MLB","23.4361111",77,4,"60 / 60","50 / 55","50 / 50","45 / 50","35 / 40","50",29,0.27118644,0.05932203,0.428571428,4.0344827586206895,3.9303967578657746,"22201"
"DL Hall","BAL","SP","MLB","23.8666666",30,4,"70 / 70","","55 / 60","55 / 60","30 / 40","55",85.1,0.36870027,0.13262599,0.363128491,4.429687850664805,3.336588981877446,"22207"
"Jonathan Heasley","KCR","SP","MLB","25.5111111",,14,"55 / 55","45 / 50","40 / 40","55 / 60","40 / 45","40+",47.1,0.24875622,0.08457711,0.41221374,5.5140850995652215,4.310902734052904,"22224"
"Sean Reynolds","MIA","SIRP","MLB","24.2833333",,23,"55 / 55","50 / 55","","45 / 60","30 / 40","40",52.1,0.29596413,0.10762332,0.377952755,4.127388033607138,4.347150830020381,"22253"
"Shane Baz","TBR","SP","MLB","23.1222222",10,1,"60 / 60","60 / 60","50 / 50","55 / 55","45 / 50","60",13,0.37735849,0.0754717,0.407407407,1.3846153846153846,2.726249070580189,"22264"
"Owen White","TEX","SP","MLB","22.9777777",90,5,"50 / 55","55 / 60","50 / 50","45 / 55","50 / 60","50",82.1,0.31437126,0.06886228,0.47761194,3.497975357351576,3.2767857279355628,"22273"
"Dylan Coleman","KCR","SIRP","","23.875",,22,"65 / 65","55 / 55","","","40 / 40","40",4,0.375,0.25,0.8,2.25,4.032090441137552,"22276"
"Matt Sauer","NYY","SP","AA","23.5277777",,25,"50 / 60","50 / 55","","40 / 50","40 / 45","40",109,0.28571429,0.08955224,0.361313868,4.541284483135897,4.350027472214716,"22284"
"Mason Englert","TEX","SP","MLB","22.75",,22,"40 / 40","50 / 50","45 / 45","50 / 55","35 / 55","40",118.2,0.28631579,0.06526316,0.391156462,3.6404496917609204,3.8229133728340665,"22288"
"Matthew Liberatore","STL","SP","MLB","22.7361111",75,4,"40 / 45","50 / 55","60 / 60","45 / 55","55 / 70","50",121.1,0.23473282,0.08587786,0.412280701,5.118132002226128,4.3247165565883146,"22294"
"Jose E. Hernandez","LAD","SIRP","MLB","24.5861111",,44,"55 / 55","45 / 50","","45 / 50","40 / 40","35+",59.2,0.27822581,0.10080645,0.4375,3.3184354713111346,4.086128613201867,"22318"
"Angel De Jesus","DET","SIRP","","25.4666666",,29,"70 / 70","55 / 60","","","30 / 30","35+",48.2,0.22058824,0.10294118,0.386363636,4.068492725477587,5.100092321851324,"22323"
"A.J. Alexy","TEX","SIRP","","24.2777777",,15,"55 / 55","50 / 50","55 / 55","50 / 55","30 / 35","40+",101,0.23296703,0.12527473,0.361111111,5.6138613861386135,5.7583913304133,"22343"
"Stephen Ridings","NYY","SIRP","","26.9638888",,20,"70 / 70","55 / 55","","","45 / 45","40+",2,0.5,0,0.5,0,1.0603115603327753,"22358"
"Colin Holderman","NYM","SIRP","MLB","26.8138888",,10,"65 / 65","55 / 60","","40 / 45","50 / 55","40+",24,0.34313725,0.08823529,0.563636363,3.75,2.8328116431260852,"22361"
"Josh Winckowski","BOS","MIRP","MLB","24.0916666",,29,"55 / 55","60 / 60","","40 / 45","45 / 50","40",62.1,0.24615385,0.06923077,0.514450867,3.754011001506214,3.7613623071652373,"22387"
"Logan Gillaspie","BAL","MIRP","MLB","25.2888888",,37,"60 / 60","45 / 50","45 / 45","40 / 45","40 / 40","35+",46.1,0.25615764,0.06896552,0.32330827,4.856115640996002,4.211008710553741,"22461"
"Michel Otanez","NYM","SIRP","MLB","25.0777777",,19,"70 / 70","50 / 55","","","20 / 35","40",45,0.26728111,0.19354839,0.5,4.800000015894572,5.133943978898863,"22533"
"Taj Bradley","TBR","SP","MLB","21.3638888",,8,"60 / 65","40 / 45","","30 / 45","30 / 45","45+",133.1,0.26503759,0.06203008,0.358381502,2.5650000978469887,4.145822018870741,"22543"
"Keider Montero","DET","SIRP","MLB","22.0694444",,35,"50 / 55","","45 / 55","40 / 45","35 / 45","35+",103.2,0.22595078,0.08277405,0.430034129,4.514469896368771,4.191457698054859,"22630"
"Angel Zerpa","KCR","MIRP","MLB","22.8444444",,29,"45 / 45","45 / 50","","40 / 50","50 / 60","40",76,0.2173913,0.08695652,0.488479262,4.144736842105263,4.640759634519102,"22717"
"Roansy Contreras","PIT","SP","MLB","22.7333333",44,3,"60 / 60","55 / 55","60 / 60","30 / 40","50 / 50","50",37.1,0.31168831,0.0974026,0.426966292,3.6160719212221313,3.7607232907999384,"22810"
"Juan Then","SEA","SIRP","","22.4833333",,18,"45 / 60","55 / 60","","40 / 40","40 / 45","40",12,0.2962963,0.09259259,0.28125,4.5,4.683141966164111,"22828"
"Yoendrys Gomez","NYY","SP","MLB","22.7944444",,7,"55 / 60","","50 / 55","40 / 50","40 / 55","45+",47,0.2565445,0.09424084,0.322314049,2.4893616894997854,4.495550820719396,"22872"
"Francisco Morales","PHI","SIRP","","22.7611111",,13,"55 / 60","60 / 70","","35 / 45","30 / 45","40+",53,0.31223629,0.19831224,0.424778761,4.584905660377358,4.924434436519966,"22913"
"Carlos Vargas","CLE","SIRP","MLB","22.8",,37,"60 / 65","55 / 60","","35 / 45","30 / 40","35+",34.1,0.24666667,0.11333333,0.612903225,3.669903252416745,4.1286023524076105,"22915"
"Joan Adon","WSN","SIRP","MLB","23.9694444",,20,"40 / 50","55 / 55","","40 / 40","40 / 40","40",51.1,0.23043478,0.1173913,0.5,5.084416088195017,4.827099608071536,"22925"
"Prelander Berroa","SEA","SIRP","MLB","22.2861111",,19,"55 / 60","50 / 50","","30 / 40","30 / 40","35+",100.2,0.3649635,0.15328467,0.463157894,2.86092738721264,3.764309671968851,"22932"
"Jose Lopez","TBR","MIRP","","23.4611111",,41,"55 / 60","55 / 60","","40 / 45","35 / 40","35+",62.1,0.37313433,0.15298507,0.462809917,2.598930693350456,3.833647801752906,"22982"
"Dedniel Nunez","NYM","SIRP","MLB","26.1555555",,9,"60 / 60","60 / 60","","","35 / 40","40+",33,0.32236842,0.08552632,0.329545454,3,3.4342068705767232,"23055"
"Steven Cruz","MIN","SIRP","MLB","23.1277777",,36,"70 / 70","45 / 50","","","30 / 35","35+",57.2,0.28731343,0.14179104,0.353741496,5.150288722781112,4.725554542994287,"23165"
"Michael Plassmeyer","PHI","SP","MLB","25.7388888",,33,"30 / 30","","45 / 45","50 / 55","55 / 60","35+",128.1,0.23800738,0.08671587,0.372832369,4.207792374560562,5.291402678349452,"23191"
