Name,Org,Pos,Current Level,Age,Top 100,Org Rk,FB,SL,CB,CH,CMD,FV,IP,K%,BB%,GB%,ERA,xFIP,playerId
"Michael Grove","LAD","SP","MLB","25.6194444",,11,"55 / 60","45 / 50","55 / 55","40 / 40","45 / 50","45",77,0.28307692,0.08,0.402985074,3.7402596476106607,4.3730295768491025,"23221"
"Michael Mercado","TBR","SP","MLB","23.2944444",,29,"60 / 60","50 / 55","50 / 50","40 / 45","45 / 50","40",102.2,0.25842697,0.08089888,0.357894736,4.909091395498637,4.520914780661636,"23223"
"Cody Bolton","PIT","SIRP","MLB","24.1166666",,28,"50 / 50","55 / 55","","50 / 50","50 / 50","40",76.2,0.25766871,0.12269939,0.409326424,3.052174318021601,4.7999595314701695,"23265"
"Packy Naughton","STL","MIRP","AAA","26.2916666",,22,"40 / 40","45 / 50","","60 / 60","55 / 55","40",21.2,0.28089888,0.05617978,0.47368421,2.0769227721987837,3.629078219780111,"23292"
"Janson Junk","LAA","SP","AAA","26.5444444",,8,"50 / 50","50 / 55","50 / 50","","55 / 60","40+",78.2,0.21856287,0.05988024,0.351694915,4.690678572661652,5.288107072158147,"23301"
"Collin Snider","KCR","SIRP","MLB","26.8083333",,21,"50 / 55","60 / 60","","","60 / 60","40",28.1,0.14516129,0.14516129,0.674698795,4.44705782563651,5.310623125101279,"23307"
"Damon Jones","PHI","SIRP","AAA","27.8361111",,29,"55 / 55","60 / 60","","","30 / 35","35+",10.1,0.38888889,0.08333333,0.444444444,1.7419360197547236,3.344661469311167,"23310"
"Jose Butto","NYM","SP","MLB","24.3666666",,12,"45 / 45","50 / 50","","55 / 60","45 / 45","40",130.1,0.25500911,0.08378871,0.406976744,3.5217392195534387,4.318663879043074,"23313"
"Freddy Tarnok","ATL","SP","AAA","23.6861111",,11,"55 / 60","40 / 45","50 / 50","45 / 55","45 / 50","40",107.2,0.27331887,0.09544469,0.361702127,4.012383711380443,4.5283480629672095,"23324"
"Joey Cantillo","CLE","SP","MLB","22.6194444",,40,"40 / 40","","40 / 45","55 / 60","40 / 55","35+",60.2,0.35510204,0.11428571,0.411290322,1.9285712668809771,3.279788874175127,"23335"
"Ricky Vanasco","TEX","MIRP","AAA","23.8",,39,"40 / 55","","45 / 60","","35 / 40","35+",93.1,0.28640777,0.12621359,0.407563025,4.628571680808568,4.272177882738964,"23391"
"Jared Solomon","CIN","SIRP","","25.1416666",,25,"60 / 60","","","55 / 55","40 / 45","40",49.1,0.2300885,0.13274336,0.442857142,7.479730500889391,5.131039853209158,"23425"
"Max Lazar","MIL","MIRP","MLB","23.1611111",,16,"40 / 50","","40 / 45","55 / 60","35 / 55","40+",40,0.15294118,0.07058824,0.5078125,3.825,4.289503903128207,"23426"
"JP Sears","NYY","SP","MLB","26.45",,26,"45 / 50","50 / 50","","45 / 50","55 / 60","40",54.1,0.31924883,0.03755869,0.413533834,2.4846622859437293,3.071056575172407,"23429"
"Hunter Stratton","PIT","SIRP","MLB","25.7055555",,58,"55 / 55","50 / 50","","","30 / 35","35+",65,0.28178694,0.13402062,0.366459627,5.953846153846154,4.833417107967231,"23455"
"Tommy Romero","TBR","MIRP","","25.0638888",,33,"55 / 55","45 / 45","45 / 45","45 / 50","50 / 55","40",87.1,0.20385675,0.09366391,0.366533864,3.194657097591391,5.099896436004795,"23465"
"Ron Marinaccio","NYY","MIRP","MLB","27.0833333",,19,"55 / 60","50 / 50","","60 / 60","40 / 40","40+",16.1,0.42253521,0.08450704,0.303030303,1.653060581027992,2.894369709220132,"23488"
"Nick Snyder","TEX","SIRP","","26.8083333",,35,"50 / 50","60 / 60","","","40 / 40","35+",42,0.30898876,0.1011236,0.386138613,4.5,4.242444236221767,"23493"
"Aaron Ashby","MIL","MIRP","MLB","24.1861111",51,1,"60 / 60","60 / 60","45 / 45","55 / 60","40 / 40","50",4.1,0.3,0.05,0.818181818,8.307698402183535,2.9648980490550993,"23550"
"Clayton Andrews","MIL","SIRP","","25.575",,34,"30 / 30","45 / 45","","55 / 60","40 / 50","35+",10.1,0.42222222,0.15555556,0.722222222,7.838712088896256,2.6631256113729136,"23631"
"Ray Kerr","SDP","SIRP","AAA","27.8916666",,30,"55 / 55","50 / 50","45 / 45","40 / 40","30 / 30","35+",47.1,0.32727273,0.17272727,0.384615384,5.133803368560723,4.8806193267936715,"23809"
"Brayan Bello","BOS","SP","MLB","23.2055555",52,4,"55 / 60","55 / 60","","55 / 60","30 / 40","50",97,0.33766234,0.09350649,0.623255813,2.3195876288659796,2.5540556343188614,"23920"
"Randy Rodriguez","SFG","SIRP","MLB","22.9055555",,25,"60 / 60","60 / 60","","40 / 45","40 / 40","40",66.2,0.32659933,0.14478114,0.269503546,4.4549996601104995,4.867446806499342,"23974"
"Jose A. Ferrer","WSN","SIRP","MLB","22.4111111",,28,"55 / 55","45 / 50","","50 / 55","35 / 55","35+",65.1,0.3046875,0.04296875,0.49375,2.479591523046982,2.915352267675062,"24017"
"Ronny Henriquez","MIN","SP","MLB","22.1138888",,10,"55 / 55","50 / 55","","55 / 55","45 / 55","45",95.1,0.25728155,0.08009709,0.44486692,5.6643359665416355,4.019215067973881,"24094"
"Kai-Wei Teng","SFG","MIRP","MLB","23.6666666",,49,"45 / 45","55 / 55","45 / 45","40 / 40","45 / 50","35+",136.1,0.27214171,0.13687601,0.461764705,5.215158535075775,4.4974354770169755,"24282"
"Justin Martinez","ARI","MIRP","MLB","21.0027777",,40,"55 / 65","45 / 50","","40 / 50","30 / 40","35+",38,0.36686391,0.13017751,0.426666666,3.3157894736842106,3.506283424758452,"24453"
"Grayson Rodriguez","BAL","SP","MLB","22.7083333",13,2,"70 / 70","70 / 70","60 / 60","70 / 80","40 / 50","60",77,0.36156352,0.09771987,0.417177914,3.038961575312459,3.0002616864508806,"24492"
"Adam Kloffenstein","TOR","SP","","21.9333333",,20,"45 / 50","50 / 55","40 / 45","40 / 50","30 / 50","40",112,0.23001949,0.10721248,0.472222222,5.544642857142857,4.686096592220877,"24493"
"Simeon Woods Richardson","MIN","SP","MLB","21.8444444",,11,"40 / 45","40 / 45","50 / 50","55 / 60","50 / 60","45",109.1,0.27020785,0.08314088,0.438405797,2.7164635410059272,4.278741325278394,"24494"
"Jonathan Stiever","CHW","SP","","25.2194444",,23,"45 / 45","45 / 50","45 / 45","40 / 45","50 / 50","35+",3,0.1,0,0.428571428,0,5.4900763501723615,"24584"
"Kyle Bradish","BAL","SP","MLB","25.8861111",,7,"60 / 60","50 / 50","55 / 55","45 / 50","40 / 45","45+",31.2,0.31092437,0.05882353,0.486111111,1.1368419911392622,3.1204555577034334,"24586"
"Drew Rom","BAL","SP","MLB","22.6277777",,15,"40 / 50","50 / 55","","","45 / 55","40+",120,0.27118644,0.08851224,0.440729483,4.425,3.8647556462583452,"24602"
"Austin Cox","KCR","MIRP","AAA","25.3416666",,50,"45 / 45","50 / 50","50 / 50","50 / 55","30 / 40","35+",149.1,0.16513761,0.0764526,0.377083333,4.158481859583047,5.433019783321817,"24604"
"Josh Winder","MIN","SP","AAA","25.8055555",94,4,"50 / 55","50 / 50","45 / 50","45 / 50","50 / 60","50",26,0.20909091,0.09090909,0.44,4.153846153846154,4.947762395212283,"24606"
"Jonathan Bowlan","KCR","SP","MLB","25.6666666",,10,"50 / 55","50 / 55","","40 / 45","50 / 60","40+",62.1,0.21305842,0.07560137,0.417085427,5.91978639815766,5.005387929393875,"24607"
"Victor Vodnik","ATL","SIRP","MLB","22.8111111",,20,"60 / 65","45 / 45","","50 / 55","30 / 40","40",36.2,0.33548387,0.12258065,0.536585365,2.2090907175679018,3.2756343232612926,"24614"
"Kelvin Caceres","LAA","SIRP","MLB","22.5138888",,37,"70 / 70","","40 / 60","","20 / 30","35+",77.1,0.34411765,0.15882353,0.477124183,3.8405174939726137,4.6228468557830364,"24681"
"Randy Vasquez","NYY","MIRP","MLB","23.7444444",,22,"50 / 50","","70 / 70","40 / 45","40 / 45","40",116.1,0.24248497,0.08216433,0.482649842,3.868195011530005,4.09475020570183,"24719"
"Mike Burrows","PIT","SIRP","MLB","22.7305555",,12,"55 / 55","","70 / 70","40 / 45","40 / 40","45",96.1,0.28320802,0.07769424,0.338709677,3.9238756397010057,4.156213910281764,"24728"
"Gus Varland","LAD","MIRP","MLB","25.7361111",,33,"50 / 55","50 / 55","","45 / 45","40 / 50","40",70.2,0.26234568,0.11419753,0.390625,6.113208427171301,5.003459562257169,"24737"
"Frank German","BOS","SIRP","","24.8583333",,34,"60 / 60","40 / 50","","45 / 50","35 / 40","40",50.2,0.325,0.095,0.439252336,2.6644741188621968,3.924515669438127,"24750"
"Ethan Roberts","CHC","SIRP","MLB","25.075",,26,"55 / 55","","60 / 60","","40 / 50","40",5.2,0.31818182,0.04545455,0.461538461,0,3.112837452825212,"24930"
"Chris Vallimont","MIN","MIRP","","25.3694444",,26,"50 / 55","50 / 55","45 / 50","40 / 45","30 / 40","40",105,0.22129436,0.10438413,0.323432343,5.742857142857143,5.550542212526004,"24935"
"Austin Warren","LAA","SIRP","MLB","26.2388888",,36,"55 / 55","55 / 55","","40 / 40","35 / 40","35+",40.2,0.20348837,0.11627907,0.504504504,1.9918031229892228,5.275888433544778,"24937"
"Reese Olson","DET","SP","MLB","23.0027777",,6,"55 / 55","60 / 60","50 / 55","60 / 60","30 / 40","45",119.2,0.33070866,0.07480315,0.421602787,4.136490602327786,3.0830687973256463,"24968"
"Shawn Dubin","HOU","SIRP","MLB","26.9027777",,14,"65 / 65","60 / 60","50 / 50","","30 / 30","40",60.1,0.31906615,0.12451362,0.478571428,4.6243097821070025,3.916551804964839,"24977"
"Evan Lee","WSN","SIRP","","25.1194444",,17,"50 / 50","","60 / 60","40 / 40","50 / 50","40",40,0.28994083,0.13017751,0.380434782,3.375,4.321299047395587,"24988"
"Penn Murfee","SEA","SIRP","MLB","28.2472222",,21,"30 / 30","50 / 50","","","60 / 60","35+",11.1,0.41025641,0.05128205,0.388888888,0,3.28991495445528,"25174"
"Abner Uribe","MIL","SIRP","MLB","22.1138888",,13,"70 / 70","60 / 70","","","20 / 35","40+",3.1,0.29411765,0.29411765,0.714285714,0,6.043911706049228,"25327"
"Cody Morris","CLE","MIRP","","25.7416666",,18,"55 / 55","","50 / 55","60 / 60","40 / 45","40+",21.1,0.4875,0.075,0.44117647,1.6875002514571327,1.9186977919373813,"25388"
"Blair Calvo","COL","SIRP","AA","26.4277777",,35,"55 / 60","60 / 60","","","30 / 40","35+",37,0.31612903,0.07096774,0.597826086,2.918918918918919,3.0235285535857486,"25416"
"Gavin Hollowell","COL","SIRP","MLB","24.7416666",,36,"55 / 55","55 / 60","","","30 / 40","35+",49.2,0.33854167,0.07291667,0.314814814,3.261744632414273,3.56294630374784,"25427"
"George Kirby","SEA","SP","MLB","24.4805555",31,3,"70 / 70","50 / 50","45 / 45","45 / 50","60 / 70","55",34.1,0.32857143,0.05714286,0.44047619,3.9320381068186885,3.658318384936248,"25436"
"Brandon Williamson","CIN","SP","MLB","24.3305555",111,4,"50 / 55","55 / 60","55 / 60","55 / 60","35 / 45","50",126.2,0.22222222,0.13888889,0.36158192,4.263158237108591,5.696035943587347,"25463"
"Xzavion Curry","CLE","SP","MLB","24.0111111",,11,"60 / 60","45 / 50","50 / 55","30 / 35","55 / 60","45",122,0.26171875,0.08203125,0.330275229,4.057377049180328,4.390427727875163,"25595"
"Hunter Gaddis","CLE","MIRP","MLB","24.3111111",,33,"50 / 50","45 / 45","40 / 40","55 / 60","40 / 45","40",121.1,0.32048682,0.0831643,0.262411347,4.005494673403842,3.8755107564084494,"25636"
"Justin Slaten","TEX","SIRP","MLB","24.8777777",,28,"50 / 60","60 / 60","","45 / 50","35 / 45","40",51.2,0.26829268,0.19512195,0.341085271,6.793547718314119,5.581837809372429,"25648"
"Levi Stoudt","SEA","MIRP","AAA","24.6583333",,14,"50 / 50","55 / 55","","30 / 40","50 / 60","40",113.1,0.21443299,0.07010309,0.399408284,4.844117793123207,4.930400044951252,"25650"
"Cole Waites","SFG","SIRP","AAA","24.1416666",,37,"70 / 70","45 / 55","","","20 / 35","35+",41.2,0.44186047,0.12790698,0.422535211,1.9439998516845816,2.3743210058197786,"25665"
"Matt Brash","SEA","SP","MLB","24.2194444",69,4,"60 / 70","70 / 70","60 / 60","40 / 45","40 / 45","50",35.1,0.37857143,0.11428571,0.485294117,2.8018870445365764,3.4953332379180972,"25756"
"Peyton Battenfield","CLE","MIRP","","24.975",,25,"50 / 50","","50 / 50","45 / 45","35 / 45","40",153.2,0.1703125,0.0890625,0.391489361,3.631236682899239,5.269118761399344,"25777"
"Noah Davis","COL","SP","AAA","25.275",,19,"45 / 45","50 / 55","50 / 50","40 / 45","40 / 50","40",142,0.2552504,0.10177706,0.346560846,5.260562885661324,4.677280259928227,"25862"
"Hunter Brown","HOU","SP","MLB","23.9222222",102,2,"60 / 60","55 / 60","60 / 70","40 / 45","30 / 40","50",111.2,0.31180401,0.1091314,0.545454545,2.4985073915593334,3.652875956749355,"25880"
"Yennier Cano","MIN","SIRP","MLB","28.3944444",,37,"50 / 50","50 / 55","","","45 / 45","35+",42.1,0.28654971,0.0877193,0.588235294,2.7637791124810778,3.268527450014887,"25911"
"Zack Thompson","STL","SP","MLB","24.7583333",,9,"45 / 45","","60 / 60","45 / 50","50 / 55","40+",54,0.29361702,0.09787234,0.437956204,5.166666832051165,3.7976441302077446,"25918"
"Darius Vines","ATL","SP","AA","24.2527777",,24,"45 / 50","","45 / 50","55 / 60","35 / 50","35+",143.2,0.26465662,0.07370184,0.431876606,3.696055553602478,4.131347384610519,"25928"
"Andrew Nardi","MIA","MIRP","MLB","23.9527777",,29,"50 / 50","55 / 55","","45 / 50","45 / 55","35+",51,0.38190955,0.09045226,0.382352941,2.2941176470588234,3.167404703417296,"25942"
"Quinn Priester","PIT","SP","MLB","21.8777777",108,5,"50 / 50","","70 / 70","30 / 35","30 / 45","50",92.1,0.23056995,0.08290155,0.511904761,3.216606667078795,4.116236971286958,"25977"
"Seth Johnson","TBR","SP","MLB","23.8666666",104,5,"55 / 60","50 / 60","45 / 50","40 / 45","30 / 50","50",27,0.37272727,0.1,0.310344827,3,3.049055150040874,"26020"
"Brandon Walter","BOS","SP","MLB","25.8972222",,11,"60 / 60","60 / 60","","50 / 55","40 / 50","45",57.2,0.32188841,0.03004292,0.549295774,3.5895951778436572,2.556917793563054,"26056"
"Kolton Ingram","LAA","SIRP","AAA","25.7777777",,23,"","","","","","40",60.2,0.30801688,0.07172996,0.470149253,2.670329446450584,3.568273408069796,"26068"
"Beau Brieske","DET","SP","MLB","24.3222222",,10,"50 / 50","50 / 55","45 / 45","45 / 55","45 / 50","40+",19.1,0.29487179,0.07692308,0.395833333,3.7241385433819447,4.300770169960216,"26079"
"Andre Pallante","STL","MIRP","MLB","23.8694444",,11,"50 / 50","","60 / 60","","45 / 50","40+",3.2,0.30769231,0.07692308,0.625,0,4.01611429435457,"26108"
"Caleb Kilian","CHC","SP","MLB","25.1638888",,7,"55 / 55","45 / 45","45 / 50","45 / 50","60 / 70","45",106.2,0.26150628,0.12343096,0.524475524,4.21875040233139,4.144466746236473,"26213"
"Chris Murphy","BOS","MIRP","MLB","24.1555555",,40,"45 / 50","40 / 40","45 / 50","50 / 55","35 / 40","35+",152.2,0.22970904,0.11485452,0.412776412,4.06768590661426,4.852956095723062,"26214"
"Jackson Rutledge","WSN","SIRP","MLB","23.3333333",,6,"70 / 70","55 / 60","45 / 50","40 / 45","30 / 40","40+",97.1,0.23404255,0.06855792,0.507142857,4.900685187597676,3.930189372722313,"26215"
"Ryan Pepiot","LAD","SP","MLB","24.9444444",,5,"55 / 60","40 / 45","","70 / 70","40 / 45","45+",97.1,0.29925187,0.10224439,0.413333333,3.2363015389795975,4.627436945509619,"26221"
"Nick Robertson","LAD","SIRP","MLB","24.0416666",,28,"70 / 70","50 / 50","","45 / 50","30 / 40","40",70.2,0.28617363,0.09967846,0.454545454,4.3301885867191,4.300662608498164,"26226"
"Erik Miller","PHI","MIRP","MLB","24.4666666",,11,"45 / 50","50 / 55","50 / 55","55 / 60","30 / 50","40+",49.1,0.28971963,0.14953271,0.384615384,3.466216573582889,4.669780536711649,"26252"
"Ryne Nelson","ARI","SP","MLB","24.5",,7,"60 / 70","55 / 60","55 / 60","40 / 45","40 / 45","45+",140,0.21381579,0.07730263,0.362559241,5.335714285714285,5.503239695940699,"26253"
"Joey Estes","OAK","SP","MLB","20.8138888",,20,"55 / 60","40 / 45","","50 / 55","35 / 55","40",91,0.2377261,0.07751938,0.32,4.549450549450549,4.422162760548539,"26257"
"Drey Jameson","ARI","SP","MLB","24.9555555",87,4,"70 / 70","60 / 70","50 / 50","50 / 55","40 / 45","50",136.2,0.2312812,0.07986689,0.487623762,6.190243758451793,4.634589241217085,"26260"
"Blake Walston","ARI","SP","MLB","21.0916666",,8,"35 / 45","45 / 50","55 / 60","45 / 55","35 / 55","45+",124,0.2575188,0.08646617,0.3539823,4.790322654329156,4.4327987521031655,"26270"
"Tommy Henry","ARI","SP","MLB","25.0055555",,23,"45 / 50","50 / 55","","50 / 55","40 / 50","40",120,0.22044088,0.09418838,0.459701492,3.6,5.043326942250133,"26285"
"Marc Church","TEX","SIRP","MLB","21.3361111",,13,"70 / 70","55 / 60","","","35 / 55","45",49.1,0.375,0.07211538,0.427272727,4.195946228995917,2.7946889322465944,"26353"
"Ethan Small","MIL","SP","AAA","25.4638888",,6,"50 / 55","","40 / 45","55 / 60","45 / 55","45",105,0.25607064,0.13024283,0.415441176,4.371428571428571,4.691590092579524,"26364"
"Nick Lodolo","CIN","SP","MLB","24.4888888",56,2,"45 / 50","70 / 70","","45 / 55","55 / 60","50",24,0.29126214,0.04854369,0.484375,2.625,3.240642979301538,"26378"
"DJ Herz","CHC","MIRP","MLB","21.575",,10,"50 / 55","45 / 50","","60 / 70","30 / 35","45",95.1,0.33732057,0.16746411,0.388601036,4.248251379938273,4.319211218389936,"26389"
"Trevor McDonald","SFG","MIRP","MLB","21.4305555",,33,"45 / 50","45 / 50","50 / 55","","30 / 50","35+",101.1,0.27906977,0.09767442,0.548,2.3092106422228884,4.0068344347286695,"26448"
"Angel Chivilli","COL","SIRP","MLB","20.0083333",,31,"45 / 55","","","50 / 55","30 / 50","35+",40.2,0.30538922,0.05988024,0.461538461,2.2131145810991364,3.5898726054409185,"26790"
"Jairo Iriarte","SDP","MIRP","MLB","20.6277777",,27,"45 / 50","55 / 60","","50 / 55","30 / 40","35+",91.1,0.26650367,0.10268949,0.393305439,5.1240878765962625,5.1352074245126245,"26907"
"Edgardo Henriquez","LAD","SP","MLB","20.1027777",,13,"60 / 65","55 / 60","50 / 50","30 / 45","30 / 50","45",35.2,0.26993865,0.11042945,0.40625,4.542055427044246,4.75244066299949,"26944"
"Alec Marsh","KCR","SP","MLB","24.2138888",,6,"60 / 60","50 / 55","50 / 50","45 / 50","40 / 45","45+",124.1,0.26943005,0.10189983,0.389684813,6.876675884530152,4.826035571900414,"27451"
"Anthony Veneziano","KCR","SIRP","MLB","24.9166666",,48,"50 / 55","","","50 / 55","20 / 30","35+",122.2,0.22791519,0.11660777,0.340782122,5.722826561540235,5.690775166975971,"27453"
"Reid Detmers","LAA","SP","MLB","23.0638888",47,1,"50 / 55","40 / 45","65 / 70","45 / 55","45 / 60","50",11.2,0.56818182,0.02272727,0.277777777,2.314285083693073,1.1464706569359895,"27468"
"Emerson Hancock","SEA","SP","MLB","23.1694444",,6,"45 / 50","55 / 60","45 / 50","55 / 60","35 / 55","45",98.1,0.22276029,0.09200969,0.330855018,3.752542566980527,5.4274793626876185,"27470"
"Jared Shuster","ATL","SP","MLB","23.9944444",,4,"40 / 45","45 / 50","","55 / 60","45 / 60","45",139.1,0.26173285,0.06859206,0.457300275,3.2942584934602763,3.9001458443882515,"27472"
"Cade Cavalli","WSN","SP","MLB","23.9638888",28,1,"70 / 70","55 / 60","55 / 60","55 / 60","30 / 45","55",105.1,0.260181,0.09049774,0.423357664,4.528481149325828,4.427189006486128,"27473"
"Max Meyer","MIA","SP","MLB","23.3861111",62,2,"55 / 60","60 / 70","","45 / 55","40 / 50","50",65,0.29365079,0.07539683,0.512987012,3.4615384615384617,3.492322579713969,"27474"
"Bryce Jarvis","ARI","SP","MLB","24.5972222",,11,"50 / 50","50 / 55","45 / 45","50 / 55","40 / 55","45",109.1,0.21579961,0.11560694,0.395136778,8.478659060441881,5.463226050273835,"27477"
"Bobby Miller","LAD","SP","MLB","23.3222222",63,2,"65 / 70","60 / 60","","45 / 55","40 / 45","50",115.1,0.30625,0.08125,0.492907801,4.135838264284472,3.5806369398637843,"27483"
"Landon Knack","LAD","SP","MLB","25.5444444",,12,"60 / 60","","50 / 55","45 / 50","40 / 50","45",64.2,0.28368794,0.09574468,0.368421052,5.010310066507881,4.162199304031524,"27487"
"Karl Kauffmann","COL","SP","AAA","24.9611111",,28,"45 / 50","45 / 50","","50 / 55","30 / 45","40",141.2,0.22748815,0.12480253,0.488664987,4.955294473467262,4.684104791218838,"27488"
"Clayton Beeter","LAD","SIRP","MLB","23.8111111",,14,"60 / 60","60 / 60","60 / 60","","30 / 40","45",77,0.37068966,0.13218391,0.393548387,4.558441445525493,3.644944038311934,"27494"
"Spencer Strider","ATL","SP","MLB","23.7583333",,2,"80 / 80","40 / 45","","40 / 55","45 / 50","45+",6.2,0.29411765,0.11764706,0.3,5.399997425080573,4.983604573536718,"27498"
"Slade Cecconi","ARI","SP","MLB","23.1027777",,10,"45 / 50","55 / 60","50 / 55","40 / 45","35 / 50","45",129.2,0.22438163,0.0565371,0.388174807,4.3727509857217735,4.850068187636008,"27500"
"Kyle Hurt","LAD","MIRP","MLB","24.1694444",,40,"55 / 55","30 / 40","","55 / 60","30 / 40","35+",71.2,0.32732733,0.17717718,0.458064516,5.274418230319836,4.377059571053632,"27514"
"Graham Ashcraft","CIN","SIRP","MLB","24.4722222",,17,"55 / 60","50 / 55","55 / 60","40 / 50","40 / 50","40+",41.1,0.21717172,0.09090909,0.661417322,2.6129035473366455,3.9231278244600536,"27552"
"Carmen Mlodzinski","PIT","MIRP","MLB","23.45",,31,"50 / 50","50 / 50","","40 / 45","35 / 50","40",106.1,0.23819742,0.08583691,0.37704918,4.824451641427241,4.586265094909384,"27572"
"Hayden Wesneski","NYY","SP","MLB","24.6555555",,18,"50 / 55","60 / 60","","45 / 50","45 / 45","40+",113.1,0.23404255,0.0787234,0.430420711,3.8911767107062833,4.543467106777422,"27581"
"Davis Daniel","LAA","SIRP","MLB","25.1388888",,18,"50 / 60","50 / 55","55 / 55","35 / 40","45 / 50","40",105,0.19413093,0.07900677,0.368589743,4.542857215063914,5.90402790956515,"27582"
"Garrett Acton","OAK","SIRP","AAA","24.1277777",,24,"65 / 65","45 / 50","","45 / 50","30 / 40","40",70,0.29967427,0.09446254,0.288135593,5.014285850914161,4.562899371995681,"27583"
"Logan Allen","CLE","MIRP","MLB","23.9055555",,17,"55 / 55","40 / 45","","","45 / 55","40+",132.2,0.31494662,0.09074733,0.382978723,4.748743536532473,3.5646221139041607,"27589"
"Jeff Criswell","OAK","MIRP","MLB","23.3916666",,13,"55 / 60","55 / 60","45 / 50","40 / 45","30 / 40","40+",118.1,0.23847695,0.09018036,0.389776357,4.030985633942439,4.729879890619449,"27608"
"Eric Orze","NYM","SP","MLB","24.9444444",,7,"45 / 50","45 / 50","","","45 / 55","45",55,0.31465517,0.07758621,0.382352941,5.563636556578083,3.6838927996344495,"27626"
"Mitchell Parker","WSN","MIRP","MLB","22.8444444",,26,"50 / 55","","55 / 55","30 / 40","30 / 40","35+",100,0.26834862,0.15366972,0.371900826,2.88,4.882255039960146,"27636"
"Luis L. Ortiz","PIT","SIRP","MLB","23.5111111",,23,"55 / 70","60 / 60","","30 / 40","30 / 50","40+",124.1,0.27058824,0.0745098,0.478125,4.560321902372627,3.749977539173321,"27646"
"Connor Phillips","CIN","MIRP","MLB","21.2416666",,6,"50 / 60","60 / 60","50 / 55","","30 / 40","45",109.2,0.31712474,0.13953488,0.379032258,3.775075812756579,4.070584631355804,"27649"
"Ken Waldichuk","NYY","SP","MLB","24.5638888",45,3,"60 / 65","50 / 50","45 / 45","60 / 70","45 / 50","50",98,0.33740831,0.08801956,0.442922374,2.9387751670243594,3.5287594166610092,"27681"
"Carson Spiers","CIN","SP","MLB","24.7222222",,15,"45 / 50","55 / 60","","40 / 50","35 / 55","40+",121.2,0.19372694,0.08302583,0.412698412,5.326027842568413,5.1364411931278635,"27685"
"Jack Kochanowicz","LAA","SP","MLB","21.6083333",,29,"45 / 45","45 / 50","55 / 60","45 / 50","30 / 50","35+",57.2,0.21370968,0.07258065,0.523809523,4.994219212683598,4.619849522468043,"27688"
"Louie Varland","MIN","SIRP","MLB","24.6444444",,28,"50 / 55","40 / 50","","45 / 55","40 / 50","40",126.1,0.27340824,0.07865169,0.402985074,3.063324615340739,4.146888731546667,"27691"
"Justin Sterner","TBR","SIRP","MLB","25.9222222",,51,"50 / 55","60 / 60","","","55 / 55","35+",50.1,0.31506849,0.10958904,0.223140495,3.7549671423570796,4.579212076433054,"27694"
"Mitch Spence","NYY","MIRP","MLB","24.2361111",,31,"40 / 45","60 / 60","45 / 50","30 / 40","30 / 45","35+",131.1,0.22398589,0.07583774,0.474093264,4.659898657625408,4.219148888230455,"27707"
"Kyle Harrison","SFG","SP","MLB","20.9694444",40,3,"55 / 60","60 / 60","","45 / 60","35 / 55","50",113,0.39828694,0.10492505,0.369863013,2.7079646017699117,2.904774624214763,"27758"
"Yosver Zulueta","TOR","SIRP","MLB","24.5222222",,18,"70 / 70","","50 / 55","","40 / 40","40",55.2,0.33870968,0.12903226,0.478632478,3.718562661898341,3.816522735979653,"27765"
"Eury Perez","MIA","SP","MLB","19.2944444",11,1,"55 / 70","50 / 60","45 / 50","45 / 60","50 / 70","60",77,0.34591195,0.07861635,0.406779661,3.9740259740259742,3.438211346137059,"27768"
"Kyle Nicolas","PIT","SIRP","MLB","23.4416666",,16,"55 / 60","55 / 60","45 / 45","30 / 30","30 / 40","40+",91.2,0.26208651,0.11959288,0.371794871,3.9272731630940565,4.8628225164612084,"27775"
"Bryce Elder","ATL","SP","MLB","23.2",,8,"35 / 35","50 / 55","","45 / 55","50 / 55","40+",112.2,0.21814255,0.07775378,0.55732484,4.153846036644489,3.9946066035085073,"27779"
"Brandon Pfaadt","ARI","SP","MLB","23.7944444",101,6,"60 / 60","55 / 55","50 / 50","50 / 55","45 / 55","50",170,0.31571429,0.04714286,0.334894613,3.8117647058823527,3.891924381870751,"27782"
"Zach Brzykcy","WSN","SIRP","MLB","23.0527777",,18,"60 / 60","","55 / 55","","30 / 35","40",61.1,0.38461538,0.11740891,0.412280701,1.7608693792627501,3.3128086363061637,"27783"
"Will Klein","KCR","SIRP","MLB","22.675",,36,"60 / 60","","55 / 60","","30 / 35","35+",43.2,0.23706897,0.21982759,0.432203389,10.511449157313088,6.324990305940709,"27787"
"Gavin Stone","LAD","MIRP","MLB","23.7944444",,21,"60 / 60","50 / 55","45 / 50","55 / 60","30 / 40","40+",121.2,0.33870968,0.08870968,0.470802919,1.479452155298092,3.0842048566817732,"27792"
"Jared Jones","PIT","SP","MLB","20.9861111",,9,"60 / 60","55 / 60","55 / 55","40 / 50","30 / 45","45",122.2,0.26691729,0.09586466,0.386503067,4.622282992013267,4.270271165650977,"27863"
"J.T. Ginn","OAK","SP","MLB","23.1972222",,9,"50 / 55","60 / 60","","40 / 50","35 / 55","45",42.1,0.24731183,0.07526882,0.606837606,5.102362817762819,3.9345583577565377,"27889"
