Name,Org,Pos,Current Level,Age,Top 100,Org Rk,FB,SL,CB,CH,CMD,FV,IP,K%,BB%,GB%,ERA,xFIP,playerId
"Grant Holmes","ATL","MIRP","MLB","28.3388888",,19,"55 / 55","60 / 60","50 / 50","","40 / 40","40",44,0.2972973,0.08648649,0.446428571,3.6818181818181817,3.5413092609156265,"16944"
"Emmanuel Ramirez","MIA","SIRP","","30.025",,25,"50 / 50","45 / 45","","","40 / 40","35+",48,0.29207921,0.08910891,0.44262295,4.499999821186073,3.8453655066066608,"17304"
"Matt Krook","BAL","MIRP","MLB","29.7583333",,40,"40 / 40","60 / 60","","40 / 40","35 / 35","35+",47.2,0.3019802,0.16336634,0.542857142,3.776223373282546,4.3670316376330085,"19315"
"Guillo Zuniga","LAA","SIRP","AAA","25.7888888",,20,"60 / 60","55 / 60","","45 / 45","40 / 40","35+",38,0.18674699,0.05421687,0.396694214,5.4473684552303645,5.056274478829104,"19588"
"Bryan Hudson","MIL","SIRP","MLB","27.2111111",,41,"55 / 55","45 / 50","","","40 / 40","35+",21.1,0.34408602,0.07526882,0.555555555,2.9531241199004294,2.6396064897541516,"19924"
"Daysbel Hernandez","ATL","SIRP","MLB","27.8583333",,31,"60 / 60","60 / 60","","","30 / 30","35+",44.2,0.2755102,0.13265306,0.440366972,2.619402686799156,4.49590322254107,"20271"
"Luis Gil","NYY","SIRP","MLB","26.1416666",,12,"60 / 70","55 / 55","","30 / 30","35 / 35","40+",19.1,0.37179487,0.1025641,0.307692307,3.7241366604141417,3.913244054423133,"21052"
"Daniel Robert","TEX","SIRP","MLB","29.9",,31,"55 / 55","60 / 60","","","40 / 40","35+",51,0.315,0.08,0.401709401,2.4705883276916327,4.030348737175018,"21229"
"Allan Winans","ATL","SP","MLB","28.9555555",,24,"30 / 30","50 / 50","","60 / 60","40 / 50","35+",114.2,0.20833333,0.06458333,0.446745562,3.2965119203533724,4.494150702984838,"21238"
"Jacob Latz","TEX","SIRP","MLB","28.2944444",,22,"55 / 55","50 / 50","45 / 45","65 / 65","40 / 40","40",17.1,0.24050633,0.17721519,0.372093023,4.67307778011428,5.620765403251538,"21306"
"Bryce Montes de Oca","NYM","SIRP","AAA","28.2527777",,41,"70 / 70","60 / 60","","","30 / 30","35+",10,0.25454545,0.27272727,0.458333333,9.9000002360344,7.62266309711745,"21319"
"Stephen Kolek","SDP","SIRP","MLB","27.2666666",,16,"55 / 55","50 / 50","","30 / 30","40 / 40","40",6.2,0.24137931,0.13793103,0.529411764,0,5.169917629927955,"21487"
"Alex Speas","HOU","SIRP","MLB","26.3888888",,32,"60 / 60","60 / 60","","","20 / 20","35+",35.2,0.2513089,0.2565445,0.413043478,10.850469296421853,6.8131076521069485,"21859"
"Cole Winn","TEX","SIRP","MLB","24.6638888",,23,"50 / 50","55 / 55","","","30 / 40","40",23,0.26923077,0.07692308,0.412698412,5.478260869565218,4.562272843639522,"22113"
"Hagen Danner","TOR","SIRP","MLB","25.8166666",,23,"55 / 55","60 / 60","","","40 / 40","40",41.1,0.25142857,0.08,0.382608695,3.266129434170807,4.250588801010024,"22116"
"Sean Reynolds","SDP","SIRP","MLB","26.2638888",,22,"55 / 55","50 / 55","","45 / 50","30 / 40","35+",57.1,0.28136882,0.12927757,0.459459459,5.808139881075835,4.73737320670569,"22253"
"Owen White","TEX","SP","MLB","24.9583333",,17,"35 / 35","55 / 55","50 / 50","45 / 50","45 / 45","40",105,0.19206681,0.1085595,0.430340557,5.828571428571428,5.648642987296695,"22273"
"Keider Montero","DET","SP","MLB","24.05",,22,"55 / 60","50 / 50","50 / 50","40 / 40","40 / 40","35+",57.1,0.23954373,0.12547529,0.397515527,5.023256259586091,4.912606990129694,"22630"
"Yoendrys Gomez","NYY","MIRP","MLB","24.775",,23,"55 / 55","50 / 50","50 / 50","40 / 45","40 / 45","40",84,0.26934097,0.11461318,0.338235294,3.85714293651435,4.798973551265802,"22872"
"Carlos Vargas","SEA","SIRP","MLB","24.7805555",,29,"60 / 60","55 / 60","","","30 / 30","35+",58.2,0.17557252,0.08015267,0.527777777,3.6818187005264447,4.913634040646214,"22915"
"Prelander Berroa","CHW","SIRP","MLB","24.2666666",,12,"70 / 70","60 / 60","","","30 / 35","40+",50.1,0.23236515,0.14937759,0.309859154,6.973510638459125,5.408575494900699,"22932"
"Dedniel Nunez","NYM","SIRP","MLB","28.1361111",,33,"55 / 60","55 / 60","45 / 45","40 / 40","40 / 40","35+",16.1,0.37142857,0.1,0.371428571,2.7551026172512043,2.5746461548262167,"23055"
"Steven Cruz","KCR","SIRP","MLB","25.1083333",,34,"70 / 70","50 / 50","","","35 / 35","35+",56.1,0.25833333,0.1125,0.482517482,3.8343198728229475,4.2187203209836515,"23165"
"Michael Mercado","PHI","SIRP","MLB","25.275",,10,"55 / 55","","55 / 55","40 / 40","40 / 40","40",75.1,0.23642173,0.11501597,0.380710659,2.3893807527929347,5.091205476653778,"23223"
"Jose Butto","NYM","SP","MLB","26.3472222",,16,"45 / 45","50 / 50","40 / 40","60 / 60","50 / 50","40",54.1,0.20888889,0.08888889,0.438709677,2.6503069965673336,4.887683303140512,"23313"
"Freddy Tarnok","OAK","MIRP","AAA","25.6666666",,16,"50 / 50","55 / 55","45 / 45","55 / 60","40 / 40","40",31.2,0.24489796,0.13605442,0.317647058,7.389475167821617,5.4125447307955845,"23324"
"Joey Cantillo","CLE","SP","MLB","24.6",,12,"50 / 50","40 / 45","55 / 55","60 / 60","35 / 45","40+",46.2,0.27884615,0.14903846,0.452991452,4.43571508265894,4.67072265251219,"23335"
"Ricky Vanasco","LAD","SIRP","AAA","25.7805555",,35,"60 / 60","","45 / 60","","35 / 40","40",43.1,0.2617801,0.15706806,0.403846153,2.2846155522137828,4.880619185687727,"23391"
"Hunter Stratton","PIT","SIRP","MLB","27.6861111",,20,"50 / 50","60 / 60","","","60 / 60","40",14,0.25,0.05357143,0.25,0,4.604435845358032,"23455"
"Keaton Winn","SFG","SP","MLB","26.4277777",,4,"60 / 60","45 / 45","","","50 / 50","45+",9.1,0.23076923,0.1025641,0.52,2.892855098358451,4.92840773617618,"23499"
"Ben Brown","CHC","SIRP","MLB","24.875",,12,"60 / 60","","70 / 70","","40 / 45","45",14,0.22641509,0.09433962,0.485714285,0.6428571428571429,4.560016456672123,"23590"
"Josh Walker","NYM","SIRP","MLB","29.6472222",,19,"55 / 55","","60 / 60","40 / 40","50 / 50","40",40.2,0.3,0.12777778,0.414893617,3.762294787868532,4.384577329366694,"23617"
"Clayton Andrews","NYY","SIRP","","27.5555555",,39,"45 / 45","50 / 50","","60 / 60","55 / 55","35+",31.2,0.25,0.1875,0.525641025,7.673683469077629,5.424468176307901,"23631"
"Randy Rodriguez","SFG","SIRP","MLB","24.8861111",,11,"60 / 65","60 / 60","","40 / 45","40 / 40","40+",14.2,0.20967742,0.19354839,0.432432432,2.45454492253717,6.08075258517148,"23974"
"Ronny Henriquez","MIN","MIRP","MLB","24.0944444",,27,"50 / 50","","","55 / 60","40 / 50","40",59,0.24901186,0.06719368,0.517857142,3.3559322033898304,3.7249593530671072,"24094"
"Luis Peralta","PIT","SIRP","MLB","23.55",,25,"55 / 60","55 / 60","","","45 / 55","40",47.2,0.40106952,0.11229947,0.488372093,0.9440558810963743,2.5226683746646383,"24203"
"Kai-Wei Teng","SFG","SIRP","MLB","25.6472222",,33,"45 / 45","60 / 60","45 / 45","40 / 40","40 / 40","35+",79,0.17287234,0.12234043,0.42519685,8.658228031012367,6.297732011248829,"24282"
"Justin Martinez","ARI","SIRP","MLB","22.9833333",,14,"60 / 65","45 / 50","","","30 / 40","40+",11.2,0.42,0.08,0.565217391,3.0857134449240973,1.7815251740243077,"24453"
"Simeon Woods Richardson","MIN","SP","MLB","23.825",,20,"45 / 45","50 / 50","50 / 50","45 / 50","55 / 60","40",18.1,0.19736842,0.09210526,0.415094339,4.418182584274047,4.742603033530233,"24494"
"Lyon Richardson","CIN","MIRP","MLB","24.5166666",,14,"55 / 55","45 / 45","50 / 50","60 / 60","40 / 40","40",106.1,0.20550847,0.12711864,0.479729729,4.316614626540163,5.0326227870807285,"24581"
"Jonathan Bowlan","KCR","SP","MLB","27.6472222",,39,"55 / 55","55 / 55","50 / 50","40 / 40","55 / 55","35+",107.1,0.21551724,0.07758621,0.433121019,4.695652323415597,4.433981297530187,"24607"
"Victor Vodnik","COL","SIRP","MLB","24.7916666",,30,"70 / 70","45 / 45","","50 / 55","35 / 35","40",11.2,0.19642857,0.08928571,0.444444444,8.485711973541267,5.707232054846422,"24614"
"Randy Vasquez","SDP","MIRP","MLB","25.725",,8,"50 / 50","","60 / 60","45 / 50","45 / 45","40+",52.1,0.2248996,0.08433735,0.383233532,7.738852280962031,5.067110493591605,"24719"
"Mike Burrows","PIT","SP","MLB","24.7111111",,5,"55 / 55","40 / 50","55 / 55","60 / 60","45 / 50","45+",51.1,0.25106383,0.10212766,0.418918918,5.259739412869882,4.375676620126391,"24728"
"Kyle Leahy","STL","MIRP","MLB","27.1388888",,19,"50 / 50","50 / 50","45 / 45","45 / 55","45 / 45","40",34,0.25352113,0.05633803,0.505263157,3.4411764705882355,3.791238845358877,"24763"
"Ryan Fernandez","STL","SIRP","MLB","26.1194444",,18,"50 / 50","60 / 60","","","55 / 60","40",9.2,0.16216216,0.02702703,0.551724137,3.724136706340163,4.885006112222076,"24862"
"Kody Funderburk","MIN","SIRP","MLB","27.6583333",,26,"50 / 50","60 / 60","","","50 / 50","40",23,0.32692308,0.14423077,0.46,5.478260869565218,4.0122595710418185,"24993"
"Jacob Lopez","TBR","SIRP","MLB","26.3694444",,25,"35 / 35","60 / 60","","45 / 45","60 / 60","40",95,0.27832512,0.12561576,0.424242424,4.263158493887438,4.513815249822322,"25098"
"Roddery Munoz","MIA","SIRP","MLB","24.2777777",,21,"60 / 60","70 / 70","","30 / 30","35 / 40","40",55,0.21186441,0.11440678,0.402684563,4.581818181818182,5.3394667479124935,"25311"
"Devin Sweet","DET","SIRP","MLB","27.8833333",,27,"45 / 45","","45 / 45","60 / 60","45 / 45","35+",79.2,0.33048433,0.11965812,0.370165745,3.7280333128878937,4.1792885598428455,"25348"
"Cody Morris","NYY","MIRP","","27.7222222",,20,"60 / 60","","50 / 50","60 / 60","40 / 40","40",45.2,0.26315789,0.15789474,0.418803418,5.321167512798483,4.9986831399592635,"25388"
"Brady Basso","OAK","SP","CPX","26.7944444",,13,"40 / 40","","55 / 60","","45 / 55","40",97,0.27804878,0.06341463,0.374045801,4.360825342508245,3.788719347281127,"25582"
"Justin Slaten","BOS","SIRP","MLB","26.8583333",,17,"65 / 65","70 / 70","","","40 / 40","40+",6.2,0.25925926,0.07407407,0.1875,1.3500013176364647,5.020266556912997,"25648"
"McKinley Moore","NYY","SIRP","AA","25.9166666",,28,"60 / 60","60 / 60","","","30 / 30","40",21.1,0.22321429,0.16964286,0.542372881,6.749997856328945,5.464428338113155,"25663"
"Nick Avila","SFG","SIRP","","26.9972222",,34,"50 / 50","","50 / 50","","50 / 50","35+",29.1,0.26717557,0.08396947,0.361445783,7.363639585613644,4.601814102615897,"25667"
"Seth Johnson","BAL","SIRP","MLB","25.8472222",,16,"50 / 55","","50 / 55","40 / 40","30 / 40","40+",97.2,0.21921182,0.12561576,0.369230769,2.6723548618240205,4.670638478685278,"26020"
"Anthony Maldonado","MIA","SIRP","MLB","26.4666666",,20,"40 / 40","70 / 70","","","55 / 55","40",52.1,0.26872247,0.11453744,0.326086956,4.299363475178856,4.776652154097234,"26034"
"Sawyer Gipson-Long","DET","MIRP","MLB","26.6166666",,16,"40 / 40","60 / 60","","50 / 55","45 / 50","40",3,0.33333333,0,0.5,3,1.2555513550837842,"26048"
"Andrew Saalfrank","ARI","SIRP","MLB","26.9333333",,47,"40 / 45","","60 / 60","","30 / 30","35+",33,0.26470588,0.11029412,0.560975609,3,4.228159415180033,"26203"
"Caleb Kilian","CHC","MIRP","MLB","27.1444444",,29,"70 / 70","45 / 45","50 / 50","40 / 45","50 / 50","40",54.2,0.20524017,0.07423581,0.464968152,3.457316751497152,4.4021305365647,"26213"
"Jackson Rutledge","WSN","MIRP","MLB","25.3138888",,21,"55 / 55","50 / 50","55 / 50","45 / 45","40 / 45","40",129.1,0.22651007,0.13758389,0.414835164,6.262886844237292,5.31392956306782,"26215"
"Orlando Ribalta","WSN","SIRP","MLB","26.3861111",,12,"55 / 55","55 / 60","","","30 / 35","40+",54.1,0.3377193,0.14035088,0.273504273,2.815951183852792,4.299250568543278,"26247"
"Erik Miller","SFG","SIRP","MLB","26.4472222",,19,"60 / 60","50 / 50","","60 / 60","40 / 40","40",4.2,0.28571429,0.0952381,0.666666666,1.9285701148372958,3.5512488670740354,"26252"
"Joey Estes","OAK","SP","MLB","22.7944444",,14,"60 / 60","40 / 40","","30 / 40","50 / 60","40",35.1,0.22972973,0.07432432,0.336633663,5.094340080975594,5.145007595681733,"26257"
"Blake Walston","ARI","SP","MLB","23.0722222",,33,"30 / 30","50 / 55","50 / 50","45 / 50","40 / 45","35+",71.1,0.22600619,0.10835913,0.446078431,4.920560966944515,5.160363099057287,"26270"
"Marc Church","TEX","SIRP","MLB","23.3166666",,15,"60 / 60","","","","30 / 40","40+",36.1,0.28104575,0.09803922,0.318681318,3.715596679745808,4.491319014864631,"26353"
"DJ Herz","WSN","SIRP","MLB","23.5555555",,13,"50 / 50","40 / 45","","70 / 70","30 / 40","40+",43.1,0.26203209,0.19786096,0.33,3.7384619772646364,5.86310291887598,"26389"
"Porter Hodge","CHC","SIRP","MLB","23.425",,24,"60 / 60","60 / 60","","","35 / 40","40",25.2,0.31355932,0.16101695,0.483333333,4.558440993861286,3.875185906243156,"26413"
"Bradley Blalock","MIL","SP","MLB","23.5805555",,13,"50 / 50","50 / 50","50 / 50","45 / 50","50 / 60","40+",91.2,0.20984456,0.07512953,0.431734317,4.221818035409475,3.8936589805337114,"26419"
"Sam Aldegheri","PHI","SP","MLB","22.875",,22,"40 / 40","50 / 55","45 / 50","45 / 50","35 / 55","35+",95.1,0.335,0.1025,0.362790697,3.587412707035782,3.0771264900017727,"26443"
"Trevor McDonald","SFG","MIRP","MLB","23.4111111",,20,"50 / 50","","60 / 60","40 / 45","40 / 45","40",87,0.2025974,0.08831169,0.492063492,4.862068325954526,4.809837712080915,"26448"
"Angel Chivilli","COL","MIRP","MLB","21.9888888",,6,"55 / 55","50 / 50","","60 / 70","40 / 50","45",32,0.33076923,0.1,0.408450704,1.9687506160700758,3.1744854856635993,"26790"
"Jairo Iriarte","CHW","SP","MLB","22.6083333",67,5,"60 / 60","55 / 60","","45 / 55","30 / 45","50",129,0.22568807,0.10642202,0.469387755,3.627906976744186,4.169597184669602,"26907"
"Edgardo Henriquez","LAD","SP","MLB","22.0833333",,21,"60 / 60","55 / 60","50 / 50","30 / 45","30 / 50","40+",53.1,0.38596491,0.13157895,0.411764705,2.7000001684762642,3.261778034669356,"26944"
"Anthony Molina","COL","SP","MLB","22.5333333",,38,"50 / 55","35 / 40","","55 / 60","35 / 55","35+",11.1,0.20408163,0.04081633,0.605263157,4.764707218817324,4.124664715054012,"26952"
"Anthony Veneziano","KCR","MIRP","MLB","26.8972222",,32,"50 / 50","55 / 55","","50 / 50","40 / 40","35+",96.1,0.19668246,0.10900474,0.396491228,5.138408474061183,5.129197167730361,"27453"
"Emerson Hancock","SEA","SP","MLB","25.15",,8,"45 / 45","50 / 50","","50 / 55","55 / 60","45",104,0.16818182,0.09090909,0.429906542,4.067307766901672,5.586376222370575,"27470"
"Cade Cavalli","WSN","SP","MLB","25.9444444",61,3,"55 / 55","50 / 55","70 / 70","55 / 55","40 / 45","50",8.1,0.41935484,0.16129032,0.5,2.159998290254039,3.391778351996061,"27473"
"Max Meyer","MIA","SP","MLB","25.3666666",60,1,"50 / 50","60 / 60","","50 / 60","45 / 55","50",65,0.2633452,0.08896797,0.5,3.876923076923077,3.7138402141057534,"27474"
"Bryce Jarvis","ARI","MIRP","MLB","26.5777777",,29,"40 / 45","60 / 60","45 / 45","55 / 55","40 / 40","40",11.2,0.23529412,0.07843137,0.529411764,6.9428552510792185,4.138716459414575,"27477"
"Landon Knack","LAD","SP","MLB","27.525",,23,"45 / 45","","","50 / 50","45 / 50","40",72,0.29152542,0.10847458,0.294797687,3.75,4.7558760844998895,"27487"
"Clayton Beeter","NYY","SIRP","MLB","25.7916666",,22,"60 / 60","60 / 60","60 / 60","","30 / 40","40",56,0.32017544,0.11842105,0.411290322,2.4107142857142856,3.836824722268752,"27494"
"Slade Cecconi","ARI","SP","MLB","25.0833333",,5,"50 / 50","50 / 50","55 / 55","55 / 60","50 / 50","45",55.1,0.29596413,0.07623318,0.44117647,3.578313458587087,3.849818528019505,"27500"
"Kyle Hurt","LAD","SP","MLB","26.15",109,7,"60 / 60","40 / 50","45 / 45","80 / 80","40 / 40","50",19.1,0.32183908,0.17241379,0.38095238,2.3275854414626016,4.554859566542088,"27514"
"Davis Daniel","LAA","SP","MLB","27.1194444",,16,"45 / 45","50 / 50","55 / 55","30 / 35","50 / 50","35+",121,0.2317757,0.06542056,0.397790055,5.355371900826446,4.726365007250763,"27582"
"Jake Eder","CHW","SP","MLB","25.7916666",,8,"45 / 50","70 / 70","","40 / 45","40 / 45","45+",109,0.244,0.116,0.407051282,6.605504587155964,4.142789921058397,"27590"
"Jeff Criswell","COL","SP","MLB","25.3722222",,39,"50 / 50","55 / 60","45 / 50","40 / 45","30 / 40","35+",61.2,0.2996633,0.1043771,0.347058823,6.27567515805836,4.550982085255502,"27608"
"Walter Pennington","KCR","SIRP","MLB","26.2777777",,35,"45 / 45","55 / 55","","","45 / 45","35+",70.2,0.34265734,0.08041958,0.537974683,2.037735695514711,2.878022944922363,"27624"
"Mitchell Parker","WSN","MIRP","MLB","24.825",,9,"45 / 45","45 / 50","55 / 55","","40 / 40","40+",10,0.24242424,0.03030303,0.347826086,0,4.2932701542973515,"27636"
"Connor Phillips","CIN","MIRP","MLB","23.2222222",,6,"60 / 60","45 / 55","60 / 60","30 / 40","30 / 45","45",84.2,0.19806763,0.15217391,0.388461538,7.44094577590411,6.198101836249296,"27649"
"Carson Spiers","CIN","SP","MLB","26.7027777",,26,"40 / 40","50 / 50","","45 / 50","40 / 45","35+",55.1,0.26086957,0.06956522,0.448275862,2.439758671716176,4.025066530929278,"27685"
"Jack Kochanowicz","LAA","SP","MLB","23.5888888",,13,"35 / 35","50 / 55","45 / 45","50 / 55","45 / 50","40",105,0.19068736,0.06208426,0.623824451,4.371428571428571,3.42894731014967,"27688"
"Justin Sterner","TBR","SIRP","MLB","27.9027777",,38,"50 / 50","55 / 60","","","50 / 50","35+",52.1,0.32380952,0.08095238,0.375,3.0955409123848123,3.794717145004607,"27694"
"Mitch Spence","OAK","MIRP","MLB","26.2166666",,12,"50 / 50","60 / 60","50 / 50","","30 / 45","40",17.2,0.28767123,0.08219178,0.704545454,3.056603223584153,3.3237971180671444,"27707"
"Kyle Harrison","SFG","SP","MLB","22.95",24,1,"55 / 60","55 / 55","","55 / 60","45 / 55","55",12.2,0.28813559,0.13559322,0.4,4.263156824825481,4.603947828859648,"27758"
"Yosver Zulueta","CIN","SIRP","MLB","26.5027777",,36,"60 / 60","70 / 70","","40 / 40","20 / 30","35+",59,0.25,0.13432836,0.630573248,4.423728813559322,4.0500468571812425,"27765"
"Kyle Nicolas","PIT","MIRP","MLB","25.4222222",,21,"55 / 55","55 / 55","55 / 60","30 / 30","30 / 40","40",16,0.29166667,0.18055556,0.459459459,3.375,4.955705706801166,"27775"
"Zach Brzykcy","WSN","SIRP","MLB","25.0333333",,15,"60 / 60","","55 / 55","","30 / 35","40",35.1,0.33076923,0.10769231,0.444444444,2.0377360323902374,3.4036486442308567,"27783"
"Will Klein","KCR","SIRP","MLB","24.6555555",,16,"65 / 65","","50 / 55","","30 / 40","40+",47.2,0.24056604,0.16509434,0.408333333,3.776223373282546,5.397835265619904,"27787"
"Gavin Stone","LAD","SIRP","MLB","25.775",,13,"45 / 45","40 / 40","","70 / 70","45 / 50","45",14,0.25490196,0.03921569,0.583333333,3.2142857142857144,3.8962723625557767,"27792"
"Jared Jones","PIT","SP","MLB","22.9666666",17,2,"70 / 70","70 / 70","50 / 50","55 / 60","45 / 50","55",27.1,0.2952381,0.1047619,0.451612903,1.9756099858644516,3.9537184890580983,"27863"
"Cade Smith","CLE","SIRP","MLB","25.2083333",,27,"65 / 65","55 / 55","","","30 / 35","40",9,0.33333333,0,0.434782608,2,2.734017831087113,"27867"
"J.T. Ginn","OAK","SP","MLB","25.1777777",,15,"45 / 45","50 / 50","45 / 45","40 / 50","55 / 60","40",102.2,0.21225383,0.08752735,0.540716612,5.259740683175551,4.574030813132441,"27889"
"John McMillon","KCR","SIRP","AAA","26.4916666",,36,"65 / 65","60 / 60","","","30 / 30","35+",33.1,0.2345679,0.17283951,0.439560439,5.940000566482598,5.694367212981479,"27942"
"Cristian Mena","ARI","SP","MLB","21.5916666",,10,"40 / 45","45 / 55","55 / 60","40 / 55","45 / 60","40+",96.2,0.23831776,0.10981308,0.466666666,4.562069445597623,4.660490421935885,"27974"
"Luke Little","CHC","SIRP","MLB","23.9",,17,"65 / 65","60 / 60","","45 / 50","30 / 30","40+",15,0.25,0.171875,0.515151515,3.6,5.59999713900476,"28036"
"Yilber Diaz","ARI","SIRP","MLB","23.9305555",,6,"60 / 65","55 / 60","55 / 60","","30 / 40","45",104.1,0.32110092,0.10779817,0.391836734,3.7955273415819524,3.632827494682779,"29271"
"River Ryan","LAD","SP","MLB","25.9361111",34,2,"60 / 60","","55 / 60","40 / 50","40 / 50","55",24.1,0.33684211,0.08421053,0.611111111,2.2191783721059477,3.2214621979883313,"29514"
"Gordon Graceffo","STL","SP","MLB","24.3527777",,25,"40 / 50","60 / 60","45 / 45","40 / 40","50 / 55","35+",136.2,0.18270799,0.08482871,0.400457665,4.873170618355667,5.184628197476122,"29519"
"Ryan Loutos","STL","SIRP","MLB","25.4861111",,20,"60 / 60","","55 / 60","","50 / 50","40",56,0.25311203,0.09958506,0.458064516,3.375,4.254479453712702,"29521"
"Joe Boyle","OAK","SIRP","MLB","24.9444444",,4,"60 / 70","60 / 60","60 / 60","","20 / 30","45",64,0.32490975,0.19494585,0.488372093,5.343749840743844,4.783023424586163,"29608"
"Alek Jacob","SDP","SIRP","MLB","26.1055555",,21,"35 / 35","60 / 60","","50 / 50","50 / 55","35+",57.2,0.25185185,0.11481481,0.374233128,5.306357913476323,5.0054173210142805,"29628"
"Mason Montgomery","TBR","SIRP","MLB","24.1027777",,27,"50 / 50","50 / 55","","45 / 50","40 / 45","40",92,0.26066351,0.09004739,0.345864661,6.260870473822165,4.474910808853414,"29770"
"Robert Gasser","MIL","SP","MLB","25.15",,8,"40 / 40","55 / 60","","30 / 40","55 / 60","45",25.1,0.27433628,0.10619469,0.446153846,5.684211239590298,3.932120161866058,"29812"
"Ky Bush","CHW","MIRP","MLB","24.7",,17,"40 / 40","55 / 60","50 / 55","45 / 50","30 / 40","40",108.1,0.23129252,0.10430839,0.437062937,3.240000209162799,3.9876550687340244,"29823"
"Nick Nastrini","CHW","SIRP","MLB","24.4333333",,7,"60 / 60","50 / 60","55 / 60","40 / 50","30 / 40","45+",99.1,0.24008811,0.13436123,0.319852941,5.073825665730779,5.414079639850794,"29833"
"Chayce McDermott","BAL","SP","MLB","25.9222222",,8,"55 / 60","50 / 55","55 / 60","40 / 50","30 / 45","45+",110.2,0.32919255,0.13250518,0.370967741,3.6596384490932774,4.157052161337859,"29866"
"Michael McGreevy","STL","SP","MLB","24.0444444",,26,"40 / 40","55 / 60","45 / 50","40 / 50","55 / 60","35+",157,0.21471471,0.06606607,0.494623655,4.012738853503185,4.140450311561299,"29869"
"Sean Burke","CHW","MIRP","MLB","24.6",,23,"55 / 60","50 / 55","50 / 50","40 / 50","30 / 40","40",71.2,0.33012821,0.13141026,0.380368098,4.772093573612093,4.357513125284588,"29878"
"Spencer Arrighetti","HOU","MIRP","MLB","24.5611111",,7,"50 / 50","60 / 60","","30 / 40","40 / 45","40+",13.1,0.25,0.13333333,0.371428571,4.050000965595475,5.055831819024003,"29921"
"Dylan Dodd","ATL","SP","MLB","26.1333333",,25,"40 / 40","","","55 / 55","60 / 60","35+",113.2,0.20874751,0.06759443,0.390934844,5.1466280265766065,4.630715687476481,"29928"
"Jordan Leasure","CHW","SIRP","MLB","25.9416666",,13,"70 / 70","","45 / 50","","30 / 35","40+",19,0.2987013,0.12987013,0.511627906,3.789473684210526,4.424831139592665,"29950"
"AJ Smith-Shawver","ATL","SP","MLB","21.6777777",25,1,"60 / 60","50 / 60","50 / 55","50 / 60","40 / 50","55",99.2,0.28571429,0.10070258,0.30620155,5.4180600278573685,4.393785206584104,"29960"
"Grant Holman","OAK","SIRP","MLB","24.15",,9,"50 / 50","50 / 50","","55 / 60","50 / 55","40+",50.2,0.30102041,0.1122449,0.441441441,0.7105264049487873,4.036517463649693,"30002"
"Julian Aguiar","CIN","SP","MLB","23.1388888",,7,"45 / 50","55 / 55","","50 / 55","55 / 60","45",119.1,0.2,0.05858586,0.390934844,3.846368879024948,4.146059491286794,"30031"
"Cade Povich","BAL","SP","MLB","24.2833333",94,5,"45 / 50","50 / 55","50 / 55","35 / 50","45 / 55","50",84.2,0.28242075,0.08645533,0.406542056,3.2952759864718204,4.096897268989432,"30055"
"David Festa","MIN","SP","MLB","24.3777777",93,4,"50 / 55","55 / 60","","45 / 50","50 / 55","50",61.1,0.34496124,0.10465116,0.452554744,3.9619568502970863,3.219969612808829,"30056"
"Landen Roupp","SFG","MIRP","MLB","25.8722222",,18,"45 / 45","50 / 50","80 / 80","","50 / 60","40",34.1,0.40441176,0.13235294,0.580645161,2.883495412613157,3.1228026703219283,"30076"
"Ben Casparius","LAD","MIRP","MLB","25.4527777",,43,"40 / 40","70 / 70","","40 / 45","30 / 40","35+",88.2,0.28042328,0.12169312,0.347031963,3.3496239400582586,4.934283077560074,"30085"
"Jordan Wicks","CHC","SP","MLB","24.8972222",48,5,"50 / 50","50 / 55","50 / 50","60 / 60","55 / 60","50",42.1,0.2259887,0.06779661,0.423728813,4.03937038206644,4.296656135305633,"30094"
"Christian Scott","NYM","SP","MLB","25.1083333",47,1,"60 / 60","55 / 55","","","50 / 55","50",47.1,0.3442623,0.07103825,0.424528301,2.8521129825337352,3.2225308536606834,"30107"
"Brant Hurter","DET","MIRP","MLB","25.8833333",,17,"35 / 35","60 / 60","","50 / 55","50 / 60","40",82.1,0.22162162,0.07027027,0.514285714,5.6842108774662945,4.387090278376073,"30133"
"Ty Madden","DET","SP","MLB","24.425",,5,"55 / 55","55 / 60","50 / 50","45 / 50","45 / 50","45",102.1,0.28509719,0.10151188,0.36101083,6.596090795405708,4.151514098928737,"30140"
"Jack Leiter","TEX","SIRP","MLB","24.2583333",,10,"60 / 65","55 / 60","40 / 45","40 / 40","30 / 40","40+",89.2,0.30890052,0.10471204,0.387850467,3.6133827715245226,4.57908219518357,"30146"
"Richard Fitts","BOS","SP","MLB","24.6027777",,21,"60 / 60","55 / 55","","40 / 45","60 / 60","40",120,0.22574257,0.07524752,0.421511627,4.050000458657793,4.674887571835178,"30160"
"Carlos Rodriguez","MIL","SP","MLB","22.6583333",,19,"40 / 40","50 / 55","45 / 50","60 / 60","45 / 50","40",133,0.23716814,0.11150442,0.376404494,4.53383504973067,5.08856027416479,"30161"
"Mason Black","SFG","MIRP","MLB","24.6222222",,16,"50 / 55","55 / 55","","40 / 50","45 / 55","40",94.2,0.2251816,0.09443099,0.349264705,4.848591972617671,5.206073164887947,"30171"
