Name,Org,Pos,Current Level,Age,Top 100,Org Rk,FB,SL,CB,CH,CMD,FV,IP,K%,BB%,GB%,ERA,xFIP,playerId
"Alonzo Tredwell","HOU","MIRP","A","22.2111111",,8,"55 / 60","50 / 55","50 / 55","30 / 40","30 / 40","40+",57,0.26070039,0.14785992,0.476190476,5.368421052631579,3.8557274353608753,"sa3023524"
"Bishop Letson","MIL","SP","A","19.8583333",,32,"30 / 55","55 / 60","","","20 / 45","35+",63.1,0.22178988,0.10505837,0.481481481,3.1263160405463,4.244549342674404,"sa3023526"
"Alejandro Rosario","TEX","SP","AA","22.55",101,4,"55 / 60","55 / 60","","","40 / 45","50",88.1,0.36857143,0.03714286,0.492462311,2.241509563029138,1.8528294565008967,"sa3023538"
"Travis Sykora","WSN","SP","A","20.2388888",,6,"60 / 60","55 / 60","","","30 / 50","45",85,0.39209726,0.08206687,0.4251497,2.3294117647058825,2.140457465017543,"sa3023557"
"Steven Echavarria","OAK","SP","A","18.9666666",,6,"45 / 55","55 / 60","","45 / 55","20 / 50","45",57.2,0.20921986,0.12765957,0.458100558,6.554912716647222,5.347869080209485,"sa3023560"
"Nazier Mule","CHC","SIRP","A","19.775",,18,"60 / 70","55 / 70","","30 / 45","20 / 40","40+",52,0.18376068,0.17948718,0.518248175,4.326923235633675,5.65978937001764,"sa3023566"
"Cole Schoenwetter","CIN","SP","A","19.8138888",,20,"45 / 55","","55 / 60","30 / 45","25 / 55","40",52.1,0.264,0.16,0.421428571,6.535030815034604,5.270617959012523,"sa3023567"
"Zander Mueth","PIT","SIRP","A","19.0888888",,13,"50 / 60","40 / 55","","35 / 50","20 / 40","40+",74,0.23795181,0.15060241,0.480225988,2.310810870371918,5.00181937168956,"sa3023569"
"Paul Wilson","DET","SP","CPX","19.6194444",,15,"40 / 45","20 / 50","45 / 50","40 / 50","20 / 55","40",35.1,0.1878453,0.19889503,0.471698113,6.622642462768909,6.138569751280013,"sa3023596"
"Hyun-Seok Jang","LAD","SP","A","20.3611111",,24,"45 / 60","45 / 60","50 / 60","30 / 40","30 / 40","40",36.2,0.40963855,0.1626506,0.348484848,6.1363647003806205,4.088253768350124,"sa3023601"
"Hiro Wyatt","KCR","MIRP","A","19.9138888",,21,"50 / 55","50 / 60","40 / 50","35 / 45","25 / 45","40",60.2,0.23574144,0.09505703,0.469135802,3.8571425337619543,4.574843633032557,"sa3023613"
"Adrian Herrera","CIN","SP","A","19.9555555",,33,"40 / 45","40 / 50","","45 / 60","20 / 50","35+",60.1,0.26966292,0.09737828,0.331168831,5.519336260470276,4.794064202109103,"sa3023627"
"Jordan Woods","KCR","SP","CPX","20.7",,10,"40 / 55","","35 / 40","50 / 60","35 / 50","40+",31,0.30075188,0.08270677,0.354430379,4.645161290322581,4.374221680048974,"sa3023628"
"Trevor Harrison","TBR","SP","A","18.9611111",,42,"50 / 55","45 / 55","","40 / 50","20 / 50","35+",72.2,0.29391892,0.08783784,0.394444444,3.344036463183729,3.23893611591408,"sa3023629"
"Grant Taylor","CHW","SIRP","A","22.1777777",,22,"60 / 60","40 / 50","50 / 55","","30 / 40","40",19.1,0.44444444,0.02777778,0.54054054,2.327586618317508,1.3356134675145048,"sa3023634"
"Jaxon Wiggins","CHC","SIRP","A+","22.8083333",,19,"70 / 70","","60 / 60","30 / 40","30 / 40","40+",59.2,0.27952756,0.14173228,0.506944444,4.374301442924081,3.7953716067219436,"sa3023635"
"Alex Makarewich","LAD","SIRP","A","22.5194444",,49,"50 / 55","","55 / 55","","30 / 40","35+",32,0.25862069,0.21264368,0.325301204,9.28125,6.581613589124754,"sa3023642"
"Wyatt Crowell","LAD","SP","A+","22.7805555",,38,"40 / 45","50 / 60","","40 / 50","30 / 45","35+",43.2,0.31216931,0.12698413,0.565217391,3.091603503569902,4.319665082205108,"sa3023662"
"Branneli Franco","STL","SP","DSL","17.4694444",,35,"40 / 60","","40 / 45","","20 / 45","35+",38,0.20555556,0.13333333,0.405405405,6.157894736842105,4.9158832405938915,"sa3023818"
"Yoel Roque","MIN","SP","DSL","17.5083333",,19,"45 / 60","40 / 55","","20 / 50","20 / 45","40+",24.2,0.24264706,0.21323529,0.382352941,6.932431539015958,5.710021803591639,"sa3023834"
"Erick Matos","OAK","SP","DSL","17.5111111",,29,"35 / 60","30 / 45","","","20 / 45","35+",34.1,0.18300654,0.18300654,0.478260869,3.145631533966292,5.524125563027377,"sa3024094"
"Anderson Brito","HOU","SIRP","A","20.0472222",,22,"60 / 60","50 / 60","","30 / 45","20 / 50","40",53.2,0.38862559,0.09952607,0.387755102,1.5093169489933924,2.834260547336757,"sa3024232"
"Reiner Lopez","STL","SP","DSL","18.2861111",,36,"35 / 60","40 / 55","","","20 / 50","35+",11.2,0.14925373,0.14925373,0.552631578,8.485711973541267,6.810543703663209,"sa3024885"
"Caden Scarborough","TEX","SP","A+","19.3138888",,20,"40 / 55","","40 / 55","40 / 55","20 / 45","40",10.1,0.24528302,0.16981132,0.266666666,6.967744079018894,5.5938432325200065,"sa3025060"
"Tanner Kiest","SFG","SIRP","AA","29.8555555",,38,"60 / 60","50 / 55","","","30 / 30","35+",61.2,0.27272727,0.11742424,0.452702702,2.918919321426659,4.08276726217792,"sa738380"
"Sam McWilliams","CHC","SIRP","AAA","28.8888888",,34,"60 / 60","50 / 55","","","30 / 40","35+",71.2,0.29754601,0.13496933,0.377777777,6.5302333112586535,4.549888229314619,"sa829124"
"Sauryn Lao","LAD","SIRP","AAA","24.9444444",,36,"55 / 55","60 / 70","","40 / 50","30 / 35","40",55.2,0.24894515,0.092827,0.47368421,3.55688600919047,4.110462373494548,"sa917331"
"Harold Chirino","MIL","SIRP","AAA","26.5333333",,33,"55 / 55","","60 / 60","","30 / 30","35+",47.2,0.21610169,0.1440678,0.419580419,6.230768597081184,5.199587349257892,"sa917637"
"Juan Morillo","LAD","SIRP","AAA","25.3472222",,44,"70 / 70","50 / 50","","","30 / 35","35+",54.1,0.22553191,0.12765957,0.527027027,4.6380371015285355,4.205659729142017,"sa917772"
"Noah Murdock","KCR","SIRP","AAA","25.9277777",,38,"55 / 55","55 / 55","","","30 / 30","35+",64,0.26449275,0.1557971,0.604026845,3.0937505589682686,4.277194455111509,"sa919012"
"Daison Acosta","WSN","SIRP","AAA","25.9166666",,33,"50 / 50","50 / 50","","","35 / 35","35+",58.2,0.32931727,0.1124498,0.409090909,2.607954404139822,3.1426767144418766,"sa944989"
