Name,Org,Pos,Current Level,Age,Top 100,Org Rk,FB,SL,CB,CH,CMD,FV,IP,K%,BB%,GB%,ERA,xFIP,playerId
"Jon Duplantier","ARI","RHP","","25.9166666",87,3,"60 / 60","55 / 60","50 / 50","45 / 55","50 / 55","50",45,0.26395939,0.16243655,0.472222222,5.2,5.025658703843752,"19546"
"Geoff Hartlieb","PIT","RHP","MLB","26.5055555",,28,"60 / 60","50 / 55","","30 / 40","40 / 45","40",50.1,0.27669903,0.0776699,0.623076923,3.218542517844538,3.272961912103568,"19558"
"Bernardo Flores Jr.","CHW","LHP","AAA","24.8",,25,"","","","","","35+",99.2,0.21375921,0.04422604,0.544520547,3.7023414441522626,3.0569555497306062,"19561"
"David Bednar","SDP","RHP","MLB","25.6694444",,42,"60 / 60","","60 / 60","","30 / 40","40",60,0.3562753,0.07287449,0.462121212,2.85,2.5477254676322145,"19569"
"JoJo Romero","PHI","LHP","MLB","23.7277777",,6,"45 / 45","","50 / 55","50 / 55","45 / 55","45",119.1,0.18679245,0.09622642,0.497267759,5.50558612285711,4.665703098393276,"19574"
"Brandon Bailey","HOU","RHP","AA","25.6444444",,21,"50 / 50","45 / 50","55 / 55","55 / 60","40 / 45","40",94.2,0.27295918,0.10459184,0.368644067,3.232394713538233,3.7808002069441944,"19582"
"Forrest Whitley","HOU","RHP","MLB","22.7388888",4,1,"70 / 70","60 / 65","60 / 60","60 / 70","40 / 50","65",74.2,0.30205279,0.14369501,0.392265193,6.991072023857663,4.34209758651554,"19586"
"Cionel Perez","HOU","LHP","MLB","24.1388888",100,6,"55 / 60","55 / 60","55 / 60","40 / 45","40 / 45","50",57,0.23346304,0.10894942,0.521472392,5.21052633758397,4.838803694894494,"19614"
"Kyle Wright","ATL","RHP","MLB","24.6916666",39,5,"55 / 60","55 / 60","50 / 55","45 / 50","45 / 50","55",129,0.24772313,0.07103825,0.473239436,4.534883787981429,4.2050135888258,"19665"
"Sterling Sharp","WSN","RHP","","25.0305555",,16,"","","","","","35+",58.2,0.2122449,0.06122449,0.647058823,3.5284087850042876,2.870431898739993,"19671"
"Gregory Soto","DET","LHP","MLB","25.3333333",,26,"","","","","","35+",42.1,0.24870466,0.11917098,0.487179487,5.527559454630752,4.357413429518915,"19677"
"Sixto Sanchez","MIA","RHP","AAA","21.8666666",17,1,"65 / 65","45 / 50","55 / 60","50 / 60","45 / 55","60",114,0.22538293,0.04595186,0.493788819,2.763157894736842,2.965757658110376,"19680"
"Jordan Sheffield","LAD","RHP","","23.9",,23,"60 / 60","","60 / 60","45 / 45","40 / 40","40",55.1,0.30991736,0.18181818,0.330508474,3.9036145580491532,4.701966751842631,"19682"
"Patrick Murphy","TOR","RHP","AAA","25.0027777",,26,"","","","","","35+",89,0.23255814,0.08268734,0.518218623,4.853932584269663,3.1546079682500174,"19712"
"Dustin May","LAD","RHP","MLB","22.7638888",21,2,"55 / 60","60 / 70","","45 / 50","45 / 60","55",119,0.23943662,0.06639839,0.54968944,3.176470893712811,3.7083654014383503,"19716"
"Jonathan Loaisiga","NYY","RHP","MLB","25.6083333",,2,"60 / 60","60 / 65","","50 / 55","50 / 55","45+",33.2,0.28169014,0.08450704,0.425287356,6.148514270922758,4.477982248073438,"19753"
"Seth Elledge","STL","RHP","AA","24.0583333",,30,"55 / 55","50 / 55","","45 / 50","40 / 45","40",69.2,0.25838926,0.11744966,0.405555555,4.521531760699515,4.8050027620538405,"19766"
"Anthony Castro","DET","RHP","","25.1611111",,19,"60 / 65","55 / 60","","40 / 45","40 / 45","40",103.2,0.26576577,0.14864865,0.43548387,4.3408363639413245,3.8571267462092735,"19789"
"Keegan Thompson","CHC","RHP","MLB","25.2444444",,20,"45 / 45","45 / 50","50 / 50","45 / 50","50 / 55","40",10,0.33333333,0.02564103,0.476190476,3.6,2.769405309855938,"19795"
"Wil Crowe","WSN","RHP","","25.7555555",,5,"55 / 55","50 / 50","50 / 55","55 / 55","45 / 50","45",150.1,0.20344288,0.07511737,0.445945945,4.789357146518382,4.224429973535836,"19800"
"CD Pelham","TEX","LHP","AA","25.3055555",,22,"70 / 70","","","","40 / 40","40",36.2,0.19711538,0.20673077,0.469565217,11.536362636187931,6.868685321420299,"19820"
"Gerson Garabito","KCR","RHP","MLB","24.8111111",,19,"45 / 45","","55 / 60","45 / 50","45 / 50","40",141,0.17993631,0.0955414,0.407407407,3.765957446808511,4.835831215491532,"19835"
"Darwinzon Hernandez","BOS","LHP","","23.4833333",,2,"70 / 70","","60 / 60","45 / 50","40 / 45","45",68.1,0.28980892,0.17834395,0.411764705,4.346341786926403,4.748865740836158,"19848"
"Michael King","NYY","RHP","MLB","25.0444444",,29,"55 / 55","45 / 45","","45 / 50","45 / 50","40",46,0.22564103,0.05128205,0.507462686,5.478259733809651,3.669686676757088,"19853"
"Brandon Bielak","HOU","RHP","","24.1361111",,10,"50 / 50","50 / 55","55 / 60","45 / 50","45 / 55","45",130.2,0.23684211,0.10150376,0.460869565,3.9948982701903573,4.642034232079985,"19866"
"Griffin Canning","LAA","RHP","MLB","24.0833333",101,4,"55 / 55","55 / 60","50 / 50","45 / 55","45 / 55","50",20,0.24390244,0.08536585,0.4,3.15,4.7994856297969815,"19867"
"Tucker Davidson","ATL","LHP","","24.2111111",,20,"45 / 50","45 / 50","50 / 55","45 / 50","40 / 50","40",135,0.2522686,0.10163339,0.498525073,2.066666871059108,3.5838591999859366,"19871"
"Alex Faedo","DET","RHP","MLB","24.5805555",,15,"45 / 45","55 / 55","","40 / 45","50 / 55","40",115.1,0.2832981,0.05285412,0.327868852,3.9017342761148566,2.9674646022619537,"19874"
"Kevin Ginkel","ARI","RHP","MLB","26.2138888",,24,"60 / 60","55 / 55","","55 / 55","40 / 40","40",39.1,0.43506494,0.1038961,0.44117647,1.60169465635677,2.598544793302585,"19876"
"Tanner Houck","BOS","RHP","MLB","23.95",,5,"50 / 50","","50 / 55","45 / 50","40 / 50","40+",107.2,0.22526316,0.09684211,0.490066225,4.012384280025544,4.130564950341665,"19879"
"Alex Lange","CHC","RHP","MLB","24.6916666",,8,"45 / 45","","55 / 55","50 / 55","40 / 45","45",102.1,0.20568928,0.11597374,0.484848484,5.452768289236834,4.083697493762365,"19883"
"Corbin Martin","HOU","RHP","AAA","24.4527777",50,3,"55 / 55","55 / 60","","45 / 55","40 / 50","50",53.2,0.26872247,0.10572687,0.362962962,3.3540377836344843,5.04352128389245,"19884"
"Ryder Ryan","NYM","RHP","","25.0833333",,24,"","","","","","35+",46.1,0.20725389,0.12435233,0.406504065,3.107914010237441,4.35474559081627,"19891"
"Clarke Schmidt","NYY","RHP","MLB","24.3083333",,10,"50 / 55","55 / 55","50 / 55","45 / 55","40 / 50","45",90.2,0.272,0.07466667,0.536170212,3.4742650225965086,2.729225631702727,"19899"
"Adonis Medina","PHI","RHP","MLB","23.4805555",44,1,"55 / 60","50 / 60","","50 / 60","40 / 50","55",110.1,0.17864476,0.0862423,0.442424242,4.89426012895971,4.316692575002148,"19903"
"Jose Suarez","LAA","LHP","MLB","22.4388888",79,2,"50 / 50","","55 / 55","50 / 60","45 / 55","50",33.1,0.21985816,0.12056738,0.448275862,3.5100005355835777,5.759992953007483,"19911"
"Tony Santillan","CIN","RHP","MLB","23.1555555",131,6,"70 / 70","55 / 60","","40 / 50","40 / 50","50",107,0.19341564,0.11934156,0.353312302,4.794392608827834,4.665379821992966,"19926"
"Trevor Stephan","NYY","RHP","MLB","24.5444444",,13,"60 / 60","55 / 60","","40 / 45","40 / 50","40+",82,0.24932249,0.08130081,0.376623376,5.2682926829268295,3.5027065664873365,"19932"
"Ian Anderson","ATL","RHP","MLB","22.1083333",38,4,"55 / 55","","50 / 55","50 / 60","45 / 55","55",138.2,0.29642249,0.11243612,0.43283582,3.374999922628588,3.40064126957767,"19951"
"Jesus Luzardo","OAK","LHP","MLB","22.6972222",27,1,"55 / 55","55 / 60","","50 / 60","45 / 55","55",52.2,0.33802817,0.05633803,0.528925619,2.2215188532528183,2.9914351835549846,"19959"
"Joey Wentz","ATL","LHP","MLB","22.6805555",,11,"45 / 50","","45 / 55","60 / 60","45 / 55","45+",131,0.25457875,0.09340659,0.307246376,4.259541992485144,3.6735345597659284,"19962"
"Tyson Miller","CHC","RHP","MLB","24.8666666",,21,"50 / 50","50 / 55","","45 / 50","45 / 50","40",136.2,0.21503497,0.07517483,0.34090909,4.346341301658768,4.6238620257037555,"19976"
"Bryse Wilson","ATL","RHP","MLB","22.475",72,10,"55 / 60","45 / 55","","50 / 55","50 / 55","50",134.2,0.23434705,0.05008945,0.455958549,3.408415761125778,4.172568210493216,"19990"
"Joel Kuhnel","CIN","RHP","MLB","25.3111111",,13,"65 / 70","55 / 55","","45 / 45","45 / 50","40",55,0.23076923,0.07692308,0.389261744,2.1272726581116377,3.9484646641404813,"19995"
"Wyatt Mills","SEA","RHP","MLB","25.3777777",,15,"60 / 60","60 / 60","","45 / 55","50 / 55","40",53.2,0.29385965,0.0877193,0.544117647,5.1987572712624806,3.1248468747827265,"20010"
"Parker Dunshee","OAK","RHP","","25.3305555",,15,"55 / 55","45 / 45","50 / 50","50 / 55","50 / 60","40",132.1,0.225,0.08928571,0.357923497,4.488665103319369,5.409282970572331,"20018"
"Adrian Morejon","SDP","LHP","MLB","21.2888888",86,7,"55 / 55","50 / 55","","50 / 60","40 / 55","50",36,0.28571429,0.0974026,0.505617977,4.25,3.523632141782178,"20039"
"Ronald Bolanos","SDP","RHP","","23.8",,44,"50 / 55","","50 / 55","45 / 50","40 / 45","40",130.1,0.26055046,0.09724771,0.477203647,3.6598466901402267,3.8918593517934643,"20041"
"Bailey Falter","PHI","LHP","MLB","23.1305555",,29,"","","","","","35+",77.1,0.19435737,0.04702194,0.451882845,3.8405174939726137,3.2563334100483856,"20070"
"Mauricio Llovera","PHI","RHP","","24.15",,11,"60 / 60","50 / 55","","","45 / 50","40+",65.2,0.25174825,0.0979021,0.421348314,4.522843219127783,3.6695678113944536,"20080"
"Chris Paddack","SDP","RHP","MLB","24.425",34,4,"60 / 60","","45 / 50","60 / 70","50 / 60","55",15.1,0.375,0.046875,0.324324324,1.760869930281832,3.172177272319118,"20099"
"Michel Baez","SDP","RHP","AAA","24.3888888",129,13,"55 / 60","","50 / 55","55 / 65","40 / 50","50",27,0.33043478,0.09565217,0.365079365,2,3.280318218579999,"20100"
"Nick Nelson","NYY","RHP","","24.5166666",,15,"60 / 65","","50 / 55","","40 / 45","40",89.2,0.3015873,0.11375661,0.361502347,2.8104088148241337,3.5485222650542836,"20153"
"Nate Pearson","TOR","RHP","MLB","23.8083333",63,4,"70 / 80","60 / 65","50 / 55","45 / 55","35 / 45","50",101.2,0.30670103,0.06958763,0.394957983,2.3016392291140084,2.932545328991596,"20160"
"Kyle Muller","ATL","LHP","","22.6777777",,13,"50 / 55","50 / 50","","55 / 60","40 / 50","45",116.1,0.26131687,0.14403292,0.381818181,3.0945560599609454,4.161520690761346,"20167"
"Ben Braymer","WSN","LHP","AAA","26.1194444",,21,"","","","","","35+",139,0.19365609,0.09348915,0.318840579,4.532374100719425,4.976767678612427,"20175"
"Zach Pop","BAL","RHP","MLB","23.725",,17,"70 / 70","60 / 60","","","40 / 45","40",11.2,0.25531915,0.08510638,0.642857142,0.7714283612310243,3.2947131926101902,"20185"
"Brendan McKay","TBR","LHP/1B","","24.4805555",14,2,"55 / 55","","55 / 60","50 / 55","55 / 60","60",75.2,0.37062937,0.06293706,0.437908496,1.1894272328228226,2.4893105083548104,"20186"
"Garrett Whitlock","NYY","RHP","MLB","24",,27,"50 / 50","50 / 55","","45 / 50","50 / 55","40",70.1,0.19191919,0.06060606,0.558685446,3.0710902694839746,3.08859810590975,"20191"
"Ben Bowden","COL","LHP","AAA","25.6388888",,22,"55 / 55","","","60 / 60","40 / 40","40",57.1,0.36708861,0.11392405,0.3553719,3.4534879891275816,3.6221541690036787,"20198"
"Eli Morgan","CLE","RHP","MLB","22.9",,25,"40 / 40","45 / 45","45 / 50","60 / 70","45 / 55","40",140.2,0.25347222,0.06944444,0.291777188,3.390995138050996,3.45159684257376,"20203"
"Mike Baumann","BAL","RHP","","24.7527777",,28,"","","","","","35+",124,0.28861789,0.09146341,0.43812709,2.975806451612903,2.9407837125562852,"20206"
"Yennsy Diaz","TOR","RHP","AAA","23.5722222",,24,"55 / 60","","50 / 55","40 / 45","40 / 45","40",148.1,0.18979266,0.08931419,0.402810304,3.822471647971737,4.166168777507003,"20218"
"Tyler Ivey","HOU","RHP","AAA","24.0805555",,14,"50 / 55","45 / 50","60 / 60","45 / 50","45 / 50","40+",52.2,0.32701422,0.09478673,0.384615384,1.8797467156010357,3.1334633710400404,"20237"
"Zac Lowther","BAL","LHP","CPX","24.1138888",,8,"55 / 55","","55 / 60","45 / 50","45 / 55","45",148,0.25969646,0.10623946,0.401098901,2.554054054054054,3.4920644484661723,"20243"
"Griffin Jax","MIN","RHP","MLB","25.5527777",,35,"45 / 45","50 / 50","","50 / 55","40 / 50","40",127.1,0.18042226,0.05182342,0.479057591,2.8979058749176296,3.8060920946144714,"20253"
"Deivi Garcia","NYY","RHP","AAA","21.0611111",,3,"55 / 55","","60 / 65","40 / 50","45 / 50","45+",111.1,0.33950617,0.11111111,0.410358565,4.2844308196564596,3.278854440640605,"20276"
"Cory Abbott","CHC","RHP","","24.725",,19,"45 / 45","50 / 50","50 / 55","45 / 50","50 / 55","40",146.2,0.27759197,0.08695652,0.376693766,3.006818390365489,3.3654677259686645,"20277"
"Jhonathan Diaz","BOS","LHP","MLB","23.7444444",,24,"45 / 45","","55 / 60","45 / 50","45 / 55","35+",129,0.20774648,0.10035211,0.49318801,4.046511203485846,4.0841283129482715,"20298"
"David Peterson","NYM","LHP","MLB","24.7722222",,6,"50 / 50","50 / 55","45 / 45","50 / 55","45 / 55","45",118,0.24409449,0.07480315,0.530487804,4.3474576271186445,2.944771826065193,"20302"
"Kyle Dohy","PHI","LHP","","23.7333333",,23,"","","","","","35+",67.2,0.32110092,0.18042813,0.394736842,5.320196644434688,4.7786125191931035,"20334"
"Matt Peacock","ARI","RHP","","26.2888888",,29,"","","","","","35+",117.1,0.17721519,0.092827,0.667655786,2.9914774024043256,3.564583627477337,"20339"
"Brusdar Graterol","MIN","RHP","MLB","21.7916666",64,3,"60 / 65","50 / 60","","45 / 55","40 / 50","50",61,0.25847458,0.09745763,0.55479452,1.9180327269121786,3.4493215857813033,"20367"
"Matt Manning","DET","RHP","MLB","22.3694444",96,2,"60 / 60","","55 / 60","40 / 50","40 / 45","50",133.2,0.28083491,0.07210626,0.468277945,2.558603685990992,2.6344672424569318,"20369"
"Andres Munoz","SDP","RHP","MLB","21.4027777",,24,"80 / 80","55 / 60","","","30 / 40","40+",35.2,0.37419355,0.11612903,0.470588235,3.0280371132933435,3.366398992456487,"20373"
"Anthony Kay","NYM","LHP","AAA","25.2222222",,9,"50 / 50","","50 / 55","50 / 55","45 / 50","40+",135.2,0.23776224,0.1013986,0.349295774,3.117936307889165,4.590082404025463,"20387"
"Nick Margevicius","SDP","LHP","","23.9805555",,23,"45 / 45","","55 / 55","40 / 45","45 / 55","40+",81,0.19230769,0.05029586,0.442687747,4.333333333333333,4.262586082168568,"20395"
"Luis Madero","LAA","RHP","AAA","23.1555555",,20,"45 / 50","","55 / 60","45 / 50","50 / 55","40",111.2,0.20039683,0.06349206,0.474860335,4.755224313784864,3.720401882992312,"20399"
"Jovani Moran","MIN","LHP","MLB","23.1305555",,21,"55 / 55","45 / 50","","55 / 60","40 / 45","40",37.2,0.3313253,0.15060241,0.395061728,4.539824033756534,3.6556142769882474,"20422"
"Enoli Paredes","HOU","RHP","AAA","24.7027777",,28,"60 / 60","40 / 45","60 / 70","45 / 55","35 / 40","40",97.1,0.33933162,0.11825193,0.413793103,2.6815069434616654,3.2322735377906526,"20447"
"Huascar Ynoa","ATL","RHP","AAA","22.0361111",,18,"65 / 70","50 / 55","","45 / 50","35 / 45","40",98.1,0.24721604,0.10244989,0.475,5.033898663103041,4.377969912888373,"20468"
"Peter Solomon","HOU","RHP","","23.8194444",,20,"55 / 55","50 / 50","55 / 55","40 / 45","40 / 45","40",10.2,0.33333333,0.15555556,0.304347826,1.6874994970859596,3.8106264537674397,"20476"
"J.B. Bukauskas","HOU","RHP","AAA","23.6666666",88,4,"60 / 60","60 / 70","","55 / 60","45 / 50","50",108.2,0.26970954,0.14107884,0.48736462,4.886503524921022,4.167657665505968,"20491"
"Casey Mize","DET","RHP","MLB","23.1111111",30,1,"60 / 60","50 / 55","","","50 / 55","55",111.1,0.24601367,0.05694761,0.421232876,2.5868265098017367,3.069142252989699,"20492"
"Nick Sandlin","CLE","RHP","MLB","22.2",,23,"45 / 45","55 / 60","","45 / 50","45 / 60","40",26.1,0.33928571,0.13392857,0.49090909,2.3924053520981694,3.460972027676722,"20517"
"Denyi Reyes","BOS","RHP","","23.6083333",,17,"45 / 50","","45 / 50","45 / 50","45 / 55","40",156.1,0.17889908,0.06269113,0.325051759,4.317696947194768,4.139576004736328,"20526"
"J.C. Mejia","CLE","RHP","","22.6",,19,"50 / 55","50 / 55","","45 / 50","50 / 55","40",35,0.26573427,0.06993007,0.538461538,4.371428571428571,2.8628354072570805,"20617"
"Tyler Phillips","TEX","RHP","MLB","22.6222222",,17,"50 / 50","","50 / 50","55 / 60","45 / 55","40+",132.1,0.19216418,0.05037313,0.525252525,3.8765744039200642,3.685981763603358,"20629"
"Jordan Holloway","MIA","RHP","","23.9944444",,10,"60 / 70","","55 / 60","45 / 50","35 / 45","45",97.2,0.21590909,0.15681818,0.5,4.883958873480065,4.361641050684206,"20631"
"Elvis Luciano","TOR","RHP","","20.3222222",,29,"","","","","","35+",9.1,0.2244898,0.16326531,0.392857142,10.607146469915413,6.121848243889711,"20632"
"Yusei Kikuchi","SEA","LHP","MLB","28.9833333",74,2,"50 / 50","","60 / 60","","45 / 45","50",9,0.16216216,0.05405405,0.607142857,4,4.789095864031051,"20633"
"Johan Quezada","MIN","RHP","AAA","25.7944444",,37,"60 / 60","45 / 50","","","40 / 45","35+",52.1,0.21030043,0.12017167,0.533783783,3.4394907801430845,3.8360649483514786,"20643"
"Elvin Rodriguez","DET","RHP","MLB","22.1972222",,13,"45 / 55","","50 / 55","45 / 55","40 / 50","40",133.2,0.20071685,0.07885305,0.358638743,3.770573853039357,4.051746297463757,"20962"
"Jhoan Duran","MIN","RHP","MLB","22.425",,6,"55 / 60","45 / 50","","50 / 60","40 / 50","45",115,0.28874735,0.08492569,0.56491228,3.756521739130435,2.701463013045166,"21029"
"Emmanuel Clase","TEX","RHP","MLB","22.2305555",,21,"65 / 65","50 / 55","","","40 / 40","40",45.2,0.28176796,0.05524862,0.623931623,2.7591237802854907,2.710587069657782,"21032"
"Luis Gil","NYY","RHP","MLB","22.0222222",,9,"60 / 70","50 / 60","45 / 50","40 / 50","40 / 50","45",96,0.3022113,0.11547912,0.463963963,2.71875,3.297251834813506,"21052"
"Thomas Szapucki","NYM","LHP","","23.9972222",,8,"60 / 60","","60 / 60","40 / 50","40 / 50","45",61.2,0.27272727,0.09848485,0.426666666,2.627026891603888,3.418984680460123,"21065"
"Demarcus Evans","TEX","RHP","","23.6361111",,28,"60 / 60","","60 / 60","","35 / 40","40",61.1,0.42738589,0.17012448,0.419354838,0.8804348025731535,2.8753483131851016,"21087"
"Tommy Doyle","COL","RHP","MLB","24.1111111",,21,"60 / 60","60 / 60","","","45 / 50","40",36,0.32876712,0.0890411,0.575,3.25,2.823553692052762,"21281"
"Ryan Feltner","COL","RHP","MLB","23.775",,19,"55 / 55","","45 / 50","50 / 55","35 / 40","40",119,0.21804511,0.08646617,0.508474576,5.067226890756302,3.7707293858422952,"21446"
"Konnor Pilkington","CHW","LHP","AAA","22.7472222",,19,"45 / 45","","50 / 50","45 / 50","45 / 55","40",129,0.25414365,0.09208103,0.36231884,4.116279556662337,3.6229455391685863,"21453"
"Kris Bubic","KCR","LHP","MLB","22.8111111",,9,"50 / 50","","45 / 50","55 / 60","40 / 50","40+",149.1,0.32173913,0.07304348,0.43030303,2.229910790236023,2.720312730101205,"21455"
"Cole Sands","MIN","RHP","MLB","22.9",,29,"50 / 55","50 / 55","","50 / 55","35 / 45","40",97.1,0.28198433,0.04960836,0.390243902,2.681506989440238,2.8432490149188427,"21461"
"Sean Hjelle","SFG","RHP","MLB","23.0944444",,6,"50 / 55","","45 / 50","45 / 50","45 / 55","40+",143.2,0.22564935,0.06006494,0.613300492,3.3201858058602647,3.2621365844010204,"21481"
"Shane McClanahan","TBR","LHP","MLB","23.1194444",,20,"60 / 65","","50 / 55","45 / 50","40 / 45","45",120.2,0.30555556,0.08928571,0.433898305,3.356353821056849,2.74553083138763,"21483"
"Daniel Lynch IV","KCR","LHP","MLB","23.5666666",,3,"55 / 55","50 / 55","50 / 50","45 / 50","45 / 55","45+",96.1,0.2406015,0.0726817,0.496240601,2.98961953501029,3.2139689961271656,"21537"
"Jackson Kowar","KCR","RHP","MLB","23.6861111",,8,"55 / 55","","40 / 50","55 / 60","40 / 50","45",148.1,0.23151125,0.06913183,0.455421686,3.5191012442634237,3.660161696542606,"21549"
"Brendon Little","CHC","LHP","MLB","23.8333333",,13,"45 / 45","","50 / 55","40 / 50","40 / 45","40",55.1,0.24463519,0.11158798,0.461538461,3.578313458587087,3.9779513673052915,"21574"
"Tristan Beck","ATL","RHP","MLB","23.9638888",,19,"50 / 55","","55 / 60","45 / 50","40 / 45","40",81.1,0.26086957,0.08985507,0.484162895,3.9836060591393068,3.268680397463738,"21584"
"Luis Medina","NYY","RHP","MLB","21.1055555",,11,"60 / 65","","55 / 65","45 / 55","30 / 40","45",103.2,0.27021277,0.14893617,0.476377952,5.469453208486269,4.0386239436747955,"21649"
"Edward Cabrera","MIA","RHP","MLB","22.1611111",,13,"55 / 60","","45 / 55","45 / 50","35 / 45","40+",96.2,0.30287206,0.08093995,0.477272727,2.2344826410500023,2.7748710129008503,"21690"
"Luis Oviedo","CLE","RHP","","19.9",,8,"50 / 55","45 / 50","50 / 50","45 / 55","45 / 55","45",87,0.18947368,0.10526316,0.430830039,5.379310344827586,4.459251566453912,"21728"
"Jose Marte","SFG","RHP","","23.9916666",,29,"60 / 60","45 / 45","","50 / 55","35 / 40","35+",74,0.24615385,0.13538462,0.412060301,5.594594594594595,4.5033519638953985,"21761"
"Braxton Garrett","MIA","LHP","MLB","22.85",,8,"50 / 50","","55 / 60","45 / 55","45 / 55","45",106.2,0.26385809,0.0886918,0.526690391,3.5437498904275744,2.8057959867645024,"21844"
"Mason Thompson","SDP","RHP","MLB","22.3083333",,25,"50 / 60","50 / 50","40 / 55","50 / 60","40 / 50","40+",27.1,0.18939394,0.16666667,0.395061728,7.243903281502989,6.026569159330129,"21850"
"Riley Pint","COL","RHP","","22.5972222",,11,"70 / 70","50 / 55","70 / 70","50 / 55","20 / 30","40+",17.2,0.23469388,0.31632653,0.472222222,8.6603758001551,7.6701432310153494,"21858"
"Alex Speas","TEX","RHP","MLB","22.2694444",,30,"60 / 70","","55 / 60","40 / 45","30 / 40","40",1,0.33333333,0.33333333,0,0,7.080139991641045,"21859"
"George Soriano","MIA","RHP","MLB","21.2138888",,33,"","","","","","35+",119.2,0.19111969,0.0965251,0.419075144,3.9108638422008157,4.206537508443339,"21863"
"Jordan Balazovic","MIN","RHP","MLB","21.7333333",,15,"50 / 55","55 / 60","","45 / 50","40 / 50","40",93.2,0.33858268,0.0656168,0.422535211,2.6903913677666496,2.4192821476975706,"21866"
"Gregory Santos","SFG","RHP","MLB","20.7861111",,5,"55 / 60","50 / 60","","45 / 50","35 / 50","45",34.2,0.18181818,0.06293706,0.542857142,2.855768811773328,3.649534065474923,"21894"
"Brailyn Marquez","CHC","LHP","","21.3638888",,7,"55 / 60","","45 / 50","30 / 45","40 / 50","45",103.2,0.29223744,0.11415525,0.489959839,3.1254021784437636,3.3118381164475985,"21896"
"Yerry Rodriguez","TEX","RHP","MLB","22.6555555",,14,"55 / 55","","45 / 55","55 / 60","45 / 60","40+",73.2,0.30035336,0.07420495,0.470588235,2.0769233637224933,3.043105809630825,"21955"
"Camilo Doval","SFG","RHP","MLB","22.9361111",,11,"55 / 60","45 / 50","","","20 / 40","40+",56.1,0.32786885,0.13934426,0.52,3.8343198728229475,3.5901677255354887,"21992"
"Luis Frias","ARI","RHP","MLB","22.05",,16,"60 / 60","45 / 50","45 / 50","","40 / 45","40",76.1,0.32686084,0.09385113,0.397727272,2.8296940167520996,3.0129371483415133,"21997"
"Jose Soriano","LAA","RHP","MLB","21.6416666",,10,"55 / 60","","50 / 55","30 / 50","40 / 50","45",82.1,0.26589595,0.14739884,0.513089005,2.514170254046118,3.9171115687985227,"22100"
"Max Kranick","PIT","RHP","MLB","22.8888888",,25,"45 / 50","50 / 55","","","40 / 50","40",109.1,0.172949,0.06651885,0.437689969,3.7865855420082624,3.991783087403806,"22175"
"Tobias Myers","TBR","RHP","MLB","21.85",,29,"55 / 60","","55 / 60","45 / 55","40 / 50","40",84.2,0.17251462,0.08187135,0.429718875,2.125984172145807,4.057472566425179,"22191"
"Hans Crouse","TEX","RHP","MLB","21.7388888",,5,"60 / 60","","60 / 70","45 / 55","40 / 45","45",87.2,0.20708447,0.05177112,0.3203125,4.414449181438394,4.062991688646399,"22192"
"MacKenzie Gore","SDP","LHP","MLB","21.2972222",22,2,"55 / 55","45 / 50","50 / 55","50 / 60","45 / 60","55",101,0.35714286,0.07407407,0.4,1.693069338903698,2.990221055478317,"22201"
"DL Hall","BAL","LHP","MLB","21.7277777",69,1,"55 / 60","","55 / 60","50 / 55","40 / 50","50",80.2,0.33526012,0.15606936,0.351515151,3.4586781221094207,3.55764325671727,"22207"
"Jeremiah Estrada","CHC","RHP","MLB","21.6111111",,14,"50 / 55","","45 / 50","55 / 60","30 / 45","40",10.2,0.33333333,0.13333333,0.375,5.906248239800859,3.1977548414659394,"22210"
"Logan Gilbert","SEA","RHP","MLB","23.1",,8,"50 / 60","45 / 50","50 / 55","45 / 50","45 / 55","45+",135.2,0.31439394,0.06439394,0.371428571,2.4545454283045,3.169712522878701,"22250"
"Shane Baz","TBR","RHP","MLB","20.9833333",115,10,"55 / 60","","55 / 60","40 / 50","40 / 45","50",81.1,0.25438596,0.10818713,0.379807692,2.987705104871975,3.8557272040631347,"22264"
"Dylan Coleman","SDP","RHP","","23.7361111",,45,"60 / 60","50 / 55","50 / 55","40 / 45","35 / 45","40",34,0.25827815,0.11258278,0.46590909,3.1764706105096945,3.967586188803497,"22276"
"Matt Sauer","NYY","RHP","AA","21.3888888",,25,"50 / 60","","50 / 55","40 / 50","35 / 45","40",8.2,0.20512821,0.15384615,0.347826086,2.076922315112512,5.089964239702332,"22284"
"Trevor Rogers","MIA","LHP","MLB","22.5777777",,16,"50 / 60","45 / 50","40 / 45","50 / 55","30 / 45","40",136.1,0.26455026,0.05820106,0.396694214,2.9046455851378346,2.9017016567535223,"22286"
"Matthew Liberatore","TBR","LHP","MLB","20.5972222",71,8,"50 / 60","45 / 50","55 / 70","50 / 55","40 / 55","50",78.1,0.22891566,0.09337349,0.572769953,3.102127860998786,3.590923081682872,"22294"
"Brenan Hanifee","BAL","RHP","MLB","22.0333333",,10,"55 / 60","45 / 50","","45 / 50","45 / 50","40+",129,0.13780919,0.10070671,0.490049751,4.604651162790698,4.685578391441079,"22304"
"Chris Rodriguez","LAA","RHP","","21.8916666",,11,"60 / 60","60 / 60","55 / 55","40 / 50","40 / 50","45",9.1,0.36111111,0.11111111,0.684210526,0,2.890944477812925,"22310"
