Name,Org,Pos,Current Level,Age,Top 100,Org Rk,FB,SL,CB,CH,CMD,FV,IP,K%,BB%,GB%,ERA,xFIP,playerId
"Anthony Banda","TBR","LHP","MLB","24",0,7,"55 / 55","","50 / 50","50 / 55","40 / 45","50",48,0.24285714,0.10952381,0.395348837,3.9375,4.1034593307102725,"14706"
"Jamie Callahan","NYM","RHP","MLB","23",0,18,"60 / 60","55 / 55","","50 / 55","30 / 40","40",15,0.16883117,0.09090909,0.490566037,8.4,5.466007872505967,"14711"
"Ty Buttrey","BOS","RHP","","25",0,14,"70 / 70","40 / 45","","60 / 60","40 / 40","40",53.2,0.33187773,0.069869,0.488188976,2.180124094464077,2.6924914142793925,"14719"
"Nick Rumbelow","SEA","RHP","","26",0,7,"55 / 55","","55 / 55","","40 / 40","40",20.1,0.31395349,0.09302326,0.372549019,2.213114042639224,3.3450696093175605,"14867"
"Taylor Williams","MIL","RHP","AAA","26",0,19,"60 / 60","60 / 60","","40 / 40","40 / 40","40",12.1,0.28,0.08,0.46875,3.648649589087406,4.134010406403594,"14899"
"Reyes Moronta","SFG","RHP","","25",0,17,"70 / 70","55 / 55","","50 / 55","40 / 40","40",4.2,0.375,0.20833333,0,7.714280459349183,5.5135037109480525,"14966"
"Kyle Finnegan","OAK","RHP","","26",0,23,"60 / 60","50 / 50","","50 / 55","40 / 40","40",49.2,0.24423963,0.0921659,0.5323741,4.89261713651253,3.7257438782813024,"15009"
"Alex Reyes","STL","RHP","","23",16,1,"70 / 70","40 / 50","55 / 70","55 / 60","40 / 50","60",23,0.53658537,0.08536585,0.275862068,0,1.4632497886778952,"15015"
"Jaime Schultz","TBR","RHP","","26",0,32,"55 / 55","","60 / 60","","40 / 40","40",37.2,0.32417582,0.14285714,0.357894736,6.451326868744941,3.0429945672178134,"15066"
"Yency Almonte","COL","RHP","","23",0,6,"55 / 60","50 / 55","","45 / 50","40 / 45","45",57.1,0.19140625,0.08203125,0.394285714,6.593022305363389,5.011866790813036,"15068"
"Ben Heller","NYY","RHP","MLB","26",0,25,"60 / 60","50 / 55","","50 / 55","40 / 50","40",11.2,0.32075472,0.0754717,0.37037037,3.8571418061551213,4.207829652195535,"15100"
"Jimmie Sherfy","ARI","RHP","AAA","26",0,20,"55 / 55","55 / 55","","","40 / 40","40",46,0.3125,0.10416667,0.351851851,1.7608695652173914,4.059993005576341,"15118"
"Tyler Danish","CHW","RHP","AAA","22",0,21,"45 / 45","50 / 55","","50 / 55","45 / 50","40",74.1,0.17241379,0.09090909,0.49122807,3.632287325607204,4.275903956574297,"15126"
"Luiz Gohara","ATL","LHP","","20",31,3,"60 / 60","55 / 60","","45 / 50","45 / 50","55",58,0.23694779,0.07228916,0.395061728,4.810344689170193,3.6501094205809252,"15166"
"Jose De Leon","TBR","RHP","","25",0,20,"50 / 55","45 / 45","50 / 50","60 / 60","50 / 60","45",2,0.25,0.125,0.2,9,6.505220633745194,"15463"
"Stephen Gonsalves","MIN","LHP","","23",0,5,"45 / 50","45 / 50","50 / 55","50 / 55","45 / 50","50",124.1,0.24007937,0.13293651,0.412337662,2.750670348537442,4.309460694534149,"15492"
"Hunter Harvey","BAL","RHP","MLB","22",0,3,"60 / 60","","60 / 60","40 / 50","40 / 45","45",39.1,0.21637427,0.07602339,0.369747899,5.262712544937463,4.102586650443445,"15507"
"Ariel Hernandez","LAD","RHP","","25",0,23,"70 / 70","","65 / 70","45 / 55","30 / 35","40",56.1,0.22177419,0.16935484,0.472222222,3.674557057996897,5.043182641404488,"15603"
"Zack Littell","MIN","RHP","MLB","22",0,20,"45 / 50","40 / 45","50 / 55","45 / 50","45 / 50","40",134,0.24168126,0.08231173,0.387700534,3.8955223880597014,3.731813553131339,"15823"
"Fernando Romero","MIN","RHP","","23",0,4,"70 / 70","55 / 60","","40 / 45","40 / 45","50",98.2,0.19012346,0.08148148,0.493103448,3.283784122341684,4.0608786579045635,"15885"
"Lewis Thorpe","MIN","LHP","AAA","22",0,28,"50 / 50","50 / 55","40 / 45","45 / 50","45 / 50","40",132,0.28186715,0.07181329,0.382857142,3.681818188468287,3.1356053946686915,"15906"
"Ryne Stanek","TBR","RHP","","25",0,26,"60 / 60","50 / 50","","55 / 55","45 / 45","40",15.2,0.31884058,0.15942029,0.555555555,4.595743748331324,3.714965502533295,"15947"
"D.J. Snelten","SFG","LHP","AAA","25",0,9,"60 / 60","45 / 50","","60 / 70","40 / 45","40",52.1,0.20158103,0.11067194,0.575757575,5.847134113137684,3.938789093238895,"15949"
"Keury Mella","CIN","RHP","AAA","24",0,13,"60 / 60","","55 / 55","45 / 50","40 / 45","45",109,0.22368421,0.08333333,0.456375838,3.1376146788990824,3.881558793564455,"15964"
"Nick Burdi","PIT","RHP","","24",0,22,"80 / 80","70 / 70","","","40 / 40","40",11,0.25925926,0.11111111,0.4375,5.7272727272727275,3.750621960650791,"16074"
"John Curtiss","MIN","RHP","","25",0,22,"60 / 60","","55 / 60","","40 / 45","40",60.1,0.24615385,0.13461538,0.4,2.685083099287937,4.3902423812246285,"16128"
"Eric Skoglund","KCR","LHP","","25",0,7,"50 / 50","45 / 45","55 / 55","45 / 50","50 / 50","40",31,0.184,0.024,0.408163265,3.4838709677419355,4.418741146106866,"16155"
"Brandon Woodruff","MIL","RHP","MLB","24",0,4,"55 / 55","55 / 55","","45 / 50","50 / 55","50",84,0.22677596,0.09562842,0.477178423,4.500000102179393,4.398069919013308,"16162"
"Max Povse","SEA","RHP","","24",0,6,"50 / 50","","45 / 45","55 / 55","50 / 55","40",103.1,0.24235808,0.11353712,0.463157894,5.225805937164707,4.206415673878496,"16165"
"Spencer Turnbull","DET","RHP","","25",0,23,"60 / 60","55 / 55","45 / 45","50 / 50","40 / 40","40",122.2,0.26396917,0.09248555,0.531847133,4.18206556420248,3.3223313243518264,"16207"
"Jake Reed","MIN","RHP","","25",0,18,"60 / 60","50 / 50","","55 / 60","40 / 45","40",53.2,0.26244344,0.11312217,0.278195488,1.8447203220608803,4.055801529249757,"16209"
"Aaron Bummer","CHW","LHP","MLB","24",0,23,"60 / 60","50 / 50","","50 / 50","40 / 40","40",40.2,0.25443787,0.07692308,0.654205607,2.877048955428877,2.8525563817567967,"16258"
"Eduardo Paredes","LAA","RHP","","22",0,17,"50 / 50","55 / 55","","45 / 50","45 / 50","40",46.1,0.18137255,0.10294118,0.321678321,5.050360266635842,5.416663893761971,"16344"
"Gabriel Moya","MIN","LHP","","23",0,23,"50 / 50","30 / 30","50 / 50","60 / 60","50 / 50","40",54.2,0.28310502,0.07305936,0.357664233,1.6463413102367392,3.534380650925438,"16348"
"Ryan Borucki","TOR","LHP","","23",0,6,"50 / 55","45 / 50","","60 / 60","45 / 50","45",84.2,0.17329545,0.09090909,0.508,3.8267715098624526,4.426865379305198,"16350"
"Tyler Mahle","CIN","RHP","MLB","23",0,5,"50 / 55","50 / 55","","45 / 50","55 / 60","50",53.1,0.1627907,0.06511628,0.373417721,3.5437495775521306,4.965956717310859,"16358"
"Ryan Castellani","COL","RHP","AAA","22",0,11,"50 / 50","50 / 55","","50 / 55","40 / 50","45",137.1,0.1485623,0.11661342,0.372997711,5.83252383981917,5.236881492575451,"16377"
"Brad Wieck","SDP","LHP","","26",0,41,"65 / 65","40 / 40","60 / 60","","40 / 40","40",52.1,0.34529148,0.0896861,0.388429752,2.235668925611467,3.0761009691335865,"16390"
"Yonny Chirinos","TBR","RHP","","24",0,22,"50 / 50","55 / 55","","45 / 50","50 / 55","40",50,0.22641509,0.06603774,0.523809523,4.68,3.350701393922346,"16401"
"Chih-Wei Hu","TBR","RHP","","23",0,29,"50 / 50","","45 / 45","60 / 60","45 / 50","40",108.1,0.20042644,0.06183369,0.367647058,4.735384837711503,3.95545580711834,"16419"
"Scott Blewett","KCR","RHP","AAA","21",0,13,"55 / 60","","50 / 55","40 / 45","40 / 50","40",152.1,0.15246637,0.07623318,0.421370967,4.96280054386728,4.840848879893283,"16427"
"Foster Griffin","KCR","LHP","","22",0,10,"45 / 45","","55 / 60","50 / 55","50 / 55","40",156.2,0.16883117,0.06060606,0.377394636,5.170213101664643,4.352637298848264,"16432"
"Conner Greene","STL","RHP","","22",0,9,"70 / 70","40 / 45","40 / 40","55 / 60","40 / 45","45",92.2,0.17703349,0.15789474,0.475285171,4.467625746019427,5.554436869073374,"16455"
"Austin Gomber","STL","LHP","MLB","23",0,16,"45 / 45","","50 / 55","45 / 50","45 / 50","40",75.1,0.25079365,0.07619048,0.376811594,3.345132969215391,4.298578318394769,"16561"
"Dean Deetz","HOU","RHP","","24",0,21,"60 / 60","","60 / 60","40 / 45","45 / 45","40",40.2,0.37278107,0.13609467,0.454545454,0.8852458272496783,3.3404502497574544,"16687"
"Touki Toussaint","ATL","RHP","","20",60,8,"60 / 60","","65 / 65","55 / 60","40 / 45","50",136.1,0.28900709,0.09397163,0.448170731,2.3765282060218644,3.3069106188814357,"16929"
"Elieser Hernandez","MIA","RHP","","22",0,20,"60 / 60","45 / 50","","40 / 50","45 / 55","40",27.2,0.22033898,0.06779661,0.430379746,4.228915140303212,4.116410150602858,"16933"
"Luis F. Ortiz","MIL","RHP","MLB","22",0,8,"60 / 60","60 / 60","45 / 50","45 / 50","50 / 55","45",100.2,0.20422535,0.06103286,0.441860465,3.665562798153871,3.788700644666827,"16942"
"Grant Holmes","OAK","RHP","MLB","21",0,13,"50 / 50","","55 / 55","40 / 45","40 / 45","45",6,0.2962963,0.07407407,0.428571428,4.5,4.729664794603984,"16944"
"Jake Jewell","LAA","RHP","AAA","24",0,18,"60 / 60","55 / 60","50 / 50","40 / 40","40 / 45","40",42.2,0.21465969,0.12565445,0.606557377,3.796874717110789,4.154573145175431,"16958"
"Tyler Beede","SFG","RHP","","24",0,4,"55 / 55","","50 / 50","55 / 60","40 / 45","45",88.1,0.2047619,0.1452381,0.38671875,7.030188932245684,5.689257544327532,"16981"
"Sean Reid-Foley","TOR","RHP","MLB","22",0,11,"55 / 55","40 / 45","55 / 60","50 / 55","45 / 50","40",134.2,0.26760563,0.0915493,0.455331412,3.542079475484374,3.5374320712988427,"17034"
"Joe Palumbo","TEX","LHP","","23",0,18,"60 / 60","","55 / 60","40 / 45","40 / 45","40",45.1,0.3172043,0.05376344,0.425925925,2.779411959606897,2.9053930631585203,"17035"
"Pablo Lopez","MIA","RHP","MLB","22",0,18,"55 / 55","","50 / 50","50 / 55","50 / 55","40",66.2,0.27715356,0.04868914,0.410714285,1.3499998970031817,3.0632133026629704,"17085"
"Domingo Acevedo","NYY","RHP","AAA","24",0,10,"55 / 60","45 / 50","","50 / 55","45 / 50","45",69.1,0.2,0.07636364,0.364102564,2.985577224230303,3.9934332364152354,"17092"
"Domingo German","NYY","RHP","","25",0,13,"55 / 60","","60 / 65","45 / 50","40 / 45","40",24,0.26213592,0.09708738,0.409836065,4.125000020489097,4.017847124989123,"17149"
"Yoan Lopez","ARI","RHP","AAA","25",0,13,"70 / 70","55 / 55","","","40 / 45","40",62.2,0.33984375,0.1015625,0.348484848,2.8723401924019516,3.0476920346175227,"17181"
"Jalen Beeks","BOS","LHP","","24",0,6,"45 / 45","","50 / 55","55 / 60","45 / 50","45",92.2,0.31842105,0.07894737,0.389908256,3.010791635446694,2.9155293104359616,"17192"
"Ranger Suarez","PHI","LHP","MLB","22",0,22,"50 / 50","50 / 55","","40 / 50","45 / 55","40",126,0.16929134,0.06889764,0.49602122,2.7857143252479792,3.8932941584091916,"17277"
"Thomas Pannone","TOR","LHP","AAA","23",0,12,"50 / 50","","50 / 55","45 / 50","50 / 60","40",56.1,0.23553719,0.05371901,0.231707317,5.591715155919803,4.029267215654938,"17281"
"Michael Kopech","CHW","RHP","MLB","21",20,2,"70 / 70","50 / 60","","45 / 55","40 / 45","60",133.1,0.30360206,0.11492281,0.385350318,4.1175001570701655,3.6351908676091975,"17282"
"Justus Sheffield","NYY","LHP","","21",39,3,"60 / 60","60 / 60","","50 / 55","45 / 50","55",121.1,0.25349301,0.10578842,0.436893203,2.8928572186495503,3.614810938810398,"17285"
"Framber Valdez","HOU","LHP","MLB","24",0,25,"55 / 55","","60 / 60","","40 / 45","40",109.1,0.29605263,0.07675439,0.566787003,3.9512196960086214,2.6898061963341973,"17295"
"Luis Escobar","PIT","RHP","ST","21",0,9,"60 / 60","","50 / 55","50 / 60","30 / 45","45",129,0.2003643,0.10928962,0.453551912,4.395348896104752,4.447940248669028,"17345"
"Edgar Santana","PIT","RHP","MLB","26",0,24,"60 / 60","55 / 55","","","45 / 45","40",11,0.19565217,0.02173913,0.588235294,4.909090909090909,3.3265156797387387,"17355"
"Brett Martin","TEX","LHP","","22",0,17,"50 / 55","","50 / 55","40 / 50","40 / 50","40",91,0.22374429,0.06621005,0.491749174,7.21978021978022,3.4083280654726447,"17369"
"Erick Fedde","WSN","RHP","MLB","25",0,4,"55 / 55","40 / 45","55 / 55","45 / 50","50 / 55","45",86,0.23160763,0.07084469,0.548780487,3.976744274244625,3.0772386405679795,"17425"
"Jonathan Hernandez","TEX","RHP","","21",0,15,"60 / 60","60 / 60","50 / 50","50 / 55","35 / 45","40",123.1,0.26377953,0.10433071,0.490384615,3.9405407030483226,3.4879005630548643,"17464"
"Heath Fillmyer","KCR","RHP","","23",0,21,"50 / 50","50 / 55","55 / 60","45 / 50","40 / 45","40",73,0.15662651,0.10542169,0.431535269,5.79452069934481,5.579994893098739,"17466"
"Jack Flaherty","STL","RHP","","22",65,3,"55 / 55","50 / 55","55 / 55","40 / 45","50 / 55","50",47.1,0.34391534,0.06349206,0.46226415,3.04225311249033,3.0873242740584885,"17479"
"Albert Abreu","NYY","RHP","","22",59,4,"65 / 65","","55 / 60","55 / 65","40 / 45","50",72.2,0.22699387,0.09815951,0.453658536,5.201834498285801,4.009079751105807,"17485"
"Genesis Cabrera","TBR","LHP","MLB","21",0,27,"55 / 55","40 / 45","","45 / 55","30 / 40","40",140.1,0.25170068,0.1207483,0.348066298,4.168646288507553,4.179021751228349,"17490"
"Jorge Guzman","MIA","RHP","","22",67,3,"70 / 80","50 / 60","","45 / 55","40 / 50","50",96,0.23488372,0.14883721,0.387351778,4.03125,4.340754813017945,"17505"
"Wei-Chieh Huang","ARI","RHP","AAA","24",0,18,"50 / 50","","40 / 45","60 / 60","40 / 45","40",78.1,0.31790123,0.09567901,0.392265193,3.3319150288324164,3.63950336100937,"17508"
"Jimmy Herget","CIN","RHP","MLB","24",0,18,"55 / 55","55 / 60","","45 / 50","50 / 55","40",64,0.24468085,0.08865248,0.344444444,3.374999899417165,4.155503246559736,"17556"
"JT Brubaker","PIT","RHP","MLB","24",0,26,"60 / 60","45 / 50","","40 / 45","40 / 45","40",154,0.20247295,0.06800618,0.532150776,2.8051948051948052,3.782857158663985,"17578"
"Ricardo Sanchez","ATL","LHP","","19",0,19,"45 / 50","","50 / 55","50 / 55","40 / 45","45",75.2,0.17559524,0.08630952,0.430962343,3.6872244217507504,4.557788669834375,"17581"
"Marcos Diplan","MIL","RHP","","21",0,11,"60 / 60","55 / 60","","40 / 50","40 / 50","45",121.1,0.22242991,0.14018692,0.428134556,4.005494673403842,4.363924755456132,"17583"
"Jordan Yamamoto","MIA","RHP","","21",0,22,"50 / 55","","55 / 60","40 / 45","40 / 45","40",68.2,0.32442748,0.05343511,0.461538461,1.8349513203925478,2.509876531817151,"17585"
"Tanner Scott","BAL","LHP","MLB","22",0,5,"80 / 80","55 / 60","","40 / 45","30 / 40","45",19,0.24691358,0.13580247,0.565217391,1.894736842105263,4.36389510584505,"17586"
"Mitch Keller","PIT","RHP","MLB","21",23,1,"60 / 60","","55 / 60","40 / 45","55 / 70","60",144.1,0.22847682,0.0910596,0.466334164,3.4295613217804912,3.760380472719986,"17594"
"Tanner Rainey","CIN","RHP","MLB","25",0,16,"60 / 70","","55 / 60","40 / 40","40 / 40","45",59.1,0.31967213,0.16803279,0.363636363,2.5786518235502256,4.150350310357159,"17610"
"Taylor Clarke","ARI","RHP","MLB","24",0,10,"50 / 50","","55 / 55","45 / 50","50 / 55","40",161,0.19910847,0.06835067,0.382536382,4.024844720496894,4.486714655549629,"17611"
"Cody Carroll","NYY","RHP","","25",0,18,"65 / 70","55 / 60","","40 / 45","40 / 45","40",56.1,0.29361702,0.1106383,0.383458646,2.715975932875333,3.756143688159807,"17664"
"Rogelio Armenteros","HOU","RHP","","23",0,11,"50 / 50","45 / 50","","","","40",134.1,0.28014184,0.09751773,0.383040935,3.6848636107731956,3.9632830554231253,"17679"
"Jacob Nix","SDP","RHP","","22",0,16,"55 / 60","","50 / 60","50 / 55","45 / 50","45",58.2,0.19909502,0.04072398,0.44785276,1.840908931306585,3.860488159266459,"17775"
"Patrick Weigel","ATL","RHP","AA","22",0,26,"60 / 65","55 / 55","45 / 50","45 / 50","40 / 50","40",4,0.5,0,0.333333333,0,1.2716539695858957,"17792"
"Trey Wingenter","SDP","RHP","","24",0,39,"70 / 70","55 / 55","","50 / 55","40 / 40","40",48.1,0.28229665,0.14354067,0.469026548,4.2827590713773604,4.639189785442669,"17793"
"Dillon Tate","NYY","RHP","","23",0,9,"55 / 55","55 / 55","","50 / 55","40 / 45","45",127.1,0.18574109,0.06378987,0.532637075,4.099476603542012,3.748703993444101,"17796"
"Adbert Alzolay","CHC","RHP","","22",0,2,"60 / 60","","55 / 60","40 / 45","45 / 50","50",39.2,0.15789474,0.07602339,0.356589147,4.764705271398045,5.274294634268658,"17859"
"Franklyn Kilome","PHI","RHP","","22",0,5,"60 / 60","","55 / 60","30 / 40","35 / 45","50",142,0.20627063,0.10726073,0.439393939,4.246478873239437,4.43708688562185,"17861"
"Ian Gibaut","TBR","RHP","","24",0,34,"55 / 55","50 / 50","","70 / 70","40 / 40","40",59.2,0.32489451,0.09704641,0.484375,1.9608937424408912,2.9227657835385648,"17871"
"Dennis Santana","LAD","RHP","MLB","22",0,8,"55 / 60","55 / 60","","50 / 55","40 / 50","45",51.2,0.31308411,0.07943925,0.508333333,2.4387094373435296,2.982759167712289,"17878"
"Cody Ponce","MIL","RHP","","23",0,13,"60 / 60","","50 / 50","40 / 45","45 / 50","45",95,0.21568627,0.08333333,0.432330827,4.3578947368421055,4.077700818212409,"17920"
"Tyler Jay","MIN","LHP","MLB","23",0,27,"50 / 55","45 / 45","55 / 60","40 / 45","45 / 50","40",60.2,0.1884058,0.07246377,0.396907216,4.45054907741764,3.9870039906778763,"17952"
"Peter Lambert","COL","RHP","","20",0,10,"50 / 50","45 / 50","50 / 55","55 / 60","45 / 55","45",152.2,0.1808,0.0448,0.494669509,3.360262274617121,3.882754488985387,"17969"
"Bobby Poyner","BOS","LHP","","25",0,19,"50 / 50","","","55 / 60","55 / 55","40",54.1,0.19909502,0.05429864,0.253164556,2.6503069035294247,4.423485159020758,"17987"
"Logan Webb","SFG","RHP","MLB","21",0,22,"55 / 55","50 / 55","","45 / 50","30 / 40","40",104.2,0.23041475,0.10829493,0.476363636,2.4076432389774673,4.2042699927453135,"17995"
"Triston McKenzie","CLE","RHP","MLB","20",51,2,"55 / 60","","55 / 60","40 / 45","50 / 60","50",90.2,0.24033149,0.07734807,0.331950207,2.680147359527965,3.913437702562089,"18000"
"Matt Hall","DET","LHP","","24",0,24,"45 / 45","","","60 / 0","40 / 45","40",114.1,0.28907923,0.10278373,0.468634686,2.2040817307044263,3.2770733910435705,"18076"
"Chance Adams","NYY","RHP","","23",0,8,"55 / 55","50 / 55","45 / 50","45 / 50","45 / 50","45",117.2,0.2205029,0.11798839,0.410876132,5.048158503844218,4.461741186030405,"18135"
"Ryan Helsley","STL","RHP","MLB","23",0,10,"60 / 60","","50 / 55","40 / 45","40 / 50","45",76,0.26875,0.115625,0.425531914,4.263157346407203,4.211349328220299,"18138"
"Art Warren","SEA","RHP","","24",0,9,"70 / 70","50 / 55","50 / 50","30 / 30","40 / 40","40",19.2,0.29885057,0.18390805,0.444444444,2.745762268040177,4.275012584390508,"18251"
"Andrew Suarez","SFG","LHP","","25",0,8,"50 / 50","","50 / 50","45 / 50","50 / 55","40",37.1,0.2278481,0.09493671,0.405940594,3.374999425241023,4.513561538736941,"18300"
"Carson Fulmer","CHW","RHP","MLB","22",0,13,"50 / 50","","55 / 55","55 / 55","40 / 45","40",78.1,0.19346049,0.14713896,0.388888888,6.204255873065824,5.213904052104822,"18311"
"Taylor Hearn","PIT","LHP","","22",0,8,"60 / 60","50 / 55","","40 / 45","40 / 45","45",129,0.26168224,0.08785047,0.386904761,3.488372093023256,3.7778506995402568,"18325"
"Josh Staumont","KCR","RHP","","24",0,12,"65 / 65","","60 / 60","50 / 55","35 / 40","40",82.1,0.29347826,0.16032609,0.459183673,3.716599419881808,4.559204383116432,"18335"
"Jaime Barria","LAA","RHP","","21",0,7,"45 / 45","","45 / 50","50 / 55","50 / 60","45",27.1,0.26271186,0.06779661,0.346153846,3.951219971728903,4.218231596598672,"18356"
"Thomas Eshelman","PHI","RHP","","23",0,21,"40 / 40","","40 / 40","45 / 50","60 / 70","40",151.2,0.16618497,0.06791908,0.393410852,5.756043690622851,4.304252776699323,"18361"
"Michael Soroka","ATL","RHP","MLB","19",34,4,"55 / 55","55 / 55","","50 / 55","45 / 55","55",35.2,0.29545455,0.04545455,0.686046511,1.7663549709470165,2.4102554825633518,"18383"
"Enyel De Los Santos","PHI","RHP","AAA","22",0,12,"55 / 55","","50 / 55","55 / 60","45 / 50","45",129.1,0.21509434,0.08113208,0.416201117,2.574742402522284,4.021638472544654,"18403"
"Junior Fernandez","STL","RHP","AAA","20",0,14,"55 / 60","40 / 45","","60 / 70","40 / 50","45",30.2,0.17910448,0.13432836,0.377777777,3.5217387653704555,4.871592310748008,"18496"
"Phil Bickford","MIL","RHP","AAA","22",0,19,"50 / 55","50 / 55","","40 / 45","40 / 50","40",34.2,0.25949367,0.11392405,0.276595744,4.673076237447264,4.010167373088837,"18519"
"Dylan Cease","CHW","RHP","MLB","22",0,8,"70 / 70","","55 / 60","45 / 50","40 / 45","45",130.1,0.32751938,0.10271318,0.491103202,2.2787727008849257,2.7635878739094597,"18525"
"Sam Hentges","CLE","LHP","MLB","21",0,18,"55 / 60","","55 / 60","40 / 50","40 / 45","40",118.1,0.24158416,0.1049505,0.39747634,3.270422675782225,3.695926630589343,"18548"
"Logan Allen","SDP","LHP","","20",0,8,"50 / 50","","50 / 50","55 / 60","40 / 50","50",148.2,0.25378151,0.08571429,0.412234042,2.5426008424929796,3.7961291087211286,"18555"
"Hector Perez","HOU","RHP","","21",0,5,"60 / 70","50 / 60","45 / 50","","30 / 45","45",115,0.27708333,0.13333333,0.438202247,3.7565218637390756,3.851939876338736,"18592"
"A.J. Minter","ATL","LHP","MLB","23",0,16,"60 / 65","60 / 65","","","45 / 50","45",8.1,0.38709677,0.03225806,0.647058823,0,2.1084163082378797,"18655"
"Freddy Peralta","MIL","RHP","MLB","21",0,9,"60 / 60","55 / 55","","40 / 45","40 / 50","45",66,0.34671533,0.10583942,0.455782312,3,3.512004815335527,"18679"
"Sandy Alcantara","MIA","RHP","MLB","22",0,7,"70 / 70","40 / 45","45 / 50","45 / 60","30 / 45","50",143,0.17863105,0.08180301,0.482435597,3.8391611976107134,4.764787682321709,"18684"
"Kolby Allard","ATL","LHP","AAA","19",0,11,"45 / 50","","50 / 55","45 / 55","50 / 60","50",115.1,0.19230769,0.07905983,0.37804878,2.6531793077581023,4.190793578383044,"18694"
"Nick Neidert","MIA","RHP","","21",0,10,"40 / 40","","45 / 50","60 / 60","","45",156.1,0.24722662,0.0570523,0.4608076,3.396588632907966,3.158434536464669,"18699"
"Dillon Peters","MIA","LHP","","25",0,17,"50 / 50","","50 / 50","40 / 45","50 / 50","40",110.1,0.19144603,0.07739308,0.455072463,5.546828146154338,4.520454882154069,"18790"
"Pedro Avila","SDP","RHP","MLB","21",0,15,"50 / 50","","55 / 60","55 / 60","45 / 55","45",130.2,0.25,0.09507042,0.436464088,4.2704084957207264,4.13339291103904,"18864"
"Beau Burrows","DET","RHP","","21",0,2,"55 / 60","45 / 50","45 / 50","50 / 55","45 / 50","50",134,0.22241681,0.09807356,0.309333333,4.097014925373134,4.282902663679265,"18873"
"Zack Burdi","CHW","RHP","","22",89,5,"80 / 80","60 / 65","","55 / 60","40 / 45","50",6.1,0.25925926,0.14814815,0.666666666,2.8421066897074496,3.964761252943211,"19159"
"Robert Dugger","MIA","RHP","AAA","22",0,26,"55 / 55","55 / 60","40 / 45","45 / 50","40 / 45","40",150.2,0.22632424,0.06902087,0.410377358,3.4048674865228086,3.812738374961141,"19191"
