Name,Org,Pos,Current Level,Age,Top 100,Org Rk,FB,SL,CB,CH,CMD,FV,IP,K%,BB%,GB%,ERA,xFIP,playerId
"Joey Wentz","DET","SP","MLB","25.8138888",,15,"50 / 50","50 / 50","45 / 45","50 / 50","45 / 45","40",43.1,0.28571429,0.09183673,0.308333333,5.6076914849367165,4.522005923791587,"19962"
"Tyson Miller","MIL","MIRP","MLB","28",,30,"45 / 45","55 / 55","40 / 40","40 / 45","50 / 50","35+",53.2,0.28110599,0.0875576,0.371212121,3.0186333615656453,4.310330101387619,"19976"
"Darren McCaughan","SEA","SP","MLB","27.3638888",,23,"30 / 30","50 / 50","","55 / 55","55 / 60","35+",146,0.21283255,0.07042254,0.347629796,5.609589041095891,5.5450920053132595,"20038"
"Kyle Muller","OAK","SP","","25.8111111",,6,"50 / 50","60 / 60","55 / 55","45 / 45","40 / 40","45+",80,0.17010309,0.10824742,0.449056603,7.0875,5.704798173904419,"20167"
"Jake Walsh","STL","SIRP","","28.025",,29,"55 / 55","","50 / 55","30 / 35","35 / 40","35+",33,0.23026316,0.15789474,0.375,5.454545493953485,6.010304082259776,"20227"
"Deivi Garcia","NYY","SIRP","AAA","24.1944444",,32,"60 / 60","50 / 50","","45 / 45","40 / 40","35+",65.1,0.24252492,0.1461794,0.388571428,4.545918588537031,5.824635035357577,"20276"
"Greg Weissert","NYY","SIRP","MLB","28.4861111",,27,"50 / 50","60 / 60","","50 / 50","40 / 40","40",47.2,0.32828283,0.10606061,0.438095238,3.020979544802767,3.8806624407003483,"20375"
"Ryan Walker","SFG","SIRP","MLB","27.675",,25,"55 / 55","50 / 55","","","50 / 50","40",20.2,0.30666667,0.10666667,0.511627906,0.8709680161572515,4.1681740146673,"20423"
"Grant Anderson","TEX","SIRP","MLB","26.1055555",,35,"50 / 50","55 / 55","","","60 / 60","35+",41.2,0.35795455,0.09090909,0.449438202,4.103999686889672,4.034268711743284,"20546"
"Bowden Francis","TOR","SP","MLB","27.2694444",,16,"45 / 45","55 / 55","45 / 45","45 / 50","50 / 55","40",43,0.34482759,0.07471264,0.306122448,2.302325581395349,3.708009909197342,"20548"
"Luis Gil","NYY","SIRP","MLB","25.1555555",,18,"60 / 70","55 / 55","","30 / 30","35 / 35","40",4,0.28571429,0.14285714,0.5,11.25,4.275468674302101,"21052"
"Thomas Szapucki","SFG","MIRP","","27.1305555",,49,"50 / 50","","60 / 60","45 / 45","45 / 45","35+",0.1,0,0.5,0.333333333,81.00080869409182,41.46716303465712,"21065"
"J.P. France","HOU","SP","MLB","28.3194444",,12,"50 / 50","50 / 50","50 / 50","40 / 40","45 / 45","40",19.1,0.33766234,0.14285714,0.538461538,2.3275865896137153,4.490253241249844,"21212"
"Daniel Robert","TEX","SIRP","MLB","28.9138888",,41,"50 / 50","60 / 60","","","40 / 40","35+",44.1,0.26903553,0.11675127,0.347826086,4.263158211889242,4.931740612208161,"21229"
"Tommy Doyle","COL","SIRP","MLB","27.2444444",,34,"45 / 45","60 / 60","","","50 / 50","35+",37,0.26623377,0.11688312,0.489361702,3.4054054054054053,4.678743403344541,"21281"
"Jacob Latz","TEX","SIRP","MLB","27.3083333",,39,"40 / 40","45 / 45","","55 / 55","50 / 55","35+",70.2,0.30639731,0.1010101,0.414201183,4.584905330376871,4.107154007322158,"21306"
"Bryce Montes de Oca","NYM","SIRP","AAA","27.2666666",,35,"70 / 70","60 / 60","","","30 / 30","35+",2.1,0.33333333,0.41666667,0.333333333,11.57144551863525,8.335655017924726,"21319"
"Cole Sands","MIN","MIRP","MLB","26.0333333",,28,"50 / 50","55 / 55","","","40 / 40","35+",42.2,0.3021978,0.08791209,0.420560747,2.531249811407193,4.202836550193078,"21461"
"Sean Hjelle","SFG","MIRP","MLB","26.2277777",,33,"50 / 50","55 / 55","","40 / 40","50 / 50","35+",110,0.1889117,0.08829569,0.56626506,5.318181818181818,4.949903899702159,"21481"
"Jake Irvin","WSN","SP","MLB","26.4472222",,14,"50 / 50","55 / 60","","40 / 50","50 / 60","40",27.1,0.23076923,0.1025641,0.407894736,4.939024964661129,5.18429637120788,"21504"
"Thaddeus Ward","WSN","MIRP","AAA","26.5361111",,19,"40 / 40","60 / 60","","40 / 45","40 / 40","40",35.1,0.23333333,0.09333333,0.510869565,3.311321052634136,4.574601889460487,"21513"
"James McArthur","KCR","SIRP","MLB","26.6333333",,37,"50 / 50","","55 / 55","40 / 40","45 / 50","35+",61.2,0.2826087,0.10869565,0.467948717,4.962161752883354,4.453370790550329,"21527"
"Tristan Beck","SFG","SP","MLB","27.0972222",,20,"40 / 40","50 / 50","55 / 55","50 / 50","50 / 55","40",39.2,0.22941176,0.1,0.369369369,5.4453777148641285,5.435528770751366,"21584"
"Luis Medina","OAK","SIRP","MLB","24.2388888",,12,"65 / 65","","60 / 70","45 / 55","30 / 35","40+",21.2,0.2745098,0.19607843,0.372549019,6.230768316596351,5.877014192366252,"21649"
"Javier Assad","CHC","MIRP","MLB","25.9972222",,14,"55 / 55","50 / 50","55 / 55","40 / 45","50 / 55","45",21.2,0.23076923,0.0989011,0.637931034,3.323076435518054,4.019804294697622,"21741"
"Riley Pint","COL","SIRP","","25.7305555",,36,"55 / 55","60 / 60","","","30 / 30","35+",57.1,0.31135531,0.20879121,0.561983471,6.122093566370548,5.207614638927621,"21858"
"Alex Speas","TEX","SIRP","MLB","25.4027777",,14,"70 / 70","60 / 60","","","30 / 30","40+",56.2,0.34693878,0.15510204,0.513274336,2.8588238501631626,4.349577823610575,"21859"
"Jordan Balazovic","MIN","SP","MLB","24.8666666",,34,"40 / 40","40 / 45","50 / 50","","40 / 45","35+",45.2,0.25714286,0.15238095,0.491803278,5.32116729055059,4.595716600641236,"21866"
"Gregory Santos","CHW","SIRP","MLB","23.9194444",,9,"60 / 60","70 / 70","","","40 / 40","40+",9.1,0.21052632,0.05263158,0.538461538,1.9285720854391661,4.014952294072203,"21894"
"Yerry Rodriguez","TEX","SIRP","MLB","25.7888888",,37,"50 / 50","55 / 55","","30 / 35","40 / 40","35+",51.1,0.28205128,0.11538462,0.462121212,5.435065473587777,5.003268759560344,"21955"
"Jose Soriano","LAA","SIRP","MLB","24.775",,6,"60 / 60","","70 / 70","30 / 40","30 / 40","40+",25,0.28947368,0.14035088,0.5,4.679999977684021,4.46812381793841,"22100"
"Cole Winn","TEX","MIRP","MLB","23.6777777",,32,"55 / 55","60 / 60","50 / 50","55 / 55","30 / 35","40",104,0.2007874,0.15944882,0.348101265,7.1826923076923075,6.686227695758527,"22113"
"Hagen Danner","TOR","SIRP","MLB","24.8305555",,18,"60 / 60","50 / 55","","","35 / 40","40",42.1,0.34682081,0.07514451,0.375,3.6141734997436568,3.352907726382187,"22116"
"Max Kranick","PIT","SIRP","MLB","26.0222222",,38,"50 / 55","55 / 55","","45 / 45","45 / 45","35+",20.2,0.175,0.1125,0.392857142,4.354840049386809,5.374123881230255,"22175"
"Hans Crouse","PHI","MIRP","MLB","24.8722222",,33,"30 / 30","50 / 55","","50 / 55","50 / 50","35+",23,0.26548673,0.19469027,0.254237288,5.869565217391305,6.220870611719463,"22192"
"DL Hall","BAL","MIRP","MLB","24.8611111",113,6,"70 / 70","55 / 55","55 / 55","60 / 60","30 / 40","50",56,0.34,0.14,0.418032786,4.017857142857143,4.131748679706029,"22207"
"Jeremiah Estrada","CHC","SIRP","MLB","24.7444444",,50,"55 / 55","50 / 55","","50 / 50","40 / 45","35+",32.2,0.30718954,0.18300654,0.306666666,5.510203545414327,5.701476618631735,"22210"
"Sean Reynolds","MIA","SIRP","MLB","25.2777777",,23,"55 / 55","50 / 55","","45 / 50","30 / 40","40",67.2,0.23676012,0.16199377,0.405405405,5.45320171425722,5.380141861130664,"22253"
"Owen White","TEX","SP","MLB","23.9722222",,10,"45 / 45","55 / 55","50 / 50","45 / 50","50 / 50","45",109.1,0.17197452,0.12101911,0.452531645,4.362805149984463,5.91069116173389,"22273"
"Mason Englert","DET","SP","MLB","23.7444444",,19,"40 / 40","55 / 55","45 / 45","50 / 50","55 / 60","40",23.1,0.33673469,0.06122449,0.431034482,4.628572059164328,3.263879275416025,"22288"
"Matthew Liberatore","STL","SP","MLB","23.7305555",87,4,"40 / 40","50 / 55","60 / 60","45 / 55","55 / 60","50",74.2,0.290625,0.121875,0.464480874,3.8571433826369397,4.191722926100836,"22294"
"Jose E. Hernandez","PIT","SIRP","MLB","25.5805555",,25,"60 / 60","60 / 60","","45 / 50","40 / 40","40",16.1,0.21333333,0.09333333,0.326923076,6.612246184883543,5.171630324941068,"22318"
"Stephen Ridings","NYM","SIRP","","27.9583333",,23,"70 / 70","55 / 55","","","45 / 45","40",14,0.25,0.14285714,0.294117647,4.5,5.6069204798766545,"22358"
"Michel Otanez","ARI","SIRP","MLB","26.0722222",,42,"70 / 70","50 / 55","","","20 / 35","35+",39,0.34254144,0.15469613,0.38095238,6.230769230769231,4.312053335095063,"22533"
"Taj Bradley","TBR","SP","MLB","22.3583333",36,2,"60 / 60","60 / 60","40 / 40","45 / 55","50 / 60","55",41,0.20430108,0.11290323,0.451612903,5.926829027037486,5.552362161102192,"22543"
"Keider Montero","DET","SIRP","MLB","23.0638888",,30,"50 / 55","55 / 60","50 / 50","40 / 40","40 / 40","35+",127.1,0.29090909,0.08909091,0.407294832,4.664921652306428,3.8372119287424264,"22630"
"Angel Zerpa","KCR","MIRP","MLB","23.8388888",,31,"40 / 40","50 / 50","","50 / 50","50 / 60","35+",34.2,0.2027027,0.10810811,0.383838383,3.894230412131969,5.371567539131073,"22717"
"Juan Then","SEA","SIRP","","23.4777777",,28,"45 / 60","55 / 60","","40 / 40","40 / 45","35+",39.1,0.16336634,0.12376238,0.532846715,8.466102379144441,5.676685306630276,"22828"
"Yoendrys Gomez","NYY","SP","MLB","23.7888888",,10,"55 / 55","","50 / 55","40 / 45","40 / 55","40+",77,0.27639752,0.1242236,0.35828877,3.3896104735736223,4.221872386904592,"22872"
"Francisco Morales","PHI","SIRP","","23.7555555",,30,"60 / 60","70 / 70","","","20 / 30","35+",30,0.28378378,0.20945946,0.544117647,6.299999949932099,5.39833674668071,"22913"
"Carlos Vargas","ARI","SIRP","MLB","23.7944444",,36,"60 / 60","55 / 60","","","30 / 40","35+",52.2,0.19066148,0.14007782,0.578313253,6.151899699617894,5.057433241405401,"22915"
"Prelander Berroa","SEA","SIRP","MLB","23.2805555",,11,"70 / 70","60 / 60","","","30 / 35","40+",69.1,0.36426117,0.14089347,0.385714285,2.7259617384369,3.862077524184119,"22932"
"Jose Lopez","TBR","MIRP","","24.4555555",,35,"55 / 60","55 / 60","","40 / 45","35 / 40","40",35.2,0.21590909,0.13636364,0.396396396,8.074765635448916,5.526161637999383,"22982"
"Dedniel Nunez","NYM","SIRP","MLB","27.15",,19,"55 / 60","55 / 60","45 / 45","40 / 40","40 / 40","40",57,0.26819923,0.12260536,0.412903225,5.526315789473684,4.710077217691824,"23055"
"Steven Cruz","KCR","SIRP","MLB","24.1222222",,39,"70 / 70","45 / 50","","","30 / 35","35+",54,0.30222222,0.13333333,0.483333333,3.499999876375556,4.442167347544423,"23165"
"Michael Grove","LAD","SP","MLB","26.6138888",,23,"45 / 45","60 / 60","50 / 50","","45 / 50","40+",30,0.32773109,0.03361345,0.460526315,4.2,3.471929177316573,"23221"
"Michael Mercado","TBR","SP","MLB","24.2888888",,23,"50 / 50","50 / 50","","45 / 50","45 / 50","40",67,0.34931507,0.13356164,0.277777777,5.104477466626595,4.312203130250969,"23223"
"Cody Bolton","PIT","MIRP","MLB","25.1111111",,42,"50 / 50","55 / 55","","45 / 50","40 / 40","35+",53.2,0.25675676,0.09009009,0.385714285,4.024844339041921,4.9230110343515205,"23265"
"Janson Junk","MIL","SP","AAA","27.5388888",,17,"50 / 50","50 / 55","50 / 50","35 / 40","55 / 60","40",148,0.15605096,0.07484076,0.407172995,4.256756756756757,5.7063760274568125,"23301"
"Jose Butto","NYM","SP","MLB","25.3611111",,16,"40 / 40","50 / 50","45 / 45","55 / 60","55 / 55","40",94.2,0.20745921,0.11888112,0.380782918,5.8943659844048115,5.585692772465075,"23313"
"Freddy Tarnok","OAK","SP","AAA","24.6805555",,14,"55 / 55","40 / 45","50 / 50","50 / 55","45 / 50","40",26.2,0.1509434,0.13207547,0.293333333,1.6874997988343479,7.086002688715206,"23324"
"Joey Cantillo","CLE","SP","MLB","23.6138888",,25,"50 / 50","30 / 35","50 / 55","55 / 60","40 / 50","40",120.1,0.27946768,0.13307985,0.387959866,4.038781270129695,4.774836469155188,"23335"
"Ricky Vanasco","LAD","MIRP","AAA","24.7944444",,35,"40 / 55","","45 / 60","","35 / 40","40",34.1,0.31125828,0.09271523,0.511904761,2.8834954326368156,3.6110130407031233,"23391"
"Tom Cosgrove","SDP","SIRP","MLB","26.125",,21,"50 / 50","60 / 60","","","60 / 60","40",11,0.26190476,0.19047619,0.333333333,2.454545427945035,6.410702352320348,"23443"
"Ricky Karcher","CIN","SIRP","","25.8638888",,21,"60 / 60","55 / 60","","40 / 45","30 / 40","40",66.1,0.23584906,0.24842767,0.37012987,4.613065680350735,6.983297902869196,"23449"
"Keaton Winn","SFG","MIRP","MLB","25.4416666",,13,"60 / 60","45 / 45","","","40 / 40","40+",63,0.24028269,0.09893993,0.5,4.571428571428571,4.6333859476305195,"23499"
"Ben Brown","CHC","SP","MLB","23.8888888",86,3,"60 / 60","55 / 60","60 / 60","","40 / 45","50",96.2,0.3236715,0.14009662,0.37037037,4.189655613303939,4.066924319799105,"23590"
"Ray Kerr","SDP","SIRP","AAA","28.8861111",,34,"60 / 60","50 / 50","","40 / 40","40 / 40","35+",40.2,0.3,0.12352941,0.442105263,2.43442603920905,4.172839204894929,"23809"
"Randy Rodriguez","SFG","SIRP","MLB","23.9",,16,"60 / 60","60 / 60","","40 / 45","40 / 40","40+",71,0.26479751,0.17757009,0.441860465,4.309859039149243,5.336014692384,"23974"
"Jose A. Ferrer","WSN","SIRP","MLB","23.4055555",,28,"55 / 55","45 / 50","","50 / 55","40 / 40","35+",44.2,0.1840796,0.10447761,0.503649635,3.6268654135187766,5.13161842366998,"24017"
"Ronny Henriquez","MIN","MIRP","MLB","23.1083333",,19,"55 / 55","50 / 55","","55 / 55","45 / 45","40",60.2,0.18928571,0.13928571,0.472222222,5.637362319811911,5.707116962833904,"24094"
"Justin Martinez","ARI","SIRP","MLB","21.9972222",,12,"65 / 65","40 / 45","","","30 / 40","40+",56,0.296875,0.20703125,0.571428571,4.33928586208091,5.260973614771292,"24453"
"Grayson Rodriguez","BAL","SP","MLB","23.7027777",24,3,"60 / 60","55 / 55","50 / 50","70 / 70","40 / 50","55",56.2,0.3125,0.10833333,0.458646616,3.3352946041200284,3.931634494934677,"24492"
"Simeon Woods Richardson","MIN","SP","MLB","22.8388888",,11,"45 / 45","50 / 50","50 / 50","45 / 50","55 / 60","45",118.2,0.19120459,0.12237094,0.424929178,5.0814611097581075,5.476317045213406,"24494"
"Lyon Richardson","CIN","SP","MLB","23.5305555",,8,"60 / 60","45 / 50","50 / 50","45 / 55","45 / 55","45+",73.2,0.33226837,0.14376997,0.474025974,3.7873306436090464,3.714052652005946,"24581"
"Drew Rom","BAL","SP","MLB","23.6222222",,29,"30 / 30","50 / 55","","","50 / 55","40",99,0.26726058,0.11358575,0.467924528,4.818181818181818,4.442055408581339,"24602"
"Austin Cox","KCR","MIRP","AAA","26.3361111",,32,"45 / 45","55 / 60","55 / 55","40 / 45","40 / 40","35+",51.2,0.22169811,0.11320755,0.45323741,3.4838715250609593,5.022600500860043,"24604"
"Jonathan Bowlan","KCR","SIRP","MLB","26.6611111",,18,"55 / 55","60 / 60","","40 / 40","60 / 60","40",105,0.2309322,0.09533898,0.411575562,5.828571428571428,4.749807282501743,"24607"
"Victor Vodnik","ATL","SIRP","MLB","23.8055555",,13,"70 / 70","45 / 45","","50 / 55","35 / 40","40",60.1,0.29056604,0.12075472,0.434210526,4.1767950079234515,4.290517043937335,"24614"
"Kelvin Caceres","LAA","SIRP","MLB","23.5083333",,26,"60 / 60","","60 / 60","","20 / 30","35+",54.2,0.34836066,0.13114754,0.521008403,4.1158532755918475,3.5527909378685556,"24681"
"Randy Vasquez","NYY","MIRP","MLB","24.7388888",,11,"50 / 50","","70 / 70","45 / 50","40 / 45","40+",87.1,0.26342711,0.11253197,0.434782608,4.637404850233521,4.59916047631528,"24719"
"Mike Burrows","PIT","SIRP","MLB","23.725",,7,"55 / 55","","55 / 55","60 / 60","45 / 50","45+",11.2,0.15217391,0.08695652,0.342857142,3.0857134449240973,6.369017366966921,"24728"
"Gus Varland","MIL","MIRP","MLB","26.7305555",,22,"50 / 55","50 / 55","","45 / 45","40 / 50","40",47.2,0.30102041,0.07142857,0.380165289,3.58741247377056,3.8310583119774337,"24737"
"Frank German","CHW","SIRP","","25.8527777",,17,"60 / 60","50 / 55","45 / 50","55 / 60","30 / 35","40",34.2,0.29411765,0.15294118,0.440860215,6.490387663745359,4.264835263641505,"24750"
"Kyle Leahy","STL","MIRP","MLB","26.1527777",,26,"50 / 50","50 / 50","45 / 45","45 / 45","50 / 50","35+",89.1,0.24694377,0.1002445,0.478764478,5.84328391478148,4.4643151232752185,"24763"
"Ryan Fernandez","BOS","SIRP","MLB","25.1333333",,26,"50 / 50","70 / 70","","","55 / 60","40",54.1,0.29130435,0.07826087,0.422535211,4.1411045549361925,3.493292405708221,"24862"
"Reese Olson","DET","MIRP","MLB","23.9972222",,12,"55 / 55","55 / 60","50 / 50","70 / 70","30 / 30","40+",36.2,0.26857143,0.12571429,0.509803921,6.381817296556328,4.806738601517277,"24968"
"Colin Selby","PIT","SIRP","MLB","25.7638888",,15,"60 / 60","60 / 60","55 / 55","","40 / 40","40+",34.1,0.27631579,0.15789474,0.560975609,4.718447038821529,4.862380164323856,"24986"
"Tim Herrin","CLE","SIRP","MLB","26.8083333",,26,"60 / 60","60 / 60","","","40 / 40","40",49,0.28787879,0.11111111,0.572649572,3.4897960542093416,3.743607113927664,"25139"
"Roddery Munoz","ATL","SIRP","MLB","23.2916666",,8,"60 / 60","60 / 70","","30 / 30","35 / 40","40+",80,0.22777778,0.15,0.430555555,5.287499873936179,5.417846495994147,"25311"
"Abner Uribe","MIL","SIRP","MLB","23.1083333",,7,"70 / 70","70 / 70","","","35 / 40","45",28,0.4017094,0.16239316,0.632653061,1.6071428571428572,3.1145901836454866,"25327"
"Devin Sweet","SEA","SIRP","MLB","26.8972222",,29,"45 / 45","","45 / 45","55 / 60","45 / 55","35+",48.1,0.32460733,0.05759162,0.379310344,2.234482905584066,3.5987693724843504,"25348"
"Jhony Brito","NYY","SP","MLB","25.45",,15,"50 / 50","","45 / 45","55 / 60","50 / 55","40+",49.1,0.19815668,0.07373272,0.496732026,4.560811281030117,4.224321467630748,"25386"
"Cody Morris","CLE","MIRP","","26.7361111",,19,"60 / 60","","50 / 50","60 / 60","40 / 40","40+",39,0.27439024,0.16463415,0.449438202,3.2307690727640264,4.998040052340667,"25388"
"Blair Calvo","DET","SIRP","AA","27.4222222",,23,"55 / 55","60 / 60","","","30 / 40","40",60,0.24914676,0.16040956,0.49375,6.89999980807305,5.434507135916263,"25416"
"Gavin Hollowell","COL","SIRP","MLB","25.7361111",,24,"60 / 60","55 / 60","","","45 / 50","40",29,0.272,0.088,0.371794871,3.413793103448276,4.860176801447772,"25427"
"Brandon Williamson","CIN","SP","MLB","25.325",,11,"50 / 50","55 / 55","50 / 55","45 / 50","35 / 45","45",47.2,0.17596567,0.12446352,0.383647798,7.930069401209544,6.201864061867633,"25463"
"Isaiah Campbell","SEA","SIRP","MLB","25.9555555",,21,"55 / 55","60 / 60","","","50 / 50","40",24.2,0.2745098,0.07843137,0.615384615,4.013512967177588,3.279802668975969,"25551"
"Xzavion Curry","CLE","SP","MLB","25.0055555",,23,"50 / 50","50 / 55","50 / 50","30 / 35","45 / 50","40",15,0.12307692,0.04615385,0.423076923,6,5.83282414873441,"25595"
"Hunter Gaddis","CLE","MIRP","MLB","25.3055555",,37,"45 / 45","50 / 50","40 / 40","60 / 60","40 / 45","40",87.1,0.21025641,0.09230769,0.358778625,5.5648858202802245,5.584201912816096,"25636"
"Justin Slaten","TEX","SIRP","MLB","25.8722222",,19,"65 / 65","70 / 70","","","40 / 40","40+",59.2,0.36595745,0.08510638,0.354330708,2.865922184704279,3.2350602478030748,"25648"
"Levi Stoudt","CIN","SP","AAA","25.6527777",,23,"50 / 50","55 / 55","","30 / 40","50 / 60","40",87,0.16216216,0.12530713,0.330960854,6.620689800321421,6.730645928568396,"25650"
"Ty Adcock","SEA","SIRP","AAA","26.4777777",,17,"55 / 60","","","","40 / 40","40",23.2,0.27586207,0.08045977,0.471698113,1.901408195306456,4.155425042383971,"25651"
"McKinley Moore","PHI","SIRP","AA","24.9305555",,22,"65 / 65","60 / 60","","","30 / 30","35+",29.2,0.384,0.184,0.509803921,0.9101125545957233,3.6978214770219524,"25663"
"Cole Waites","SFG","SIRP","AAA","25.1361111",,34,"70 / 70","45 / 45","","","30 / 30","35+",31.2,0.22972973,0.18243243,0.356321839,5.9684204534811265,6.650002096011486,"25665"
"Kevin Kelly","TBR","SIRP","MLB","25.6694444",,28,"55 / 55","50 / 50","","","60 / 60","40",13.1,0.36842105,0.10526316,0.5,3.3750008046628963,3.4372538093535585,"25679"
"Peyton Battenfield","CLE","MIRP","","25.9694444",,40,"40 / 40","45 / 50","50 / 50","45 / 45","40 / 45","35+",69.1,0.12627986,0.11604096,0.390697674,4.9326917196696325,6.674894279017085,"25777"
"Noah Davis","COL","SP","AAA","26.2694444",,30,"45 / 45","45 / 50","55 / 55","50 / 55","45 / 50","35+",76,0.17559524,0.12797619,0.407407407,4.381578947368421,6.426205964327643,"25862"
"Hunter Brown","HOU","SP","MLB","24.9166666",33,1,"60 / 60","60 / 60","70 / 70","40 / 45","40 / 50","55",9,0.24390244,0.12195122,0.363636363,5,5.76162429187033,"25880"
"Yennier Cano","BAL","SIRP","MLB","29.3888888",,38,"50 / 50","50 / 50","","","30 / 30","35+",10,0.34146341,0.02439024,0.6,3.6,2.172978329658508,"25911"
"Darius Vines","ATL","SP","AA","25.2472222",,12,"35 / 35","40 / 45","","55 / 60","50 / 55","40",52.1,0.25365854,0.07804878,0.437037037,2.235669007093005,4.209176257014571,"25928"
"Quinn Priester","PIT","SP","MLB","22.8722222",117,5,"45 / 45","50 / 55","70 / 70","40 / 45","50 / 55","50",110,0.25,0.1025641,0.549488054,3.9272727272727272,4.108923542770473,"25977"
"Seth Johnson","BAL","SP","MLB","24.8611111",,16,"60 / 60","55 / 60","50 / 55","40 / 45","30 / 45","40+",10.1,0.31111111,0.11111111,0.48,4.354840049386809,3.3391270654558998,"26020"
"Brendan White","DET","SIRP","AAA","24.6972222",,27,"60 / 60","55 / 60","","","30 / 30","35+",43,0.31216931,0.06878307,0.530434782,3.9767441860465116,3.0189184610233757,"26024"
"Anthony Maldonado","MIA","SIRP","MLB","25.4805555",,22,"45 / 45","70 / 70","","","50 / 50","40",53.1,0.39320388,0.11165049,0.37755102,1.518750097313902,3.5086784030387075,"26034"
"Sawyer Gipson-Long","DET","SP","MLB","25.6305555",,25,"40 / 40","50 / 55","","50 / 55","50 / 55","35+",100,0.30806846,0.07090465,0.425101214,4.319999924039842,3.324176655526272,"26048"
"Brandon Walter","BOS","MIRP","MLB","26.8916666",,20,"40 / 40","55 / 60","","55 / 60","60 / 70","40",99,0.21917808,0.07990868,0.488215488,4.909090909090909,4.453124268067004,"26056"
"Kolton Ingram","LAA","SIRP","AAA","26.7722222",,17,"45 / 50","55 / 60","","45 / 50","50 / 50","40",64,0.31086142,0.13108614,0.442857142,2.812499916180971,4.209874457589742,"26068"
"Amos Willingham","WSN","SIRP","MLB","24.9388888",,25,"60 / 60","50 / 50","","","30 / 40","35+",35.2,0.24657534,0.0890411,0.404255319,2.018691408862229,4.448107192337613,"26128"
"Caleb Kilian","CHC","SP","MLB","26.1583333",,12,"55 / 55","45 / 45","50 / 50","40 / 45","50 / 50","45",124.1,0.1847619,0.06857143,0.456692913,4.487935840430205,4.954923694476385,"26213"
"Chris Murphy","BOS","MIRP","MLB","25.15",,19,"45 / 45","45 / 45","45 / 50","55 / 60","45 / 45","40",57.2,0.23571429,0.13928571,0.426829268,6.554912716647222,5.134823547161217,"26214"
"Jackson Rutledge","WSN","SP","MLB","24.3277777",,12,"55 / 55","50 / 50","55 / 60","45 / 50","40 / 45","40+",122,0.21259843,0.11023622,0.380664652,3.6885245901639343,5.158342834903604,"26215"
"Ryan Pepiot","LAD","SP","MLB","25.9388888",,9,"55 / 55","45 / 45","","60 / 60","40 / 45","45",40,0.29239766,0.08187135,0.295238095,4.5,4.471597391238402,"26221"
"Nick Robertson","LAD","SIRP","MLB","25.0361111",,50,"50 / 50","50 / 50","","50 / 55","40 / 50","35+",44.2,0.33516484,0.07142857,0.46226415,3.0223884899066085,3.592438552282743,"26226"
"Tyler Holton","DET","MIRP","MLB","27.1277777",,33,"30 / 30","40 / 40","45 / 45","60 / 60","55 / 55","35+",17.1,0.25316456,0.06329114,0.538461538,8.307689260450047,4.428112488779803,"26231"
