Name,Org,Pos,Current Level,Age,Top 100,Org Rk,FB,SL,CB,CH,CMD,FV,IP,K%,BB%,GB%,ERA,xFIP,playerId
"Mitch Keller","PIT","RHP","MLB","24.6944444",34,3,"55 / 55","60 / 60","55 / 55","40 / 45","55 / 60","55",9,0.25,0.075,0.407407407,6,4.2096081958876725,"17594"
"Cristian Javier","HOU","RHP","MLB","23.7166666",,6,"55 / 55","50 / 50","60 / 60","45 / 50","35 / 40","45",3,0.29411765,0.11764706,0.3,3,4.71335628827413,"17606"
"Cody Carroll","BAL","RHP","","28.1638888",,29,"60 / 60","50 / 55","","","35 / 40","35+",7.1,0.32142857,0,0.368421052,1.2272732592813576,2.138839967288607,"17664"
"Angel Perdomo","MIL","LHP","MLB","26.1",,29,"60 / 60","50 / 50","","","30 / 30","35+",4,0.66666667,0.13333333,0.666666666,0,0.5483972102403643,"17759"
"Patrick Weigel","ATL","RHP","AA","25.5",,25,"55 / 55","55 / 55","45 / 50","45 / 50","40 / 45","35+",7.1,0.2962963,0.03703704,0.388888888,2.454546518562715,4.078325542459806,"17792"
"Adbert Alzolay","CHC","RHP","","25.3",,5,"60 / 60","","60 / 60","40 / 45","45 / 50","45+",5,0.18518519,0.14814815,0.352941176,10.8,5.831830418109893,"17859"
"Franklyn Kilome","NYM","RHP","","25.4694444",,9,"60 / 60","","55 / 55","45 / 50","40 / 40","40+",2,0.22222222,0,0.285714285,9,4.354119223356247,"17861"
"Dennis Santana","LAD","RHP","MLB","24.6722222",,26,"45 / 45","60 / 60","","50 / 50","55 / 55","40",7.1,0.40740741,0.07407407,0.142857142,0,2.9146341973570866,"17878"
"Logan Webb","SFG","RHP","MLB","23",,6,"50 / 50","60 / 60","","50 / 55","45 / 50","45",4.1,0.2,0.1,0.461538461,4.153849201091767,4.4027302131120285,"17995"
"Pete Fairbanks","TBR","RHP","MLB","26.3",,19,"80 / 80","60 / 60","","","35 / 40","40+",5,0.45454545,0.13636364,0.444444444,0,2.8629148960113526,"17998"
"Cody Stashak","MIN","RHP","","26.5277777",,28,"55 / 55","55 / 55","","40 / 40","55 / 60","40",7,0.39130435,0,0.357142857,0,2.860401846681323,"18088"
"Josh Sborz","LAD","RHP","MLB","26.9916666",,24,"60 / 60","55 / 55","45 / 45","","50 / 50","40",3.2,0,0.2,0.5,7.363629500734405,7.047928278900379,"18323"
"Taylor Hearn","TEX","LHP","","25.6",,35,"60 / 60","50 / 50","","45 / 45","40 / 45","40",6,0.30434783,0.08695652,0.428571428,3,4.098497084776561,"18325"
"James Kaprielian","OAK","RHP","","26.7833333",,11,"45 / 45","60 / 60","50 / 50","55 / 55","45 / 50","40+",4,0.27777778,0.05555556,0.333333333,6.75,4.604119223356247,"18331"
"Josh Staumont","KCR","RHP","","26.9805555",,32,"70 / 70","","60 / 60","","30 / 30","35+",6.2,0.39285714,0.21428571,0.363636363,0,3.817312622637837,"18335"
"Jose Urquidy","HOU","RHP","","25.6194444",101,2,"55 / 55","50 / 50","50 / 50","60 / 60","60 / 60","50",8.1,0.21052632,0.05263158,0.222222222,5.400002059937309,5.486143917614407,"18413"
"Junior Fernandez","STL","RHP","AAA","23.7833333",,11,"60 / 60","40 / 45","","55 / 60","40 / 45","40+",5,0.36363636,0.18181818,0.8,3.6,2.787252807617188,"18496"
"Sam Hentges","CLE","LHP","MLB","24.4055555",,12,"65 / 65","","55 / 55","45 / 45","35 / 40","45",2.2,0.11764706,0.17647059,0.4,13.499982699774025,7.2789646806236945,"18548"
"Logan Allen","CLE","LHP","","23.5583333",,14,"50 / 50","45 / 50","45 / 45","60 / 60","45 / 50","45",6.1,0.15151515,0.21212121,0.47368421,5.684213379414899,6.489092754986386,"18555"
"Hector Perez","TOR","RHP","","24.5222222",,38,"60 / 70","50 / 60","45 / 50","","30 / 35","35+",3,0.23076923,0.30769231,0.166666666,6,7.431830418109895,"18592"
"Jake Woodford","STL","RHP","MLB","24.1277777",,18,"50 / 50","50 / 50","45 / 45","50 / 50","40 / 45","40",6,0.2,0.08,0.666666666,4.5,3.53544534444809,"18674"
"Nick Neidert","MIA","RHP","","24.0666666",,11,"40 / 40","45 / 45","50 / 50","60 / 60","55 / 60","45",7,0.24137931,0.03448276,0.19047619,1.2857142857142858,5.177957282747541,"18699"
"Beau Burrows","DET","RHP","","24.2388888",,17,"50 / 50","40 / 50","40 / 50","45 / 55","45 / 50","40",1.2,0.15384615,0.07692308,0,43.199914512803446,9.214227937723738,"18873"
"Zack Burdi","CHW","RHP","","25.7638888",,13,"60 / 60","45 / 45","","50 / 50","40 / 40","40",4,0.28571429,0.07142857,0.444444444,0,3.7206860154867174,"19159"
"Robert Dugger","MIA","RHP","AAA","25.4472222",,28,"40 / 45","55 / 55","45 / 45","45 / 50","50 / 55","40",10,0.17073171,0.14634146,0.392857142,3.6,6.016288179159165,"19191"
"Mitch White","LAD","RHP","","25.9611111",,30,"55 / 55","45 / 45","55 / 55","40 / 40","45 / 45","40",8,0.13793103,0.03448276,0.416666666,3.375,4.806830418109894,"19225"
"Cole Irvin","PHI","LHP","","26.8722222",,21,"45 / 45","45 / 45","45 / 45","55 / 55","55 / 55","40",8,0.17241379,0,0.541666666,4.5,4.412402619421482,"19244"
"Gerson Bautista","SEA","RHP","AAA","24.8",,19,"70 / 70","50 / 50","","45 / 45","35 / 35","40",6,0.25,0.05,0.571428571,1.5,3.650304547945659,"19256"
"Ian Hamilton","CHW","RHP","MLB","25.4944444",,29,"60 / 60","45 / 45","","45 / 45","40 / 40","35+",3,0.16666667,0,0.4,9,5.943074695269267,"19261"
"Thomas Hatch","TOR","RHP","MLB","26.2222222",,9,"55 / 55","","","50 / 55","50 / 55","40+",5.1,0.3,0.15,0.363636363,3.37500201165796,4.75404501291645,"19264"
"Taylor Widener","ARI","RHP","","26.1388888",,23,"40 / 40","45 / 45","","55 / 55","50 / 55","40",9,0.26190476,0.11904762,0.32,11,4.5774798380004045,"19266"
"Justin Dunn","SEA","RHP","AAA","24.5",,10,"50 / 55","55 / 55","","50 / 55","45 / 50","45",6.2,0.34482759,0.10344828,0.214285714,2.6999987125402867,4.0473724376584865,"19268"
"T.J. Zeuch","TOR","RHP","AAA","25.3694444",,16,"55 / 55","40 / 45","50 / 55","45 / 50","55 / 60","40",4.1,0.07692308,0.03846154,0.35,14.538472203821184,9.423492561846333,"19269"
"Vladimir Gutierrez","CIN","RHP","AAA","25.2388888",,21,"45 / 50","55 / 60","60 / 60","50 / 55","45 / 50","40",5.1,0.32,0.04,0.3125,8.437505029144901,2.879043895328694,"19278"
"A.J. Puk","OAK","LHP","MLB","25.6361111",25,2,"65 / 65","60 / 60","50 / 55","55 / 60","45 / 50","55",3,0.18181818,0.09090909,0.5,0,4.483637881278993,"19343"
"Daulton Jefferies","OAK","RHP","AAA","25.3666666",,6,"50 / 50","50 / 50","","60 / 60","60 / 60","45",0.2,0,0.16666667,0.2,40.499796019031784,16.387787583757127,"19345"
"Dean Kremer","BAL","RHP","MLB","24.9361111",,11,"50 / 50","45 / 50","55 / 55","45 / 50","55 / 60","40+",5.1,0.2173913,0.08695652,0.3125,0,4.912403409272791,"19350"
"Keegan Akin","BAL","LHP","MLB","25.7027777",,14,"50 / 55","50 / 50","","55 / 55","45 / 50","40+",9.2,0.20454545,0.04545455,0.424242424,7.448273412680326,4.635693634480171,"19362"
"Tony Gonsolin","LAD","RHP","MLB","26.5833333",83,4,"60 / 60","50 / 50","55 / 55","","45 / 45","50",5.2,0.28571429,0.04761905,0.571428571,0,3.301072457919598,"19388"
"Dane Dunning","CHW","RHP","MLB","25.9833333",,5,"45 / 45","55 / 60","","50 / 55","50 / 55","45",2,0.2,0.3,0.75,4.5,8.50954161286354,"19409"
"Yohan Ramirez","SEA","RHP","MLB","24.9",,26,"60 / 60","60 / 60","60 / 60","","20 / 35","35+",3.2,0.27272727,0.22727273,0.272727272,12.27271583455734,6.9207646241836525,"19444"
"Patrick Sandoval","LAA","LHP","MLB","24.1555555",,6,"45 / 45","45 / 50","55 / 55","45 / 50","40 / 45","45",8,0.17142857,0.14285714,0.478260869,7.875,5.115113814175129,"19447"
"Michael Rucker","CHC","RHP","AAA","26.1",,33,"55 / 55","55 / 55","50 / 50","45 / 50","45 / 50","35+",5,0.15,0.1,0.266666666,0,6.169661462306976,"19454"
"Kyle Funkhouser","DET","RHP","","26.7444444",,29,"55 / 55","55 / 55","","45 / 50","40 / 50","35+",5.2,0.25,0.03571429,0.35,12.705875225137136,4.250185532888118,"19456"
"Bryan Garcia","DET","RHP","","25.6527777",,26,"55 / 55","55 / 55","","50 / 50","40 / 45","40",8,0.1,0.13333333,0.434782608,2.25,6.181830418109894,"19457"
"Jorge Alcala","MIN","RHP","MLB","25.3777777",,30,"60 / 60","50 / 55","","","40 / 40","40",6,0.21428571,0.14285714,0.470588235,6,5.316971214612326,"19459"
"Devin Smeltzer","MIN","LHP","","25.2694444",,21,"40 / 40","50 / 50","55 / 55","50 / 50","55 / 55","40",9.1,0.12765957,0,0.275,8.678574384476248,5.661305590289928,"19487"
"Ryan Hendrix","CIN","RHP","","25.9944444",,24,"55 / 55","","60 / 60","","40 / 45","35+",3,0.31578947,0.15789474,0.625,6,3.2021120111147567,"19535"
"Jimmy Lambert","CHW","RHP","","26.0722222",,35,"45 / 50","50 / 55","50 / 55","50 / 55","45 / 50","35+",2,0.28571429,0,0.2,0,2.509541612863541,"19541"
"Jon Duplantier","ARI","RHP","","26.425",,10,"60 / 60","55 / 60","50 / 50","45 / 55","50 / 55","45",6,0.28571429,0.21428571,0.538461538,3,5.650304547945659,"19546"
"David Bednar","SDP","RHP","MLB","26.1777777",,28,"60 / 60","","60 / 60","","35 / 40","40",6,0.36,0,0.4375,7.5,2.12440081636111,"19569"
"JoJo Romero","PHI","LHP","MLB","24.2361111",,15,"40 / 40","","50 / 50","50 / 55","45 / 55","40",2,0.25,0.16666667,0.571428571,9,4.509541612863541,"19574"
"Brandon Bailey","HOU","RHP","AA","26.1527777",,30,"50 / 50","45 / 50","55 / 55","60 / 60","40 / 40","40",4,0.11764706,0.11764706,0.461538461,2.25,6.3929748207330706,"19582"
"Forrest Whitley","HOU","RHP","MLB","23.2472222",15,1,"60 / 60","55 / 55","60 / 60","60 / 60","35 / 45","60",6,0.24137931,0.10344828,0.235294117,7.5,6.020785890022914,"19586"
"Cionel Perez","HOU","LHP","MLB","24.6472222",,23,"60 / 60","55 / 55","","40 / 45","40 / 40","40",3.2,0.10526316,0.10526316,0.533333333,2.4545431669114683,5.64190530126621,"19614"
"Kyle Wright","ATL","RHP","MLB","24.3",95,4,"55 / 60","55 / 60","50 / 55","45 / 50","45 / 50","50",17,0.27272727,0.09090909,0.38095238,2.6470588235294117,4.155997758051928,"19665"
"Sterling Sharp","MIA","RHP","","25.5388888",,30,"45 / 45","40 / 40","","55 / 60","55 / 60","40",8.1,0.3,0.13333333,0.6875,1.0800004119874618,3.531300726050537,"19671"
"Jordan Sheffield","LAD","RHP","","25.5361111",,36,"60 / 60","","70 / 70","50 / 50","30 / 30","35+",3.2,0.15789474,0.10526316,0.384615384,7.363629500734405,7.423830776369514,"19682"
"Patrick Murphy","TOR","RHP","AAA","25.5111111",,32,"60 / 60","","50 / 50","40 / 45","45 / 45","35+",2.1,0.38461538,0.07692308,0.857142857,11.57144551863525,0.5872484138969378,"19712"
"Kodi Whitley","STL","RHP","","25.8138888",,15,"60 / 60","50 / 55","","45 / 50","45 / 50","40",6,0.36363636,0.09090909,0.333333333,0,3.765163751443228,"19731"
"Seth Elledge","STL","RHP","AA","24.5666666",,23,"55 / 55","50 / 55","","","40 / 45","40",1,0.125,0.125,0,18,8.2764080286026,"19766"
"Will Vest","DET","RHP","MLB","25.5222222",,36,"50 / 55","","50 / 50","","50 / 50","35+",1,0.5,0.25,1,0,2.5872528076171877,"19769"
"Wil Crowe","WSN","RHP","","26.2638888",,4,"55 / 55","50 / 50","50 / 55","55 / 55","45 / 50","45",6.2,0.14814815,0.14814815,0.47368421,1.3499993562701433,5.847371579352011,"19800"
"Michael King","NYY","RHP","MLB","25.5527777",,33,"55 / 55","45 / 45","","45 / 50","55 / 60","40",13.1,0.125,0.05357143,0.59090909,3.3750008046628963,4.180656194604251,"19853"
"Brandon Bielak","HOU","RHP","","24.6444444",,7,"50 / 50","50 / 55","55 / 60","45 / 50","50 / 60","45",6,0.28,0.12,0.5,4.5,4.791067483027777,"19866"
"Tucker Davidson","ATL","LHP","","23.8",,7,"55 / 60","50 / 55","55 / 60","45 / 50","40 / 50","45+",6.1,0.17241379,0.13793103,0.444444444,1.4210533448537248,6.415471586161553,"19871"
"Alex Faedo","DET","RHP","MLB","25.0888888",,6,"45 / 50","60 / 60","","40 / 45","55 / 60","45",3.1,0.33333333,0.13333333,0.125,5.400005536085082,4.600746979242548,"19874"
"Kevin Ginkel","ARI","RHP","MLB","26.7222222",,34,"60 / 60","60 / 60","","55 / 55","40 / 40","35+",2.2,0.25,0.125,0.4,10.124987024830519,4.912400921244357,"19876"
"Tanner Houck","BOS","RHP","MLB","24.4583333",,9,"50 / 50","55 / 60","","45 / 50","40 / 45","40",6.1,0.21875,0.1875,0.647058823,7.105266724268624,5.275015005444074,"19879"
"Clarke Schmidt","NYY","RHP","MLB","24.8166666",,6,"50 / 50","55 / 60","50 / 55","45 / 50","45 / 50","45+",7,0.25,0.09375,0.523809523,2.5714285714285716,3.377786069256919,"19899"
"Adonis Medina","PHI","RHP","MLB","23.9888888",,9,"50 / 50","50 / 50","","55 / 60","50 / 55","40+",1.2,0.16666667,0.16666667,0.5,0,6.400740372670462,"19903"
"Tony Santillan","CIN","RHP","MLB","23.6638888",,9,"50 / 50","55 / 55","","45 / 50","40 / 45","40+",4,0.19047619,0.04761905,0.5625,11.25,3.259541612863541,"19926"
"Ljay Newsome","SEA","RHP","","23.4",,23,"50 / 55","","45 / 45","55 / 60","55 / 60","40",6,0.16666667,0.04166667,0.210526315,3,6.135645093520483,"19942"
"Ian Anderson","ATL","RHP","MLB","21.7",44,3,"50 / 50","","50 / 55","55 / 60","45 / 55","55",5.2,0.27272727,0.09090909,0.357142857,1.588234403142142,3.830483925633645,"19951"
"Jesus Luzardo","OAK","LHP","MLB","23.2055555",6,1,"70 / 70","65 / 70","","55 / 55","50 / 55","60",8.1,0.44827586,0.03448276,0.4,1.0800004119874618,1.2699505501547788,"19959"
"Tyson Miller","CHC","RHP","MLB","24.9",,30,"50 / 50","50 / 55","","45 / 50","45 / 50","35+",3.1,0.25,0,0.416666666,8.100008304127623,3.4007457490014192,"19976"
"Bryse Wilson","ATL","RHP","MLB","22.1",100,5,"55 / 60","45 / 50","","50 / 55","50 / 55","50",5.1,0.08,0.08,0.333333333,8.437505029144901,5.691545571710327,"19990"
"Joel Kuhnel","CIN","RHP","MLB","25.8194444",,13,"65 / 65","55 / 55","","45 / 45","40 / 40","40",6.2,0.20833333,0.04166667,0.5,1.3499993562701433,4.197372366132947,"19995"
"Wyatt Mills","SEA","RHP","MLB","25.2",,14,"55 / 55","60 / 60","","45 / 50","50 / 55","40+",2,0.1,0.3,0.166666666,4.5,10.7764080286026,"20010"
"Parker Dunshee","OAK","RHP","","25.8388888",,17,"50 / 50","45 / 45","50 / 50","55 / 55","55 / 60","40",3.2,0.19047619,0.04761905,0.357142857,12.27271583455734,5.054063379269198,"20018"
"Adrian Morejon","SDP","LHP","MLB","21.7972222",,6,"55 / 55","","55 / 60","","40 / 50","45+",2.1,0.15,0.25,0.583333333,38.571485062117496,9.0254701526964,"20039"
"Ronald Bolanos","SDP","RHP","","24.3083333",,31,"55 / 55","45 / 45","50 / 55","45 / 50","40 / 45","40",1,0.2,0.4,1,0,7.587252807617188,"20041"
"Jesus Cruz","STL","RHP","AAA","25.6638888",,28,"55 / 55","55 / 55","","50 / 50","30 / 35","35+",2.2,0.1,0,0.333333333,0,6.2958323562466925,"20042"
"Mauricio Llovera","PHI","RHP","","24.6583333",,11,"50 / 55","50 / 50","","","40 / 45","40+",7,0.23333333,0.1,0.315789473,2.5714285714285716,5.409627219608852,"20080"
"Michel Baez","SDP","RHP","AAA","24.8972222",,10,"60 / 60","45 / 45","40 / 40","65 / 70","40 / 45","45",6,0.23809524,0.0952381,0.714285714,1.5,3.53544534444809,"20100"
"James Karinchak","CLE","RHP","AAA","25.2277777",115,5,"80 / 80","55 / 55","","40 / 40","40 / 45","50",7.2,0.41935484,0.22580645,0.454545454,2.347825113451952,3.897467084464083,"20151"
"Nick Nelson","NYY","RHP","","25.025",,28,"55 / 60","40 / 50","","","40 / 45","40",6.2,0.26086957,0.17391304,0.538461538,0,4.693998846175176,"20153"
"Nate Pearson","TOR","RHP","MLB","24.3166666",8,1,"80 / 80","60 / 60","50 / 55","55 / 60","45 / 50","60",10.2,0.3902439,0.12195122,0.3,4.218748742714899,3.7227942770595943,"20160"
"Kyle Muller","ATL","LHP","","22.3",,10,"65 / 65","","50 / 55","45 / 50","30 / 40","45",1,0.23076923,0.23076923,0.2,54,14.431830418109893,"20167"
"Brendan McKay","TBR","LHP","","24.9888888",17,2,"55 / 55","","55 / 55","50 / 55","55 / 70","60",2.1,0.21428571,0.07142857,0,15.428594024847,8.330459324219575,"20186"
"Eli Morgan","CLE","RHP","MLB","24.5861111",,28,"45 / 45","","45 / 45","60 / 70","50 / 55","40",1.1,0.375,0.125,0,0,4.104120501876433,"20203"
"Yennsy Diaz","TOR","RHP","AAA","24.0805555",,26,"60 / 60","","50 / 55","40 / 45","40 / 45","40",3.2,0.26666667,0.06666667,0.444444444,4.909086333822937,3.7328161714461796,"20218"
"Tyler Ivey","HOU","RHP","AAA","24.5888888",,14,"55 / 55","45 / 50","60 / 60","45 / 50","45 / 50","40+",1,0.66666667,0,0,0,1.431830418109894,"20237"
"Zac Lowther","BAL","LHP","CPX","24.6222222",,12,"50 / 50","","55 / 55","50 / 55","45 / 50","40+",2.1,0.0625,0.1875,0.25,15.428594024847,11.330463717939825,"20243"
"Deivi Garcia","NYY","RHP","AAA","21.5694444",42,1,"55 / 55","50 / 55","70 / 70","45 / 50","40 / 50","55",9,0.20930233,0.09302326,0.296296296,7,5.918309356106652,"20276"
"David Peterson","NYM","LHP","MLB","25.2805555",,8,"45 / 45","50 / 50","45 / 45","50 / 55","50 / 55","45",6,0.24,0.12,0.625,1.5,4.009541612863542,"20302"
"Kyle Dohy","PHI","LHP","","24.2416666",,28,"55 / 55","50 / 55","","55 / 55","30 / 35","35+",3,0.25,0,0.25,6,5.661548825105032,"20334"
"Matt Peacock","ARI","RHP","","26.7972222",,36,"55 / 55","45 / 45","","40 / 45","45 / 45","35+",1.1,0.2,0.1,0.142857142,33.750083483962094,6.987560842203107,"20339"
"Blake Cederlind","PIT","RHP","","24.9444444",,28,"65 / 65","50 / 50","","45 / 50","35 / 40","40",4.2,0.52941176,0.23529412,1,0,2.301539397725657,"20344"
"Steven Wilson","SDP","RHP","MLB","26.3055555",,40,"60 / 60","55 / 55","","30 / 30","40 / 45","35+",2,0.42857143,0.14285714,0.666666666,0,3.009541612863541,"20353"
"Brusdar Graterol","LAD","RHP","MLB","22.3",113,6,"70 / 70","60 / 60","","45 / 50","40 / 45","50",4,0.30769231,0,0.555555555,0,2.509541612863541,"20367"
"Matt Manning","DET","RHP","MLB","22.8777777",12,1,"60 / 60","","60 / 60","50 / 55","45 / 55","60",5,0.13043478,0.04347826,0.555555555,7.2,5.569661462306977,"20369"
"Bruce Zimmermann","BAL","LHP","AAA","25.8472222",,18,"40 / 40","50 / 55","50 / 50","40 / 45","50 / 55","40",7.2,0.29032258,0.06451613,0.421052631,4.695650226903904,4.187408884128871,"20370"
"Andres Munoz","SDP","RHP","MLB","21.9111111",,18,"80 / 80","55 / 60","","","30 / 40","40+",1,0.5,0,0.5,0,-0.4127471923828123,"20373"
"Tyler Zuber","KCR","RHP","MLB","25.4944444",,13,"60 / 60","50 / 50","55 / 60","45 / 50","45 / 50","40",7.2,0.36,0.04,0.466666666,1.173912556725976,2.833716779081108,"20379"
"Antonio Santos","COL","RHP","AA","24.1888888",,22,"55 / 55","50 / 55","","45 / 50","40 / 45","40",5,0.2,0.1,0.384615384,1.8,6.000745940208436,"20383"
"Isaac Mattson","BAL","RHP","MLB","25.4166666",,31,"55 / 55","","50 / 50","45 / 45","45 / 45","35+",1,0.25,0,0.333333333,0,5.2764080286026,"20385"
"Anthony Kay","TOR","LHP","AAA","25.7305555",,8,"50 / 50","","50 / 55","50 / 55","50 / 55","45",7.1,0.23684211,0.18421053,0.363636363,7.363639555688145,6.511678089629642,"20387"
"Rony Garcia","DET","RHP","","22.9861111",,32,"50 / 50","55 / 55","","45 / 50","45 / 50","35+",6.2,0.25,0.03571429,0.263157894,2.6999987125402867,4.98080520043259,"20430"
"Enoli Paredes","HOU","RHP","AAA","25.2111111",,13,"65 / 65","50 / 50","60 / 70","45 / 55","35 / 40","40+",7,0.33333333,0.14814815,0.214285714,2.5714285714285716,4.311176473753793,"20447"
"Huascar Ynoa","ATL","RHP","AAA","21.6",,16,"60 / 60","50 / 55","","40 / 45","35 / 40","40",4,0.29411765,0.23529412,0.285714285,2.25,5.759541612863541,"20468"
"J.B. Bukauskas","ARI","RHP","AAA","24.175",,7,"60 / 60","60 / 70","","60 / 60","35 / 40","45+",1,0,0,0.333333333,0,5.431830418109894,"20491"
"Casey Mize","DET","RHP","MLB","23.6194444",16,2,"55 / 55","60 / 60","","","55 / 60","60",4,0.375,0.125,0.375,4.5,3.931830418109894,"20492"
