Name,Org,Pos,Current Level,Age,Top 100,Org Rk,FB,SL,CB,CH,CMD,FV,IP,K%,BB%,GB%,ERA,xFIP,playerId
"Kyle Nelson","CLE","LHP","MLB","24.4333333",,29,"50 / 50","60 / 60","","","55 / 55","40",2,0.33333333,0,0.4,0,3.354119223356247,"20515"
"Edwin Uceta","LAD","RHP","MLB","22.9305555",,22,"45 / 45","","50 / 55","50 / 55","45 / 55","40",3,0.07142857,0,0.461538461,0,4.765163751443228,"20539"
"Edwar Colina","MIN","RHP","","23.6138888",,16,"60 / 60","50 / 55","","40 / 40","50 / 50","40",4.2,0.15789474,0.10526316,0.571428571,3.8571402296745916,5.168318253881287,"20589"
"J.C. Mejia","CLE","RHP","","24.3",,34,"50 / 55","50 / 55","","45 / 50","50 / 55","40",5,0.35,0.15,0.4,5.4,2.956168329715729,"20617"
"Tyler Phillips","TEX","RHP","MLB","23.1305555",,21,"50 / 50","40 / 45","50 / 50","55 / 55","55 / 70","40+",1.2,0.18181818,0.18181818,0.285714285,0,7.000739185348288,"20629"
"Jordan Holloway","MIA","RHP","","24.5027777",,22,"60 / 70","","55 / 60","45 / 50","35 / 45","40",5,0.05882353,0.17647059,0.692307692,0,6.093999373912812,"20631"
"Humberto Mejia","MIA","RHP","","23.7805555",,35,"50 / 50","","55 / 55","40 / 45","45 / 50","35+",1,0.4,0.4,1,0,5.587252807617188,"20739"
"Cristopher Sanchez","PHI","RHP","MLB","24.0055555",,25,"60 / 60","45 / 45","","50 / 55","40 / 40","35+",1.1,0.3,0.4,0.666666666,20.250050090377258,8.087263938812134,"20778"
"Manuel Rodriguez","CHC","RHP","MLB","23.8",,34,"65 / 65","","55 / 55","","35 / 35","35+",2.1,0.2,0.2,0.666666666,3.85714850621175,6.02546575897615,"20794"
"Elvin Rodriguez","DET","RHP","MLB","22.7055555",,30,"40 / 45","","50 / 50","50 / 55","40 / 50","35+",0.1,0,0,0.5,27.00026956469727,9.121040887206991,"20962"
"Jhoan Duran","MIN","RHP","MLB","22.9333333",63,4,"70 / 70","55 / 60","","50 / 60","45 / 50","50",2,0.375,0.125,0.75,0,2.0872528076171877,"21029"
"Luis Gil","NYY","RHP","MLB","22.5305555",,10,"70 / 70","50 / 60","","40 / 50","30 / 40","45",4,0.3125,0.1875,0.5,2.25,5.009541612863541,"21052"
"Demarcus Evans","TEX","RHP","","24.1444444",,19,"70 / 70","","60 / 60","","30 / 35","40+",4,0.3125,0.125,0.111111111,0,4.8929748207330706,"21087"
"Miguel Yajure","NYY","RHP","","22.6194444",,11,"50 / 55","","50 / 50","50 / 55","50 / 60","45",2.1,0.45454545,0.18181818,0.5,11.57144551863525,1.8729645826341879,"21111"
"Dany Jimenez","SFG","RHP","","24.975",,29,"60 / 60","60 / 60","","","40 / 40","40",8,0.11428571,0.05714286,0.307692307,2.25,6.3929748207330706,"21170"
"Brooks Kriske","NYY","RHP","AAA","26.8638888",,29,"60 / 60","50 / 50","","","40 / 40","40",6.1,0.26086957,0.04347826,0.466666666,2.8421066897074496,3.913694918252097,"21189"
"Tommy Doyle","COL","RHP","MLB","24.6194444",,17,"60 / 60","60 / 60","50 / 50","40 / 45","45 / 50","40",4,0.2,0.06666667,0.8,2.25,4.048397210240364,"21281"
"Glenn Otto","NYY","RHP","MLB","24.7583333",,30,"55 / 60","","55 / 60","","35 / 40","40",1,0.33333333,0.16666667,0.666666666,9,4.431830418109894,"21366"
"Joe Ryan","TBR","RHP","MLB","23.8",,13,"60 / 60","","50 / 50","45 / 50","50 / 60","45",7.1,0.24242424,0.06060606,0.304347826,6.136366296406788,5.745083726679594,"21390"
"Konnor Pilkington","CHW","LHP","AAA","23.2555555",,21,"45 / 45","40 / 45","50 / 50","45 / 50","45 / 55","40",0.1,0,0,0,0,9.121040887206991,"21453"
"Kris Bubic","KCR","LHP","MLB","23.3194444",110,3,"45 / 45","","55 / 55","55 / 60","50 / 55","50",3.1,0.11764706,0.11764706,0.583333333,10.800011072170165,6.747375896818467,"21455"
"Sean Hjelle","SFG","RHP","MLB","22.6",,14,"50 / 55","","45 / 50","45 / 50","45 / 55","40+",2,0.16666667,0,0.6,0,4.431830418109894,"21481"
"Shane McClanahan","TBR","LHP","MLB","22.9",,10,"65 / 65","","55 / 60","45 / 50","40 / 45","45",6,0.33333333,0.12121212,0.555555555,12,2.8428749461968748,"21483"
"Daniel Lynch IV","KCR","LHP","MLB","24.075",72,2,"55 / 55","50 / 55","50 / 50","45 / 50","45 / 55","50",2.2,0.23076923,0.23076923,0.166666666,3.374995674943506,6.52896564174736,"21537"
"Jackson Kowar","KCR","RHP","MLB","24.1944444",,6,"55 / 55","","45 / 45","65 / 70","40 / 45","45+",5.1,0.12121212,0.15151515,0.428571428,11.812507040802862,8.445763817287094,"21549"
"Luis Medina","NYY","RHP","MLB","21.6138888",,7,"65 / 70","","60 / 70","45 / 55","35 / 45","45",4,0.26315789,0.10526316,0.583333333,2.25,3.0483972102403643,"21649"
"Edward Cabrera","MIA","RHP","MLB","22.6694444",66,4,"55 / 60","50 / 55","","45 / 55","40 / 45","50",4,0.25,0.0625,0.8,4.5,3.5483972102403643,"21690"
"Braxton Garrett","MIA","LHP","MLB","23.3583333",,10,"50 / 50","","55 / 60","45 / 55","45 / 55","45",3,0.21428571,0.14285714,0.555555555,3,5.431830418109895,"21844"
"Aaron Fletcher","SEA","LHP","","24.1",,29,"50 / 50","50 / 50","","50 / 50","35 / 35","35+",5,0.26086957,0.04347826,0.583333333,3.6,4.92508385181427,"22052"
"MacKenzie Gore","SDP","LHP","MLB","21.8055555",3,1,"55 / 60","55 / 60","50 / 55","50 / 60","50 / 60","70",1.2,0.22222222,0.22222222,0.4,16.199967942301292,5.893994809160564,"22201"
"Logan Gilbert","SEA","RHP","MLB","23.6083333",45,3,"50 / 55","45 / 50","50 / 55","45 / 50","50 / 60","55",4,0.30769231,0,0.444444444,0,3.431830418109894,"22250"
"Tarik Skubal","DET","LHP","MLB","24.0666666",53,4,"65 / 65","50 / 55","45 / 45","45 / 50","40 / 45","50",4.2,0.28571429,0.14285714,0.333333333,1.9285701148372958,4.525461548935522,"22267"
"Trevor Rogers","MIA","LHP","MLB","23.0861111",,8,"50 / 55","40 / 40","","50 / 55","45 / 55","45+",3,0.15384615,0.07692308,0.3,6,6.328215491771699,"22286"
"Matthew Liberatore","STL","LHP","MLB","21.1055555",94,3,"50 / 55","45 / 55","60 / 65","50 / 55","40 / 55","50",1.2,0.09090909,0.27272727,0.428571428,26.999946570502154,11.10747762492514,"22294"
"Joe Barlow","TEX","RHP","","25.2111111",,48,"60 / 60","","55 / 55","","45 / 50","35+",3.1,0.15789474,0.21052632,0.181818181,5.400005536085082,7.600750054845372,"22296"
"Nivaldo Rodriguez","HOU","RHP","AAA","23.6611111",,28,"45 / 45","50 / 50","55 / 55","45 / 50","50 / 55","40",5,0.27777778,0.05555556,0.5,3.6,4.031830418109894,"22449"
"Johan Oviedo","STL","RHP","MLB","22.7833333",,12,"50 / 55","45 / 50","50 / 55","45 / 55","30 / 40","40+",5.2,0.31818182,0.04545455,0.642857142,3.176468806284284,2.9481314794435662,"22487"
"Carlos Hernandez","KCR","RHP","MLB","23.7583333",,11,"60 / 60","","50 / 55","45 / 50","45 / 50","40+",1.1,0,0.125,0.428571428,20.250050090377258,8.604131633071379,"22713"
"Luis Patino","SDP","RHP","ST","21.1333333",18,2,"65 / 65","55 / 60","","45 / 55","45 / 60","60",2,0.30769231,0.07692308,0.571428571,13.5,1.0872528076171877,"22815"
"Michael Plassmeyer","TBR","LHP","MLB","23.4",,33,"45 / 45","","50 / 50","50 / 55","55 / 70","40",1,0,0.2,0.25,0,10.2764080286026,"23191"
"Spencer Howard","PHI","RHP","","24.3777777",26,1,"60 / 60","50 / 50","55 / 60","55 / 60","45 / 50","55",1,0.2,0,0.25,0,5.2764080286026,"23252"
"Codi Heuer","CHW","RHP","MLB","24.4472222",,9,"55 / 60","","","50 / 55","40 / 50","40+",7,0.28571429,0.07142857,0.352941176,2.5714285714285716,4.003258989538465,"23293"
"Damon Jones","PHI","LHP","AAA","26.2055555",,20,"55 / 55","55 / 60","45 / 50","45 / 50","40 / 45","40",3,0.45454545,0.18181818,0.25,0,4.098497084776561,"23310"
"Brett de Geus","LAD","RHP","MLB","23.1111111",,35,"50 / 55","45 / 50","50 / 55","","40 / 50","35+",7,0.1,0.06666667,0.48,2.5714285714285716,5.431830418109894,"23592"
"Clayton Andrews","MIL","LHP/CF","","23.4",,15,"40 / 40","","55 / 60","55 / 60","45 / 55","40",2,0.07142857,0.14285714,0.25,4.5,11.354119223356246,"23631"
"Josiah Gray","LAD","RHP","MLB","22.9805555",67,3,"55 / 60","50 / 55","50 / 50","40 / 50","50 / 60","50",5,0.08695652,0.04347826,0.368421052,7.2,7.307492506504059,"24580"
"Joey Gerber","SEA","RHP","AAA","22.9",,20,"60 / 60","50 / 55","","40 / 45","40 / 40","40",5,0.4375,0.0625,0.5,0,2.4939993739128115,"24591"
"Alex Vesia","MIA","LHP","MLB","24.675",,21,"55 / 55","","45 / 45","60 / 60","45 / 45","40",6.2,0.30434783,0.08695652,0.5,1.3499993562701433,3.2173129087399954,"25007"
"Devin Sweet","SEA","RHP","MLB","23.5",,25,"50 / 50","","45 / 45","55 / 60","50 / 55","35+",1,0.33333333,0,0.5,0,3.431830418109894,"25348"
"Nick Mears","PIT","RHP","MLB","24.1861111",,13,"70 / 70","","50 / 55","","45 / 45","40+",4,0.23809524,0.0952381,0.142857142,13.5,6.737552431225777,"25376"
"Brady Singer","KCR","RHP","MLB","24.3611111",,4,"50 / 50","55 / 55","","40 / 50","55 / 60","45+",5.2,0.22222222,0.14814815,0.727272727,4.7647032094264254,3.5872528076171877,"25377"
"Drew Rasmussen","MIL","RHP","MLB","24.8",,11,"70 / 70","50 / 55","","40 / 45","35 / 40","40",2.2,0.1,0.1,0.714285714,3.374995674943506,4.653968044556523,"25385"
"Zack Thompson","STL","LHP","MLB","23.1277777",,5,"50 / 50","45 / 50","60 / 65","45 / 55","45 / 50","45+",3,0.33333333,0,0.5,0,2.816971214612326,"25918"
"Ethan Small","MIL","LHP","AAA","23.3",,4,"50 / 55","","40 / 45","55 / 60","45 / 55","45",1.2,0.33333333,0.33333333,0,5.399989314100431,8.70748237421384,"26364"
"Nick Lodolo","CIN","LHP","MLB","22.8583333",92,4,"50 / 55","","55 / 60","50 / 55","45 / 55","50",2.1,0.11764706,0,0.333333333,27.00003954348225,5.035102260369113,"26378"
"Miguel Romero","OAK","RHP","","26.6416666",,21,"55 / 55","55 / 60","","50 / 50","40 / 40","40",1,0.25,0.5,1,0,7.587252807617188,"sa3003109"
"Sam Delaplane","SEA","RHP","","25",,11,"60 / 60","70 / 70","","","40 / 45","40+",6,0.25,0.125,0.266666666,3,5.854119223356248,"sa3004222"
"Marshall Kasowski","LAD","RHP","","25.7611111",,38,"60 / 60","","55 / 55","","35 / 35","35+",5.1,0.31818182,0.13636364,0.416666666,0,4.033186281283781,"sa3005114"
"Josh Green","ARI","RHP","","25.2888888",,22,"50 / 50","50 / 50","45 / 50","45 / 55","45 / 50","40",4,0.23529412,0.11764706,0.545454545,0,4.009541612863541,"sa3006701"
"Jojanse Torres","HOU","RHP","ST","25.3611111",,21,"70 / 70","55 / 55","","","35 / 35","40",1,0,0.45454545,0.5,18,18.587252807617187,"sa3006955"
"Kevin Smith","NYM","LHP","","23.5861111",,14,"45 / 45","50 / 55","","45 / 50","45 / 50","40",4.2,0.13636364,0.09090909,0.25,7.714280459349183,6.749383700145386,"sa3007710"
"Durbin Feltman","BOS","RHP","AA","23.6555555",,28,"60 / 60","55 / 55","","40 / 45","35 / 40","35+",0.2,0,0,0.333333333,0,6.354105287847842,"sa3007959"
"Paul Richan","DET","RHP","","23.7166666",,38,"40 / 40","40 / 40","45 / 45","45 / 50","55 / 60","35+",1,0,0.33333333,0.5,0,8.431830418109893,"sa3008025"
"Ryley Gilliam","NYM","RHP","","24.3416666",,26,"55 / 60","","55 / 55","","40 / 45","35+",4.2,0.19047619,0.0952381,0.2,9.642850574186479,6.7160789250809,"sa3008225"
"Ryan Rolison","COL","LHP","AAA","23.425",111,2,"55 / 55","","50 / 55","50 / 55","45 / 50","50",2.2,0.14285714,0.07142857,0.444444444,0,3.9039690056801883,"sa3008244"
"Griffin Roberts","STL","RHP","","24.5027777",,30,"45 / 50","55 / 60","","40 / 45","45 / 50","35+",1,0.4,0.2,0.5,0,4.431830418109894,"sa3008483"
"Jake Haberer","SEA","RHP","","25.1",,38,"65 / 65","45 / 50","","","","35+",0.2,0,0.33333333,0.25,13.49993200634393,20.887764919205104,"sa3008514"
"Zack Hess","DET","RHP","","23.8027777",,15,"60 / 60","55 / 60","","40 / 45","40 / 45","40",1,0,0,0.5,0,5.431830418109894,"sa3010777"
"Phil Pfeifer","ATL","LHP","","27.5",,26,"45 / 50","50 / 55","50 / 55","40 / 45","40 / 50","35+",7.1,0.32258065,0.06451613,0.470588235,1.2272732592813576,3.7540103416042045,"sa602699"
"Shao-Ching Chiang","DET","RHP","","27.0944444",,27,"60 / 60","45 / 45","","55 / 60","40 / 40","40",3,0.30769231,0.07692308,0.571428571,6,2.9205861409505216,"sa659598"
"Eric Marinez","OAK","RHP","","25.2555555",,32,"55 / 60","","45 / 50","50 / 55","35 / 40","35+",1,0.2,0.4,0,9,9.431830418109893,"sa736686"
"Raffi Vizcaino","SFG","RHP","","24",,34,"60 / 60","","55 / 55","50 / 50","30 / 30","35+",2.1,0.16666667,0.16666667,0.5,15.428594024847,7.244572234655632,"sa736742"
"Zack Brown","MIL","RHP","","25.5",,12,"50 / 55","","55 / 55","45 / 50","40 / 45","40",6,0.30434783,0.08695652,0.571428571,4.5,3.4836378812789923,"sa738901"
"Scott Moss","CLE","LHP","","26.1888888",,22,"55 / 55","50 / 50","","50 / 50","35 / 40","40+",5.2,0.33333333,0.20833333,0.454545454,3.176468806284284,5.363863398546,"sa738902"
"Trey Supak","MIL","RHP","","24",,25,"40 / 40","","50 / 50","50 / 55","50 / 55","40",3,0.2,0.06666667,0.4,0,3.816971214612326,"sa828707"
"Jared Robinson","CLE","RHP","AA","26.0666666",,40,"50 / 50","55 / 55","50 / 50","","45 / 45","35+",4.1,0.31818182,0.22727273,0.7,10.384623002729418,4.243694276216558,"sa829022"
"Yoan Aybar","BOS","LHP","","23.4472222",,34,"60 / 60","55 / 60","","","30 / 40","35+",4,0.25,0.1,0.583333333,6.75,5.181830418109894,"sa829086"
"Zach Warren","PHI","LHP","","24.5138888",,29,"55 / 55","50 / 55","","45 / 50","35 / 40","35+",1.2,0.4,0.2,0,16.199967942301292,5.70748831082471,"sa829420"
"Wladimir Pinto","DET","RHP","","22.8388888",,35,"60 / 60","45 / 50","","","30 / 35","35+",1.2,0,0.2,0.375,5.399989314100431,10.507478812247314,"sa871482"
"Melvin Adon","SFG","RHP","","25.5",,15,"80 / 80","60 / 60","","40 / 40","30 / 35","40+",2.1,0.09090909,0.18181818,0.5,15.428594024847,7.673144290901381,"sa873314"
"Franklin Perez","DET","RHP","","23.0222222",,10,"60 / 60","50 / 60","45 / 50","55 / 60","40 / 50","45",2.1,0.07142857,0.14285714,0.454545454,19.285742531058748,8.463678710335113,"sa873722"
"Wandisson Charles","OAK","RHP","","24.2694444",,29,"70 / 70","50 / 55","","","30 / 35","35+",5.2,0.25925926,0.18518519,0.4,7.94117201571071,5.391290863660894,"sa874818"
"Jordan Humphreys","NYM","RHP","","24.5083333",,21,"45 / 50","55 / 55","","45 / 50","45 / 50","40",2,0.25,0,0.5,4.5,4.354119223356247,"sa875762"
"Daniel Tillo","KCR","LHP","","24.5027777",,38,"60 / 60","50 / 50","","40 / 45","35 / 40","35+",1.2,0.18181818,0.18181818,0.333333333,10.799978628200861,8.800735623381765,"sa876284"
"Jasseel De La Cruz","ATL","RHP","","22.6",,12,"55 / 60","55 / 60","","40 / 45","40 / 40","40+",2,0.25,0,1,4.5,3.0872528076171877,"sa879559"
"Tyler Johnson","CHW","RHP","","25.3138888",,23,"60 / 60","","55 / 55","40 / 45","30 / 40","40",5.2,0.33333333,0.125,0.307692307,6.352937612568568,4.956067489840181,"sa915688"
"Evan MIller","SDP","RHP","","25.55",,49,"55 / 55","60 / 60","","","40 / 45","35+",4,0.23529412,0.05882353,0.583333333,2.25,3.259541612863541,"sa915725"
"Dakota Mekkes","CHC","RHP","","25.6",,35,"55 / 55","55 / 55","","55 / 55","35 / 35","35+",5.1,0.28571429,0.21428571,0.384615384,8.437505029144901,5.9081873988715365,"sa915807"
"Hector Yan","LAA","LHP","","21.6333333",,8,"60 / 70","45 / 50","","40 / 50","35 / 40","40+",2.1,0.45454545,0.27272727,1,3.85714850621175,3.158680751371438,"sa917194"
"Bryan Mata","BOS","RHP","AAA","21.6138888",,3,"55 / 55","","50 / 55","50 / 55","40 / 50","45+",3,0.16666667,0.16666667,0.5,0,4.868778677781424,"sa917784"
"Reggie Lawson","SDP","RHP","","23.3666666",,23,"50 / 55","","55 / 55","45 / 50","35 / 45","40+",2,0.42857143,0,0.25,0,2.431830418109894,"sa917951"
"Julian Garcia","PHI","RHP","","25.5861111",,26,"55 / 55","","55 / 55","50 / 50","50 / 50","35+",0.1,0,0.2,0,108.00107825878908,23.654918821695883,"sa918182"
"Brian Howard","OAK","RHP","","25.6361111",,18,"50 / 50","","45 / 50","45 / 50","50 / 55","40",5.1,0.15,0.05,0.2,0,5.791620537261802,"sa918377"
"Alexander Vizcaino","NYY","RHP","","23.5611111",,17,"60 / 60","45 / 50","","60 / 70","35 / 40","40+",3,0.30769231,0.07692308,0.571428571,9,3.53544534444809,"sa920272"
